farm_id,warehouse,harvest_tons
Farm_02208,WH11,73.43
Farm_02209,WH13,4.53
Farm_02210,WH15,66.33
Farm_02211,WH10,47.32
Farm_02212,WH03,36.26
Farm_02213,WH11,24.18
Farm_02214,WH13,44.22
Farm_02215,WH02,2.06
Farm_02216,WH05,37.9
Farm_02217,WH18,19.86
Farm_02218,WH12,3.64
Farm_02219,WH06,33.22
Farm_02220,WH07,63.68
Farm_02221,WH09,35.56
Farm_02222,WH12,74.48
Farm_02223,WH07,56.51
Farm_02224,WH10,45.35
Farm_02225,WH04,68.45
Farm_02226,WH11,6.0
Farm_02227,WH02,55.71
Farm_02228,WH17,47.85
Farm_02229,WH03,72.4
Farm_02230,WH17,39.63
Farm_02231,WH01,22.21
Farm_02232,WH07,49.71
Farm_02233,WH02,44.26
Farm_02234,WH17,40.09
Farm_02235,WH15,36.39
Farm_02236,WH14,45.57
Farm_02237,WH01,56.9
Farm_02238,WH07,35.49
Farm_02239,WH08,18.72
Farm_02240,WH10,21.94
Farm_02241,WH17,20.55
Farm_02242,WH02,7.04
Farm_02243,WH09,53.05
Farm_02244,WH05,12.01
Farm_02245,WH05,52.03
Farm_02246,WH13,34.75
Farm_02247,WH04,8.47
Farm_02248,WH06,18.09
Farm_02249,WH10,62.35
Farm_02250,WH12,22.2
Farm_02251,WH19,9.99
Farm_02252,WH04,55.62
Farm_02253,WH05,16.31
Farm_02254,WH07,71.69
Farm_02255,WH07,0.96
Farm_02256,WH10,72.1
Farm_02257,WH06,74.47
Farm_02258,WH18,11.17
Farm_02259,WH09,37.01
Farm_02260,WH05,4.47
Farm_02261,WH05,46.71
Farm_02262,WH11,62.96
Farm_02263,WH20,65.53
Farm_02264,WH18,26.37
Farm_02265,WH13,32.52
Farm_02266,WH06,13.33
Farm_02267,WH17,74.58
Farm_02268,WH17,74.91
Farm_02269,WH14,64.56
Farm_02270,WH05,33.35
Farm_02271,WH12,17.47
Farm_02272,WH05,42.71
Farm_02273,WH06,20.23
Farm_02274,WH12,36.6
Farm_02275,WH16,25.2
Farm_02276,WH15,39.54
Farm_02277,WH15,68.34
Farm_02278,WH01,25.26
Farm_02279,WH08,35.9
Farm_02280,WH14,11.49
Farm_02281,WH08,72.09
Farm_02282,WH07,58.05
Farm_02283,WH17,11.55
Farm_02284,WH08,30.82
Farm_02285,WH08,65.36
Farm_02286,WH10,52.96
Farm_02287,WH04,74.96
Farm_02288,WH20,21.39
Farm_02289,WH13,45.12
Farm_02290,WH06,22.58
Farm_02291,WH09,3.25
Farm_02292,WH15,51.08
Farm_02293,WH14,44.06
Farm_02294,WH03,70.44
Farm_02295,WH08,4.65
Farm_02296,WH15,11.19
Farm_02297,WH02,57.14
Farm_02298,WH02,12.39
Farm_02299,WH01,33.78
Farm_02300,WH19,69.11
Farm_02301,WH03,2.57
Farm_02302,WH12,52.08
Farm_02303,WH09,39.03
Farm_02304,WH09,4.58
Farm_02305,WH09,1.62
Farm_02306,WH17,43.05
Farm_02307,WH04,42.74
Farm_02308,WH17,10.71
Farm_02309,WH10,2.3
Farm_02310,WH07,72.44
Farm_02311,WH11,39.96
Farm_02312,WH08,55.61
Farm_02313,WH15,71.86
Farm_02314,WH10,31.93
Farm_02315,WH06,58.13
Farm_02316,WH03,53.49
Farm_02317,WH04,38.42
Farm_02318,WH12,63.39
Farm_02319,WH19,27.04
Farm_02320,WH15,45.51
Farm_02321,WH14,28.36
Farm_02322,WH11,29.01
Farm_02323,WH05,41.68
Farm_02324,WH12,64.09
Farm_02325,WH07,74.79
Farm_02326,WH20,15.31
Farm_02327,WH05,21.66
Farm_02328,WH05,15.65
Farm_02329,WH14,24.03
Farm_02330,WH11,39.41
Farm_02331,WH07,70.83
Farm_02332,WH16,30.49
Farm_02333,WH04,10.71
Farm_02334,WH14,18.18
Farm_02335,WH10,31.66
Farm_02336,WH18,36.39
Farm_02337,WH20,53.31
Farm_02338,WH08,53.65
Farm_02339,WH07,70.31
Farm_02340,WH02,1.69
Farm_02341,WH10,24.76
Farm_02342,WH10,38.25
Farm_02343,WH15,59.12
Farm_02344,WH14,72.2
Farm_02345,WH06,7.98
Farm_02346,WH20,21.88
Farm_02347,WH08,74.22
Farm_02348,WH17,48.02
Farm_02349,WH19,20.61
Farm_02350,WH18,23.57
Farm_02351,WH02,72.27
Farm_02352,WH08,47.76
Farm_02353,WH07,11.5
Farm_02354,WH09,66.01
Farm_02355,WH10,19.27
Farm_02356,WH16,50.92
Farm_02357,WH06,70.08
Farm_02358,WH08,34.16
Farm_02359,WH10,26.43
Farm_02360,WH05,14.92
Farm_02361,WH09,41.41
Farm_02362,WH10,48.86
Farm_02363,WH08,54.1
Farm_02364,WH02,24.24
Farm_02365,WH03,60.63
Farm_02366,WH09,7.82
Farm_02367,WH19,59.58
Farm_02368,WH18,51.04
Farm_02369,WH12,44.61
Farm_02370,WH10,58.39
Farm_02371,WH12,40.87
Farm_02372,WH01,46.28
Farm_02373,WH16,3.15
Farm_02374,WH01,51.42
Farm_02375,WH13,50.94
Farm_02376,WH03,45.14
Farm_02377,WH06,55.5
Farm_02378,WH13,61.93
Farm_02379,WH01,69.29
Farm_02380,WH04,74.61
Farm_02381,WH19,55.01
Farm_02382,WH15,42.65
Farm_02383,WH02,21.46
Farm_02384,WH08,57.29
Farm_02385,WH18,40.56
Farm_02386,WH07,50.3
Farm_02387,WH20,23.16
Farm_02388,WH04,11.89
Farm_02389,WH08,74.23
Farm_02390,WH14,40.2
Farm_02391,WH08,73.84
Farm_02392,WH01,21.92
Farm_02393,WH01,6.59
Farm_02394,WH06,14.59
Farm_02395,WH16,29.98
Farm_02396,WH12,49.86
Farm_02397,WH17,51.66
Farm_02398,WH14,28.96
Farm_02399,WH09,56.66
Farm_02400,WH08,50.6
Farm_02401,WH19,42.12
Farm_02402,WH10,72.29
Farm_02403,WH05,25.74
Farm_02404,WH15,37.16
Farm_02405,WH10,7.47
Farm_02406,WH11,35.73
Farm_02407,WH11,74.86
Farm_02408,WH20,73.05
Farm_02409,WH07,16.65
Farm_02410,WH18,61.63
Farm_02411,WH05,9.04
Farm_02412,WH06,32.71
Farm_02413,WH03,55.03
Farm_02414,WH15,54.36
Farm_02415,WH10,3.47
Farm_02416,WH08,19.22
Farm_02417,WH15,25.98
Farm_02418,WH07,35.07
Farm_02419,WH14,32.04
Farm_02420,WH03,68.98
Farm_02421,WH20,16.65
Farm_02422,WH15,49.65
Farm_02423,WH14,73.79
Farm_02424,WH10,38.66
Farm_02425,WH04,23.02
Farm_02426,WH01,49.18
Farm_02427,WH10,54.58
Farm_02428,WH04,31.37
Farm_02429,WH10,40.52
Farm_02430,WH18,58.82
Farm_02431,WH09,64.31
Farm_02432,WH02,35.94
Farm_02433,WH14,27.8
Farm_02434,WH09,42.57
Farm_02435,WH07,3.61
Farm_02436,WH09,58.56
Farm_02437,WH14,37.92
Farm_02438,WH12,58.49
Farm_02439,WH16,51.18
Farm_02440,WH06,42.61
Farm_02441,WH05,66.95
Farm_02442,WH06,59.22
Farm_02443,WH20,36.63
Farm_02444,WH16,20.58
Farm_02445,WH06,29.22
Farm_02446,WH20,60.12
Farm_02447,WH12,10.88
Farm_02448,WH01,59.29
Farm_02449,WH20,59.44
Farm_02450,WH11,56.17
Farm_02451,WH14,1.95
Farm_02452,WH02,44.87
Farm_02453,WH10,39.07
Farm_02454,WH14,24.65
Farm_02455,WH03,14.61
Farm_02456,WH01,57.74
Farm_02457,WH11,46.14
Farm_02458,WH20,28.96
Farm_02459,WH18,51.7
Farm_02460,WH11,67.59
Farm_02461,WH06,24.35
Farm_02462,WH10,10.69
Farm_02463,WH18,71.98
Farm_02464,WH11,36.12
Farm_02465,WH01,0.66
Farm_02466,WH14,73.33
Farm_02467,WH12,72.2
Farm_02468,WH16,31.36
Farm_02469,WH10,39.66
Farm_02470,WH09,17.38
Farm_02471,WH12,55.22
Farm_02472,WH08,74.92
Farm_02473,WH17,65.03
Farm_02474,WH11,43.4
Farm_02475,WH05,55.85
Farm_02476,WH18,10.38
Farm_02477,WH11,56.84
Farm_02478,WH07,15.56
Farm_02479,WH08,19.92
Farm_02480,WH13,62.5
Farm_02481,WH20,69.45
Farm_02482,WH14,43.55
Farm_02483,WH16,17.13
Farm_02484,WH02,33.25
Farm_02485,WH14,73.88
Farm_02486,WH17,8.34
Farm_02487,WH12,41.71
Farm_02488,WH17,70.4
Farm_02489,WH18,1.62
Farm_02490,WH09,56.81
Farm_02491,WH20,55.84
Farm_02492,WH06,67.99
Farm_02493,WH01,57.81
Farm_02494,WH18,58.59
Farm_02495,WH20,17.87
Farm_02496,WH15,51.79
Farm_02497,WH12,18.76
Farm_02498,WH05,52.58
Farm_02499,WH10,63.92
Farm_02500,WH20,27.89
Farm_02501,WH20,59.38
Farm_02502,WH01,52.2
Farm_02503,WH09,26.65
Farm_02504,WH09,32.08
Farm_02505,WH11,24.73
Farm_02506,WH11,16.02
Farm_02507,WH08,22.84
Farm_02508,WH18,1.65
Farm_02509,WH12,36.78
Farm_02510,WH05,18.4
Farm_02511,WH17,49.75
Farm_02512,WH13,19.68
Farm_02513,WH09,70.52
Farm_02514,WH20,26.35
Farm_02515,WH17,24.74
Farm_02516,WH13,57.68
Farm_02517,WH17,13.65
Farm_02518,WH07,63.79
Farm_02519,WH17,10.27
Farm_02520,WH14,22.18
Farm_02521,WH06,13.23
Farm_02522,WH12,35.6
Farm_02523,WH10,10.09
Farm_02524,WH20,28.18
Farm_02525,WH05,66.2
Farm_02526,WH18,27.38
Farm_02527,WH12,49.45
Farm_02528,WH19,14.25
Farm_02529,WH02,31.74
Farm_02530,WH10,48.97
Farm_02531,WH20,23.92
Farm_02532,WH06,9.85
Farm_02533,WH12,27.32
Farm_02534,WH09,1.0
Farm_02535,WH19,66.61
Farm_02536,WH08,66.17
Farm_02537,WH20,14.44
Farm_02538,WH17,1.56
Farm_02539,WH04,20.7
Farm_02540,WH10,13.44
Farm_02541,WH15,6.48
Farm_02542,WH03,64.25
Farm_02543,WH11,2.55
Farm_02544,WH01,29.29
Farm_02545,WH20,70.53
Farm_02546,WH15,49.48
Farm_02547,WH19,52.96
Farm_02548,WH19,58.89
Farm_02549,WH20,51.13
Farm_02550,WH04,51.24
Farm_02551,WH12,29.6
Farm_02552,WH09,37.17
Farm_02553,WH16,9.45
Farm_02554,WH03,33.74
Farm_02555,WH09,32.64
Farm_02556,WH08,4.12
Farm_02557,WH03,64.93
Farm_02558,WH09,7.74
Farm_02559,WH15,18.47
Farm_02560,WH14,18.8
Farm_02561,WH11,2.28
Farm_02562,WH18,12.89
Farm_02563,WH16,12.84
Farm_02564,WH20,21.9
Farm_02565,WH07,42.59
Farm_02566,WH02,65.21
Farm_02567,WH06,68.55
Farm_02568,WH13,56.52
Farm_02569,WH13,21.49
Farm_02570,WH14,53.57
Farm_02571,WH12,52.39
Farm_02572,WH12,5.09
Farm_02573,WH20,10.16
Farm_02574,WH05,58.69
Farm_02575,WH09,52.34
Farm_02576,WH02,47.15
Farm_02577,WH19,55.05
Farm_02578,WH12,73.86
Farm_02579,WH19,3.78
Farm_02580,WH06,3.4
Farm_02581,WH19,55.99
Farm_02582,WH13,26.52
Farm_02583,WH19,15.85
Farm_02584,WH09,66.56
Farm_02585,WH17,0.83
Farm_02586,WH08,9.39
Farm_02587,WH13,57.59
Farm_02588,WH01,33.07
Farm_02589,WH05,3.44
Farm_02590,WH06,74.51
Farm_02591,WH13,11.36
Farm_02592,WH20,55.59
Farm_02593,WH13,65.73
Farm_02594,WH13,21.34
Farm_02595,WH17,72.63
Farm_02596,WH15,42.55
Farm_02597,WH02,1.7
Farm_02598,WH19,63.63
Farm_02599,WH14,55.92
Farm_02600,WH20,58.63
Farm_02601,WH05,61.73
Farm_02602,WH18,30.59
Farm_02603,WH09,64.82
Farm_02604,WH13,48.47
Farm_02605,WH16,60.5
Farm_02606,WH17,16.67
Farm_02607,WH14,1.87
Farm_02608,WH10,24.0
Farm_02609,WH06,61.69
Farm_02610,WH02,11.54
Farm_02611,WH07,61.26
Farm_02612,WH07,51.18
Farm_02613,WH17,61.23
Farm_02614,WH01,34.14
Farm_02615,WH14,23.05
Farm_02616,WH11,11.08
Farm_02617,WH08,45.22
Farm_02618,WH05,49.87
Farm_02619,WH20,30.16
Farm_02620,WH02,56.57
Farm_02621,WH11,10.93
Farm_02622,WH17,17.21
Farm_02623,WH09,71.36
Farm_02624,WH17,45.35
Farm_02625,WH12,2.35
Farm_02626,WH09,58.17
Farm_02627,WH05,9.96
Farm_02628,WH15,48.02
Farm_02629,WH07,19.21
Farm_02630,WH10,21.9
Farm_02631,WH12,52.59
Farm_02632,WH16,9.33
Farm_02633,WH18,66.72
Farm_02634,WH13,43.8
Farm_02635,WH20,12.52
Farm_02636,WH12,55.79
Farm_02637,WH08,49.52
Farm_02638,WH14,43.88
Farm_02639,WH06,1.35
Farm_02640,WH07,69.25
Farm_02641,WH15,72.22
Farm_02642,WH05,5.85
Farm_02643,WH17,69.18
Farm_02644,WH05,63.94
Farm_02645,WH10,61.4
Farm_02646,WH20,71.44
Farm_02647,WH04,26.13
Farm_02648,WH06,52.97
Farm_02649,WH18,26.21
Farm_02650,WH05,13.5
Farm_02651,WH15,10.96
Farm_02652,WH09,36.82
Farm_02653,WH12,39.05
Farm_02654,WH09,2.8
Farm_02655,WH12,54.69
Farm_02656,WH03,41.97
Farm_02657,WH14,56.36
Farm_02658,WH18,4.98
Farm_02659,WH20,19.23
Farm_02660,WH02,66.09
Farm_02661,WH07,40.78
Farm_02662,WH05,31.94
Farm_02663,WH10,18.85
Farm_02664,WH01,62.74
Farm_02665,WH20,7.33
Farm_02666,WH18,22.85
Farm_02667,WH18,37.32
Farm_02668,WH10,17.43
Farm_02669,WH15,61.28
Farm_02670,WH06,28.62
Farm_02671,WH06,38.4
Farm_02672,WH19,14.06
Farm_02673,WH01,42.89
Farm_02674,WH08,54.17
Farm_02675,WH14,36.79
Farm_02676,WH18,32.59
Farm_02677,WH02,50.3
Farm_02678,WH11,36.86
Farm_02679,WH04,74.96
Farm_02680,WH05,33.45
Farm_02681,WH15,48.55
Farm_02682,WH07,7.32
Farm_02683,WH02,10.74
Farm_02684,WH06,58.68
Farm_02685,WH13,39.81
Farm_02686,WH09,32.28
Farm_02687,WH04,25.56
Farm_02688,WH05,20.01
Farm_02689,WH18,19.42
Farm_02690,WH07,15.5
Farm_02691,WH15,47.49
Farm_02692,WH17,35.04
Farm_02693,WH10,46.91
Farm_02694,WH16,60.39
Farm_02695,WH15,35.6
Farm_02696,WH10,39.14
Farm_02697,WH06,32.35
Farm_02698,WH02,70.27
Farm_02699,WH05,74.9
Farm_02700,WH07,66.69
Farm_02701,WH06,17.38
Farm_02702,WH03,60.13
Farm_02703,WH20,35.64
Farm_02704,WH19,29.18
Farm_02705,WH03,39.27
Farm_02706,WH15,50.98
Farm_02707,WH10,10.6
Farm_02708,WH07,36.03
Farm_02709,WH16,67.15
Farm_02710,WH04,10.35
Farm_02711,WH18,40.43
Farm_02712,WH01,13.31
Farm_02713,WH07,20.25
Farm_02714,WH04,15.04
Farm_02715,WH05,66.04
Farm_02716,WH04,11.35
Farm_02717,WH18,7.96
Farm_02718,WH11,29.33
Farm_02719,WH08,15.52
Farm_02720,WH06,42.52
Farm_02721,WH14,13.41
Farm_02722,WH18,27.22
Farm_02723,WH01,56.07
Farm_02724,WH18,40.61
Farm_02725,WH12,32.32
Farm_02726,WH13,31.34
Farm_02727,WH12,37.55
Farm_02728,WH07,38.26
Farm_02729,WH03,15.45
Farm_02730,WH08,34.33
Farm_02731,WH12,47.48
Farm_02732,WH19,36.8
Farm_02733,WH01,53.66
Farm_02734,WH07,26.41
Farm_02735,WH08,45.11
Farm_02736,WH16,64.98
Farm_02737,WH03,37.84
Farm_02738,WH20,41.44
Farm_02739,WH09,30.7
Farm_02740,WH20,61.08
Farm_02741,WH13,50.58
Farm_02742,WH13,11.83
Farm_02743,WH02,0.51
Farm_02744,WH11,15.63
Farm_02745,WH20,27.21
Farm_02746,WH18,50.44
Farm_02747,WH18,19.5
Farm_02748,WH17,69.49
Farm_02749,WH15,10.03
Farm_02750,WH10,50.85
Farm_02751,WH19,28.68
Farm_02752,WH08,39.75
Farm_02753,WH19,25.11
Farm_02754,WH05,36.46
Farm_02755,WH01,29.87
Farm_02756,WH08,33.04
Farm_02757,WH03,55.56
Farm_02758,WH02,34.27
Farm_02759,WH19,66.82
Farm_02760,WH17,16.65
Farm_02761,WH10,44.32
Farm_02762,WH02,30.86
Farm_02763,WH14,51.76
Farm_02764,WH11,61.42
Farm_02765,WH13,1.99
Farm_02766,WH16,72.15
Farm_02767,WH17,65.77
Farm_02768,WH16,28.32
Farm_02769,WH05,59.06
Farm_02770,WH03,18.72
Farm_02771,WH01,37.75
Farm_02772,WH01,73.3
Farm_02773,WH18,28.36
Farm_02774,WH13,55.18
Farm_02775,WH01,40.83
Farm_02776,WH01,51.37
Farm_02777,WH06,24.43
Farm_02778,WH03,31.48
Farm_02779,WH06,23.96
Farm_02780,WH20,30.09
Farm_02781,WH10,57.77
Farm_02782,WH13,41.85
Farm_02783,WH09,54.69
Farm_02784,WH01,37.31
Farm_02785,WH20,70.69
Farm_02786,WH17,70.27
Farm_02787,WH03,36.36
Farm_02788,WH07,17.66
Farm_02789,WH15,27.47
Farm_02790,WH09,1.09
Farm_02791,WH20,9.84
Farm_02792,WH17,62.53
Farm_02793,WH16,42.5
Farm_02794,WH19,69.68
Farm_02795,WH13,16.52
Farm_02796,WH19,20.23
Farm_02797,WH08,72.67
Farm_02798,WH02,42.4
Farm_02799,WH05,25.97
Farm_02800,WH18,69.28
Farm_02801,WH05,42.34
Farm_02802,WH04,60.86
Farm_02803,WH19,23.61
Farm_02804,WH20,25.11
Farm_02805,WH02,12.23
Farm_02806,WH04,25.13
Farm_02807,WH14,14.25
Farm_02808,WH06,68.35
Farm_02809,WH09,37.2
Farm_02810,WH02,24.76
Farm_02811,WH04,74.27
Farm_02812,WH17,14.85
Farm_02813,WH10,3.07
Farm_02814,WH08,71.3
Farm_02815,WH20,24.95
Farm_02816,WH12,18.48
Farm_02817,WH13,70.85
Farm_02818,WH04,15.35
Farm_02819,WH02,3.81
Farm_02820,WH19,8.08
Farm_02821,WH07,73.59
Farm_02822,WH07,32.79
Farm_02823,WH20,71.98
Farm_02824,WH09,39.71
Farm_02825,WH13,14.41
Farm_02826,WH14,53.41
Farm_02827,WH19,52.96
Farm_02828,WH20,40.23
Farm_02829,WH06,32.43
Farm_02830,WH12,0.68
Farm_02831,WH05,67.54
Farm_02832,WH08,74.84
Farm_02833,WH05,49.64
Farm_02834,WH03,49.55
Farm_02835,WH04,11.71
Farm_02836,WH02,53.49
Farm_02837,WH09,46.54
Farm_02838,WH05,72.16
Farm_02839,WH01,21.22
Farm_02840,WH11,14.29
Farm_02841,WH08,37.44
Farm_02842,WH04,9.7
Farm_02843,WH17,27.02
Farm_02844,WH15,13.42
Farm_02845,WH15,46.48
Farm_02846,WH05,16.97
Farm_02847,WH20,36.4
Farm_02848,WH05,74.09
Farm_02849,WH09,20.47
Farm_02850,WH01,25.69
Farm_02851,WH07,47.98
Farm_02852,WH16,3.29
Farm_02853,WH16,34.32
Farm_02854,WH18,73.24
Farm_02855,WH11,59.8
Farm_02856,WH15,36.7
Farm_02857,WH08,36.26
Farm_02858,WH06,22.05
Farm_02859,WH15,31.71
Farm_02860,WH06,17.99
Farm_02861,WH08,1.81
Farm_02862,WH15,29.24
Farm_02863,WH07,18.1
Farm_02864,WH05,55.88
Farm_02865,WH05,49.54
Farm_02866,WH14,44.92
Farm_02867,WH14,30.93
Farm_02868,WH07,63.38
Farm_02869,WH20,11.83
Farm_02870,WH08,62.28
Farm_02871,WH02,31.03
Farm_02872,WH07,11.3
Farm_02873,WH05,43.31
Farm_02874,WH14,40.77
Farm_02875,WH09,33.58
Farm_02876,WH06,21.9
Farm_02877,WH02,56.68
Farm_02878,WH18,69.45
Farm_02879,WH14,70.73
Farm_02880,WH07,9.52
Farm_02881,WH01,72.47
Farm_02882,WH13,15.17
Farm_02883,WH19,36.2
Farm_02884,WH10,36.68
Farm_02885,WH11,51.05
Farm_02886,WH16,24.47
Farm_02887,WH14,4.62
Farm_02888,WH10,23.51
Farm_02889,WH02,3.13
Farm_02890,WH03,64.36
Farm_02891,WH15,26.65
Farm_02892,WH13,31.35
Farm_02893,WH02,63.41
Farm_02894,WH17,27.0
Farm_02895,WH08,71.17
Farm_02896,WH18,48.7
Farm_02897,WH13,2.15
Farm_02898,WH01,43.63
Farm_02899,WH06,61.53
Farm_02900,WH18,8.61
Farm_02901,WH12,58.5
Farm_02902,WH18,3.52
Farm_02903,WH17,14.4
Farm_02904,WH17,35.4
Farm_02905,WH01,3.6
Farm_02906,WH01,46.78
Farm_02907,WH11,16.05
Farm_02908,WH14,56.68
Farm_02909,WH02,30.57
Farm_02910,WH10,14.13
Farm_02911,WH17,51.59
Farm_02912,WH14,31.49
Farm_02913,WH12,52.91
Farm_02914,WH01,1.91
Farm_02915,WH15,3.53
Farm_02916,WH18,20.89
Farm_02917,WH07,57.42
Farm_02918,WH15,17.65
Farm_02919,WH16,70.55
Farm_02920,WH17,12.55
Farm_02921,WH14,21.02
Farm_02922,WH12,0.55
Farm_02923,WH15,69.03
Farm_02924,WH11,30.73
Farm_02925,WH06,65.45
Farm_02926,WH04,17.35
Farm_02927,WH16,55.29
Farm_02928,WH02,15.55
Farm_02929,WH02,59.95
Farm_02930,WH14,71.82
Farm_02931,WH02,39.6
Farm_02932,WH17,73.9
Farm_02933,WH19,27.62
Farm_02934,WH03,15.99
Farm_02935,WH07,53.52
Farm_02936,WH07,59.46
Farm_02937,WH12,35.35
Farm_02938,WH16,62.07
Farm_02939,WH20,34.45
Farm_02940,WH14,21.11
Farm_02941,WH01,6.1
Farm_02942,WH04,16.38
Farm_02943,WH04,30.72
Farm_02944,WH01,19.61
Farm_02945,WH05,50.59
Farm_02946,WH07,40.02
Farm_02947,WH17,57.41
Farm_02948,WH04,62.38
Farm_02949,WH15,27.25
Farm_02950,WH03,54.78
Farm_02951,WH11,8.32
Farm_02952,WH16,7.32
Farm_02953,WH19,40.0
Farm_02954,WH14,70.89
Farm_02955,WH15,6.24
Farm_02956,WH12,72.1
Farm_02957,WH05,73.99
Farm_02958,WH12,9.09
Farm_02959,WH04,25.39
Farm_02960,WH12,56.66
Farm_02961,WH09,51.54
Farm_02962,WH13,11.32
Farm_02963,WH07,65.36
Farm_02964,WH20,44.42
Farm_02965,WH13,12.03
Farm_02966,WH11,62.53
Farm_02967,WH12,33.33
Farm_02968,WH12,38.58
Farm_02969,WH03,1.5
Farm_02970,WH15,15.88
Farm_02971,WH11,34.99
Farm_02972,WH10,67.39
Farm_02973,WH12,46.75
Farm_02974,WH20,65.44
Farm_02975,WH11,14.69
Farm_02976,WH02,3.85
Farm_02977,WH20,54.27
Farm_02978,WH20,14.4
Farm_02979,WH18,49.8
Farm_02980,WH12,25.57
Farm_02981,WH07,74.82
Farm_02982,WH07,42.91
Farm_02983,WH10,25.16
Farm_02984,WH15,39.62
Farm_02985,WH04,55.61
Farm_02986,WH11,33.6
Farm_02987,WH19,74.1
Farm_02988,WH18,6.87
Farm_02989,WH09,63.78
Farm_02990,WH03,41.73
Farm_02991,WH03,27.97
Farm_02992,WH16,68.8
Farm_02993,WH07,2.01
Farm_02994,WH20,37.46
Farm_02995,WH09,15.47
Farm_02996,WH09,1.49
Farm_02997,WH08,25.49
Farm_02998,WH10,16.46
Farm_02999,WH13,30.87
Farm_03000,WH20,64.9
Farm_03001,WH11,70.36
Farm_03002,WH17,15.0
Farm_03003,WH12,46.55
Farm_03004,WH07,44.38
Farm_03005,WH08,18.66
Farm_03006,WH17,54.6
Farm_03007,WH17,16.97
Farm_03008,WH15,1.09
Farm_03009,WH09,68.14
Farm_03010,WH15,30.19
Farm_03011,WH19,7.64
Farm_03012,WH12,70.92
Farm_03013,WH03,32.94
Farm_03014,WH11,50.3
Farm_03015,WH17,60.82
Farm_03016,WH01,50.89
Farm_03017,WH05,46.55
Farm_03018,WH12,66.76
Farm_03019,WH02,28.37
Farm_03020,WH08,58.87
Farm_03021,WH07,28.95
Farm_03022,WH02,45.68
Farm_03023,WH02,11.35
Farm_03024,WH02,26.73
Farm_03025,WH06,38.35
Farm_03026,WH18,49.87
Farm_03027,WH16,9.65
Farm_03028,WH11,35.44
Farm_03029,WH18,50.13
Farm_03030,WH05,74.04
Farm_03031,WH08,31.69
Farm_03032,WH07,22.29
Farm_03033,WH17,38.53
Farm_03034,WH02,29.19
Farm_03035,WH04,20.53
Farm_03036,WH08,62.01
Farm_03037,WH20,69.8
Farm_03038,WH05,21.86
Farm_03039,WH17,39.01
Farm_03040,WH17,34.75
Farm_03041,WH01,44.08
Farm_03042,WH05,57.7
Farm_03043,WH01,53.34
Farm_03044,WH03,68.29
Farm_03045,WH17,71.03
Farm_03046,WH03,60.38
Farm_03047,WH12,12.28
Farm_03048,WH19,3.13
Farm_03049,WH17,25.1
Farm_03050,WH03,35.64
Farm_03051,WH16,55.87
Farm_03052,WH11,63.82
Farm_03053,WH16,38.48
Farm_03054,WH01,15.26
Farm_03055,WH06,19.8
Farm_03056,WH17,73.5
Farm_03057,WH04,34.99
Farm_03058,WH13,35.59
Farm_03059,WH08,38.74
Farm_03060,WH19,66.96
Farm_03061,WH20,8.41
Farm_03062,WH10,57.45
Farm_03063,WH14,52.26
Farm_03064,WH07,49.53
Farm_03065,WH02,31.34
Farm_03066,WH10,35.85
Farm_03067,WH08,1.06
Farm_03068,WH20,28.23
Farm_03069,WH05,53.88
Farm_03070,WH13,12.79
Farm_03071,WH05,5.79
Farm_03072,WH16,26.47
Farm_03073,WH04,16.81
Farm_03074,WH12,45.46
Farm_03075,WH14,69.23
Farm_03076,WH15,5.93
Farm_03077,WH06,7.71
Farm_03078,WH05,12.92
Farm_03079,WH07,27.91
Farm_03080,WH08,33.23
Farm_03081,WH06,10.06
Farm_03082,WH13,35.68
Farm_03083,WH05,17.08
Farm_03084,WH11,58.16
Farm_03085,WH15,70.62
Farm_03086,WH16,64.91
Farm_03087,WH15,11.5
Farm_03088,WH12,5.4
Farm_03089,WH12,64.27
Farm_03090,WH04,7.67
Farm_03091,WH08,60.45
Farm_03092,WH11,58.07
Farm_03093,WH18,66.7
Farm_03094,WH05,26.92
Farm_03095,WH08,66.56
Farm_03096,WH04,52.99
Farm_03097,WH08,73.73
Farm_03098,WH15,69.84
Farm_03099,WH03,10.76
Farm_03100,WH19,49.1
Farm_03101,WH02,12.33
Farm_03102,WH19,37.72
Farm_03103,WH14,70.42
Farm_03104,WH09,69.47
Farm_03105,WH18,56.67
Farm_03106,WH12,66.1
Farm_03107,WH06,72.33
Farm_03108,WH02,24.37
Farm_03109,WH07,0.61
Farm_03110,WH08,15.11
Farm_03111,WH18,1.55
Farm_03112,WH01,15.12
Farm_03113,WH09,13.83
Farm_03114,WH06,41.7
Farm_03115,WH19,52.13
Farm_03116,WH04,15.42
Farm_03117,WH05,21.28
Farm_03118,WH01,60.14
Farm_03119,WH15,33.38
Farm_03120,WH08,42.2
Farm_03121,WH07,50.21
Farm_03122,WH10,43.38
Farm_03123,WH14,3.01
Farm_03124,WH08,39.03
Farm_03125,WH17,42.89
Farm_03126,WH02,45.21
Farm_03127,WH14,33.65
Farm_03128,WH03,35.82
Farm_03129,WH13,47.39
Farm_03130,WH03,5.81
Farm_03131,WH03,72.99
Farm_03132,WH11,33.4
Farm_03133,WH17,66.71
Farm_03134,WH13,50.02
Farm_03135,WH03,5.68
Farm_03136,WH07,48.71
Farm_03137,WH04,25.35
Farm_03138,WH19,7.63
Farm_03139,WH14,23.92
