farmer_id,loan_usd,status
FRM02167,18921.01,Approved
FRM02168,6400.55,Pending
FRM02169,3350.51,Approved
FRM02170,6309.12,Rejected
FRM02171,6081.87,Pending
FRM02172,7221.78,Pending
FRM02173,15291.49,Approved
FRM02174,12530.27,Pending
FRM02175,11603.98,Approved
FRM02176,4566.46,Rejected
FRM02177,9974.86,Rejected
FRM02178,18201.51,Approved
FRM02179,7395.64,Approved
FRM02180,13784.24,Approved
FRM02181,13746.88,Approved
FRM02182,12969.9,Rejected
FRM02183,10514.41,Rejected
FRM02184,1370.31,Pending
FRM02185,9755.83,Pending
FRM02186,1612.72,Pending
FRM02187,13994.84,Pending
FRM02188,16037.17,Approved
FRM02189,14054.1,Pending
FRM02190,6138.23,Pending
FRM02191,7745.15,Pending
FRM02192,17177.29,Approved
FRM02193,14061.11,Approved
FRM02194,3443.89,Pending
FRM02195,2871.55,Approved
FRM02196,2011.19,Pending
FRM02197,11341.73,Pending
FRM02198,6917.68,Pending
FRM02199,4864.36,Approved
FRM02200,9245.17,Pending
FRM02201,6261.3,Approved
FRM02202,1529.74,Rejected
FRM02203,542.05,Pending
FRM02204,16658.42,Pending
FRM02205,15350.14,Rejected
FRM02206,1277.62,Rejected
FRM02207,15003.78,Rejected
FRM02208,5660.76,Rejected
FRM02209,18263.24,Rejected
FRM02210,11840.36,Approved
FRM02211,8469.4,Pending
FRM02212,3261.16,Pending
FRM02213,4686.47,Pending
FRM02214,13959.83,Rejected
FRM02215,7944.34,Rejected
FRM02216,10133.55,Approved
FRM02217,7790.41,Rejected
FRM02218,15127.89,Approved
FRM02219,6645.46,Pending
FRM02220,9496.98,Pending
FRM02221,9625.89,Pending
FRM02222,17893.19,Pending
FRM02223,701.7,Pending
FRM02224,3702.31,Pending
FRM02225,756.45,Approved
FRM02226,14182.2,Pending
FRM02227,6401.11,Approved
FRM02228,6317.78,Rejected
FRM02229,2729.88,Approved
FRM02230,2046.89,Approved
FRM02231,5505.55,Approved
FRM02232,656.74,Rejected
FRM02233,3407.85,Pending
FRM02234,19235.96,Rejected
FRM02235,17472.34,Pending
FRM02236,970.49,Approved
FRM02237,15361.27,Rejected
FRM02238,8627.72,Approved
FRM02239,10948.42,Approved
FRM02240,7130.02,Rejected
FRM02241,857.34,Rejected
FRM02242,14775.92,Approved
FRM02243,4064.54,Rejected
FRM02244,14378.25,Pending
FRM02245,11978.7,Approved
FRM02246,16927.26,Pending
FRM02247,12703.4,Rejected
FRM02248,4121.04,Approved
FRM02249,5289.11,Rejected
FRM02250,16638.58,Pending
FRM02251,18587.66,Approved
FRM02252,16224.44,Pending
FRM02253,9122.33,Pending
FRM02254,2361.66,Pending
FRM02255,17857.83,Approved
FRM02256,14720.53,Pending
FRM02257,18162.79,Approved
FRM02258,4210.82,Approved
FRM02259,5501.09,Approved
FRM02260,4339.33,Pending
FRM02261,16313.92,Pending
FRM02262,13589.62,Rejected
FRM02263,4181.9,Pending
FRM02264,18448.47,Rejected
FRM02265,8525.93,Approved
FRM02266,11209.28,Approved
FRM02267,15081.99,Approved
FRM02268,3103.73,Rejected
FRM02269,3184.92,Rejected
FRM02270,17292.0,Rejected
FRM02271,12044.69,Approved
FRM02272,7094.44,Approved
FRM02273,16421.23,Approved
FRM02274,18530.63,Pending
FRM02275,3723.32,Pending
FRM02276,3144.33,Pending
FRM02277,4552.39,Rejected
FRM02278,4779.62,Approved
FRM02279,15306.66,Approved
FRM02280,6225.06,Pending
FRM02281,12313.11,Rejected
FRM02282,15871.73,Pending
FRM02283,1012.35,Approved
FRM02284,17333.6,Approved
FRM02285,15103.38,Approved
FRM02286,8738.32,Rejected
FRM02287,13471.96,Rejected
FRM02288,19255.19,Pending
FRM02289,9117.64,Rejected
FRM02290,11001.99,Pending
FRM02291,17199.66,Pending
FRM02292,18340.13,Approved
FRM02293,255.69,Rejected
FRM02294,1233.19,Approved
FRM02295,9292.55,Approved
FRM02296,16020.15,Pending
FRM02297,6245.42,Approved
FRM02298,11914.5,Rejected
FRM02299,13624.86,Approved
FRM02300,16159.51,Approved
FRM02301,11078.78,Approved
FRM02302,19913.32,Rejected
FRM02303,14677.66,Approved
FRM02304,5750.62,Approved
FRM02305,14349.72,Pending
FRM02306,4283.6,Pending
FRM02307,11299.92,Rejected
FRM02308,10583.97,Pending
FRM02309,2614.71,Pending
FRM02310,1566.34,Rejected
FRM02311,11611.74,Approved
FRM02312,1743.52,Approved
FRM02313,13200.67,Rejected
FRM02314,11451.36,Rejected
FRM02315,17455.63,Approved
FRM02316,18516.13,Rejected
FRM02317,14295.28,Approved
FRM02318,14956.7,Approved
FRM02319,12924.4,Pending
FRM02320,18092.95,Rejected
FRM02321,2501.58,Pending
FRM02322,14577.62,Rejected
FRM02323,16655.16,Approved
FRM02324,2814.83,Rejected
FRM02325,5382.8,Approved
FRM02326,1015.41,Rejected
FRM02327,15422.95,Rejected
FRM02328,15094.34,Rejected
FRM02329,19604.25,Approved
FRM02330,7399.21,Pending
FRM02331,7653.3,Pending
FRM02332,4639.91,Approved
FRM02333,7645.4,Approved
FRM02334,19077.42,Pending
FRM02335,4483.37,Rejected
FRM02336,8516.99,Rejected
FRM02337,14800.55,Pending
FRM02338,16961.46,Approved
FRM02339,6677.67,Approved
FRM02340,19423.72,Rejected
FRM02341,14136.0,Pending
FRM02342,15410.7,Rejected
FRM02343,2031.81,Pending
FRM02344,2153.05,Rejected
FRM02345,10740.74,Rejected
FRM02346,3613.46,Rejected
FRM02347,6331.73,Approved
FRM02348,15770.26,Rejected
FRM02349,15195.35,Approved
FRM02350,16652.25,Rejected
FRM02351,3022.18,Rejected
FRM02352,15711.86,Pending
FRM02353,7251.14,Rejected
FRM02354,6527.41,Approved
FRM02355,19535.92,Pending
FRM02356,498.13,Rejected
FRM02357,17333.01,Approved
FRM02358,19109.86,Rejected
FRM02359,12967.63,Pending
FRM02360,2020.82,Rejected
FRM02361,6612.18,Approved
FRM02362,10087.21,Rejected
FRM02363,11469.67,Pending
FRM02364,18353.31,Pending
FRM02365,17148.29,Pending
FRM02366,10182.59,Approved
FRM02367,6998.27,Approved
FRM02368,18280.92,Rejected
FRM02369,3876.07,Approved
FRM02370,4780.01,Approved
FRM02371,2891.49,Approved
FRM02372,16537.62,Approved
FRM02373,7161.7,Rejected
FRM02374,2087.29,Approved
FRM02375,10901.15,Approved
FRM02376,12730.39,Rejected
FRM02377,1973.99,Pending
FRM02378,2777.24,Pending
FRM02379,8261.67,Rejected
FRM02380,11601.08,Approved
FRM02381,14026.14,Pending
FRM02382,8173.42,Pending
FRM02383,15781.79,Rejected
FRM02384,12082.93,Rejected
FRM02385,2179.38,Approved
FRM02386,5803.05,Approved
FRM02387,5301.67,Rejected
FRM02388,12541.4,Rejected
FRM02389,8669.58,Rejected
FRM02390,14865.56,Pending
FRM02391,18772.04,Approved
FRM02392,2653.61,Pending
FRM02393,1088.71,Pending
FRM02394,16922.79,Rejected
FRM02395,3392.78,Pending
FRM02396,4624.78,Rejected
FRM02397,16334.0,Pending
FRM02398,11985.73,Approved
FRM02399,17815.54,Rejected
FRM02400,17591.24,Pending
FRM02401,2486.89,Approved
FRM02402,7190.41,Approved
FRM02403,2447.01,Rejected
FRM02404,16593.1,Pending
FRM02405,17828.11,Pending
FRM02406,14831.51,Pending
FRM02407,127.87,Rejected
FRM02408,4462.87,Rejected
FRM02409,10804.46,Pending
FRM02410,12303.28,Rejected
FRM02411,6941.85,Rejected
FRM02412,3850.89,Pending
FRM02413,5244.18,Pending
FRM02414,7341.49,Pending
FRM02415,12975.92,Rejected
FRM02416,10020.76,Pending
FRM02417,19036.2,Pending
FRM02418,1215.79,Pending
FRM02419,11636.51,Approved
FRM02420,6111.59,Rejected
FRM02421,17622.8,Rejected
FRM02422,11353.09,Approved
FRM02423,9219.02,Pending
FRM02424,12256.62,Rejected
FRM02425,5828.88,Pending
FRM02426,2307.32,Approved
FRM02427,1753.62,Pending
FRM02428,7439.0,Rejected
FRM02429,6556.47,Rejected
FRM02430,19769.34,Rejected
FRM02431,130.35,Rejected
FRM02432,19605.88,Approved
FRM02433,16836.38,Rejected
FRM02434,10647.04,Rejected
FRM02435,7793.85,Approved
FRM02436,7257.74,Rejected
FRM02437,9712.3,Rejected
FRM02438,3193.5,Approved
FRM02439,9456.87,Pending
FRM02440,19149.42,Pending
FRM02441,7117.08,Approved
FRM02442,18331.42,Pending
FRM02443,4422.33,Pending
FRM02444,13690.09,Rejected
FRM02445,18217.5,Approved
FRM02446,12486.06,Rejected
FRM02447,15643.71,Rejected
FRM02448,2676.68,Rejected
FRM02449,3688.32,Approved
FRM02450,14763.83,Approved
FRM02451,14878.42,Rejected
FRM02452,7210.11,Approved
FRM02453,5494.62,Rejected
FRM02454,8786.31,Pending
FRM02455,968.65,Pending
FRM02456,5809.2,Pending
FRM02457,4295.54,Approved
FRM02458,2962.68,Approved
FRM02459,4849.03,Rejected
FRM02460,4856.35,Approved
FRM02461,3789.92,Rejected
FRM02462,18050.96,Pending
FRM02463,10986.94,Pending
FRM02464,12288.3,Rejected
FRM02465,5474.34,Approved
FRM02466,6685.28,Rejected
FRM02467,12042.05,Pending
FRM02468,15773.2,Pending
FRM02469,9934.88,Pending
FRM02470,9889.01,Approved
FRM02471,15347.42,Pending
FRM02472,16857.39,Approved
FRM02473,8062.94,Approved
FRM02474,17361.71,Approved
FRM02475,17263.09,Pending
FRM02476,7532.36,Pending
FRM02477,6774.58,Approved
FRM02478,2223.46,Approved
FRM02479,16633.91,Rejected
FRM02480,11641.55,Rejected
FRM02481,17667.82,Pending
FRM02482,14762.95,Rejected
FRM02483,19056.78,Approved
FRM02484,19155.66,Rejected
FRM02485,11278.25,Approved
FRM02486,360.03,Rejected
FRM02487,16834.0,Pending
FRM02488,11031.83,Approved
FRM02489,2335.89,Approved
FRM02490,15290.24,Approved
FRM02491,18627.08,Pending
FRM02492,11486.39,Rejected
FRM02493,19083.89,Approved
FRM02494,13543.12,Approved
FRM02495,17283.69,Pending
FRM02496,6732.86,Approved
FRM02497,10371.58,Rejected
FRM02498,10916.97,Pending
FRM02499,16094.35,Rejected
FRM02500,17266.15,Rejected
FRM02501,4014.86,Approved
FRM02502,19205.56,Approved
FRM02503,14409.03,Approved
FRM02504,837.31,Approved
FRM02505,9985.09,Pending
FRM02506,15199.67,Approved
FRM02507,8839.56,Pending
FRM02508,2626.65,Approved
FRM02509,14913.02,Pending
FRM02510,16420.52,Pending
FRM02511,4660.94,Pending
FRM02512,13010.4,Approved
FRM02513,14033.03,Rejected
FRM02514,18214.08,Rejected
FRM02515,13186.53,Pending
FRM02516,17480.78,Pending
FRM02517,6874.81,Approved
FRM02518,19668.62,Pending
FRM02519,6463.64,Approved
FRM02520,15387.53,Pending
FRM02521,7784.49,Rejected
FRM02522,2604.49,Approved
FRM02523,662.83,Approved
FRM02524,16725.5,Rejected
FRM02525,10003.23,Approved
FRM02526,5604.09,Rejected
FRM02527,14017.02,Rejected
FRM02528,10102.71,Rejected
FRM02529,4109.09,Rejected
FRM02530,15938.19,Approved
FRM02531,6488.36,Pending
FRM02532,12708.72,Approved
FRM02533,18299.66,Pending
FRM02534,14538.26,Pending
FRM02535,18482.28,Approved
FRM02536,10379.33,Approved
FRM02537,10639.01,Approved
FRM02538,5304.41,Pending
FRM02539,19942.47,Pending
FRM02540,5519.2,Approved
FRM02541,18850.04,Pending
FRM02542,9043.63,Rejected
FRM02543,1567.67,Rejected
FRM02544,13891.99,Pending
FRM02545,1102.25,Pending
FRM02546,7291.5,Pending
FRM02547,5415.0,Pending
FRM02548,13826.58,Pending
FRM02549,8797.51,Approved
FRM02550,4756.13,Approved
FRM02551,1198.47,Approved
FRM02552,18649.0,Approved
FRM02553,133.68,Rejected
FRM02554,12372.11,Pending
FRM02555,15121.59,Rejected
FRM02556,15286.03,Rejected
FRM02557,7669.05,Rejected
FRM02558,17756.69,Approved
FRM02559,18836.16,Rejected
FRM02560,11434.98,Approved
FRM02561,16820.02,Rejected
FRM02562,10649.45,Approved
FRM02563,4888.2,Approved
FRM02564,19914.61,Rejected
FRM02565,5754.26,Approved
FRM02566,7057.17,Approved
FRM02567,12331.23,Pending
FRM02568,17093.55,Approved
FRM02569,4806.9,Rejected
FRM02570,17055.21,Rejected
FRM02571,14706.66,Approved
FRM02572,8478.93,Rejected
FRM02573,6657.53,Approved
FRM02574,9025.66,Rejected
FRM02575,17952.22,Rejected
FRM02576,13247.6,Approved
FRM02577,14275.28,Approved
FRM02578,5635.75,Pending
FRM02579,12930.47,Approved
FRM02580,2024.88,Pending
FRM02581,10752.78,Approved
FRM02582,14949.8,Rejected
FRM02583,15719.3,Approved
FRM02584,13174.78,Rejected
FRM02585,9190.1,Rejected
FRM02586,8344.18,Pending
FRM02587,16007.5,Pending
FRM02588,14795.38,Rejected
FRM02589,10186.38,Rejected
FRM02590,2685.01,Rejected
FRM02591,19349.94,Rejected
FRM02592,10820.65,Approved
FRM02593,11494.48,Pending
FRM02594,2996.32,Rejected
FRM02595,11693.83,Pending
FRM02596,13854.7,Pending
FRM02597,12434.47,Rejected
FRM02598,10606.62,Pending
FRM02599,7435.96,Pending
FRM02600,18932.24,Pending
FRM02601,1432.94,Rejected
FRM02602,3458.89,Pending
FRM02603,10672.82,Pending
FRM02604,8347.42,Rejected
FRM02605,14627.81,Pending
FRM02606,17055.62,Approved
FRM02607,17810.24,Pending
FRM02608,15166.4,Pending
FRM02609,3725.35,Pending
FRM02610,18112.84,Rejected
FRM02611,5895.26,Pending
FRM02612,5253.26,Rejected
FRM02613,3564.05,Approved
FRM02614,5035.95,Rejected
FRM02615,2869.02,Rejected
FRM02616,4637.14,Rejected
FRM02617,7690.36,Approved
FRM02618,16876.65,Pending
FRM02619,15654.78,Pending
FRM02620,3622.8,Pending
FRM02621,6835.67,Pending
FRM02622,2730.48,Approved
FRM02623,3901.98,Rejected
FRM02624,6704.6,Pending
FRM02625,14407.59,Approved
FRM02626,10146.18,Rejected
FRM02627,15078.88,Approved
FRM02628,15216.88,Approved
FRM02629,13159.4,Rejected
FRM02630,19183.77,Pending
FRM02631,9626.58,Approved
FRM02632,19618.06,Pending
FRM02633,18012.77,Approved
FRM02634,15923.72,Rejected
FRM02635,19890.61,Rejected
FRM02636,3873.83,Pending
FRM02637,15960.46,Rejected
FRM02638,3974.95,Rejected
FRM02639,9888.26,Pending
FRM02640,14944.44,Approved
FRM02641,16971.85,Pending
FRM02642,9937.98,Approved
FRM02643,8848.76,Approved
FRM02644,12208.42,Pending
FRM02645,17902.53,Rejected
FRM02646,16851.72,Rejected
FRM02647,15589.06,Rejected
FRM02648,3056.1,Rejected
FRM02649,13250.54,Approved
FRM02650,1120.46,Rejected
FRM02651,1790.17,Approved
FRM02652,2593.26,Pending
FRM02653,8776.3,Approved
FRM02654,511.37,Rejected
FRM02655,10638.55,Rejected
FRM02656,6069.51,Rejected
FRM02657,17890.52,Approved
FRM02658,8719.61,Rejected
FRM02659,18805.34,Rejected
FRM02660,1842.72,Rejected
FRM02661,742.8,Approved
FRM02662,4078.99,Pending
FRM02663,8768.97,Approved
FRM02664,10880.29,Rejected
FRM02665,16481.85,Rejected
FRM02666,657.85,Rejected
FRM02667,5929.32,Pending
FRM02668,8190.87,Pending
FRM02669,5336.49,Rejected
FRM02670,6267.97,Approved
FRM02671,15557.06,Pending
FRM02672,13722.06,Pending
FRM02673,17449.56,Approved
FRM02674,689.02,Pending
FRM02675,18638.42,Approved
FRM02676,3007.24,Approved
FRM02677,17749.66,Pending
FRM02678,4646.44,Approved
FRM02679,9042.03,Rejected
FRM02680,14029.52,Approved
FRM02681,15766.87,Approved
FRM02682,6425.77,Rejected
FRM02683,9927.44,Approved
FRM02684,13456.59,Pending
FRM02685,3692.15,Pending
FRM02686,12928.24,Pending
FRM02687,6682.51,Rejected
FRM02688,12186.97,Approved
FRM02689,4165.72,Pending
FRM02690,13895.34,Approved
FRM02691,643.2,Rejected
FRM02692,16050.56,Approved
FRM02693,16463.3,Rejected
FRM02694,12057.18,Approved
FRM02695,15714.48,Pending
FRM02696,4455.77,Rejected
FRM02697,19027.92,Approved
FRM02698,8390.49,Approved
FRM02699,10519.29,Rejected
FRM02700,10475.01,Approved
FRM02701,9111.32,Pending
FRM02702,10597.84,Pending
FRM02703,15803.35,Pending
FRM02704,19635.04,Rejected
FRM02705,11654.91,Rejected
FRM02706,9717.48,Approved
FRM02707,16742.83,Rejected
FRM02708,3253.49,Rejected
FRM02709,316.96,Pending
FRM02710,1197.27,Approved
FRM02711,13422.21,Pending
FRM02712,1858.0,Approved
FRM02713,19873.24,Rejected
FRM02714,7119.45,Rejected
FRM02715,12794.28,Approved
FRM02716,19193.28,Approved
FRM02717,11329.94,Approved
FRM02718,568.1,Pending
FRM02719,19640.67,Approved
FRM02720,3170.79,Rejected
FRM02721,7060.22,Approved
FRM02722,4679.6,Approved
FRM02723,17820.68,Pending
FRM02724,9245.59,Pending
FRM02725,2421.18,Rejected
FRM02726,5165.37,Rejected
FRM02727,5340.45,Pending
FRM02728,18600.56,Approved
FRM02729,15144.93,Rejected
FRM02730,5308.54,Pending
FRM02731,11044.4,Pending
FRM02732,3002.33,Rejected
FRM02733,11693.14,Approved
FRM02734,3906.16,Approved
FRM02735,2623.72,Approved
FRM02736,2241.85,Approved
FRM02737,15111.29,Pending
FRM02738,15772.26,Approved
FRM02739,14883.48,Rejected
FRM02740,11978.75,Pending
FRM02741,14470.54,Rejected
FRM02742,14908.41,Pending
FRM02743,2238.36,Rejected
FRM02744,184.86,Approved
FRM02745,15345.87,Pending
FRM02746,8572.1,Approved
FRM02747,10179.5,Rejected
FRM02748,17281.88,Rejected
FRM02749,14383.92,Rejected
FRM02750,1356.25,Rejected
FRM02751,9837.21,Rejected
FRM02752,11372.74,Approved
FRM02753,12276.33,Rejected
FRM02754,3952.13,Approved
FRM02755,18078.08,Rejected
FRM02756,19708.75,Pending
FRM02757,4314.75,Pending
FRM02758,19181.01,Approved
FRM02759,16684.99,Approved
FRM02760,6315.3,Pending
FRM02761,15949.7,Rejected
FRM02762,11081.8,Approved
FRM02763,133.88,Pending
FRM02764,4750.12,Approved
FRM02765,4714.36,Pending
FRM02766,17344.09,Rejected
FRM02767,6950.55,Pending
FRM02768,11715.48,Approved
FRM02769,9327.98,Pending
FRM02770,13616.27,Pending
FRM02771,3807.11,Pending
FRM02772,16964.01,Rejected
FRM02773,18664.93,Approved
FRM02774,12760.31,Rejected
FRM02775,12635.52,Rejected
FRM02776,17811.75,Pending
FRM02777,17584.47,Approved
FRM02778,3797.56,Pending
FRM02779,12973.88,Pending
FRM02780,6573.75,Approved
FRM02781,5933.84,Rejected
FRM02782,13108.16,Approved
FRM02783,1683.86,Rejected
FRM02784,17694.47,Pending
FRM02785,15625.28,Approved
FRM02786,11535.24,Rejected
FRM02787,5764.0,Pending
FRM02788,6986.52,Pending
FRM02789,16430.72,Rejected
FRM02790,12841.71,Approved
FRM02791,14668.58,Pending
FRM02792,166.32,Approved
FRM02793,5872.71,Approved
FRM02794,19157.21,Rejected
FRM02795,13593.54,Approved
FRM02796,4725.38,Rejected
FRM02797,4680.37,Pending
FRM02798,11875.86,Rejected
FRM02799,7757.12,Rejected
FRM02800,2990.38,Approved
FRM02801,8951.28,Approved
FRM02802,1727.16,Approved
FRM02803,14033.75,Rejected
FRM02804,5672.3,Rejected
FRM02805,19122.99,Approved
FRM02806,17658.97,Approved
FRM02807,10535.68,Rejected
FRM02808,10699.02,Approved
FRM02809,13281.47,Approved
FRM02810,8961.23,Rejected
FRM02811,12067.25,Rejected
FRM02812,15670.87,Rejected
FRM02813,8388.01,Rejected
FRM02814,17280.18,Pending
FRM02815,9855.38,Pending
FRM02816,264.83,Approved
FRM02817,19217.37,Approved
FRM02818,9811.3,Pending
FRM02819,4392.78,Pending
FRM02820,1909.68,Pending
FRM02821,7296.71,Pending
FRM02822,17837.92,Pending
FRM02823,11967.32,Pending
FRM02824,1585.24,Rejected
FRM02825,8036.8,Approved
FRM02826,14369.01,Rejected
FRM02827,12506.79,Pending
FRM02828,3979.17,Approved
FRM02829,14187.11,Rejected
FRM02830,125.49,Pending
FRM02831,11005.94,Rejected
FRM02832,12864.84,Rejected
FRM02833,7712.49,Approved
FRM02834,3711.56,Approved
FRM02835,16511.68,Rejected
FRM02836,7563.67,Approved
FRM02837,7240.64,Pending
FRM02838,7070.01,Approved
FRM02839,5735.9,Approved
FRM02840,7428.85,Rejected
FRM02841,14879.68,Pending
FRM02842,2870.11,Approved
FRM02843,14561.21,Approved
FRM02844,12847.59,Approved
FRM02845,2266.8,Pending
FRM02846,12318.19,Approved
FRM02847,7972.41,Pending
FRM02848,1249.42,Pending
FRM02849,10732.26,Rejected
FRM02850,16339.06,Approved
FRM02851,14149.49,Pending
FRM02852,15015.77,Rejected
FRM02853,17609.87,Pending
FRM02854,7480.19,Approved
FRM02855,9333.99,Approved
FRM02856,19007.56,Approved
FRM02857,16649.98,Rejected
FRM02858,17439.25,Rejected
FRM02859,3954.79,Approved
FRM02860,12317.85,Rejected
FRM02861,2139.46,Pending
FRM02862,1692.31,Approved
FRM02863,8917.83,Approved
FRM02864,13346.13,Rejected
FRM02865,12362.87,Approved
FRM02866,1043.53,Approved
FRM02867,5338.8,Rejected
FRM02868,8265.92,Approved
FRM02869,15914.66,Rejected
FRM02870,7610.38,Approved
FRM02871,13424.19,Pending
FRM02872,12804.77,Pending
FRM02873,3623.23,Approved
FRM02874,627.99,Approved
FRM02875,17260.74,Pending
FRM02876,6552.1,Approved
FRM02877,2744.39,Rejected
FRM02878,7879.23,Rejected
FRM02879,2453.23,Approved
FRM02880,929.26,Rejected
FRM02881,16310.86,Approved
FRM02882,12326.28,Pending
FRM02883,8712.31,Approved
FRM02884,18984.86,Rejected
FRM02885,19452.72,Approved
FRM02886,5531.51,Rejected
FRM02887,14300.75,Approved
FRM02888,14797.34,Approved
FRM02889,2799.04,Pending
FRM02890,11984.05,Pending
FRM02891,15002.25,Pending
FRM02892,6130.25,Pending
FRM02893,4109.02,Pending
FRM02894,9049.66,Rejected
FRM02895,18643.31,Rejected
FRM02896,15193.56,Approved
FRM02897,6129.36,Pending
FRM02898,12439.25,Approved
FRM02899,5284.99,Pending
FRM02900,6726.76,Approved
FRM02901,14113.62,Rejected
FRM02902,3942.19,Approved
FRM02903,2724.68,Pending
FRM02904,14090.8,Pending
FRM02905,415.5,Rejected
FRM02906,5210.12,Approved
FRM02907,16072.45,Pending
FRM02908,17880.15,Rejected
FRM02909,9058.98,Pending
FRM02910,18169.67,Pending
FRM02911,7827.84,Rejected
FRM02912,5972.84,Approved
FRM02913,9855.38,Approved
FRM02914,8529.33,Pending
FRM02915,8105.28,Pending
FRM02916,15600.52,Pending
FRM02917,14682.56,Rejected
FRM02918,18008.32,Rejected
FRM02919,17634.11,Pending
FRM02920,15949.43,Approved
FRM02921,10805.73,Approved
FRM02922,14498.6,Rejected
FRM02923,17889.03,Rejected
FRM02924,9753.62,Rejected
FRM02925,18911.01,Approved
FRM02926,2517.38,Pending
FRM02927,13472.49,Approved
FRM02928,8736.92,Rejected
FRM02929,8142.95,Rejected
FRM02930,5819.44,Rejected
FRM02931,14337.84,Approved
FRM02932,2780.89,Pending
FRM02933,8054.98,Rejected
FRM02934,9587.32,Rejected
FRM02935,19276.82,Rejected
FRM02936,2270.02,Rejected
FRM02937,3058.71,Rejected
FRM02938,1018.26,Pending
FRM02939,13124.07,Pending
FRM02940,10459.55,Pending
FRM02941,7981.44,Pending
FRM02942,12586.71,Approved
FRM02943,18678.17,Rejected
FRM02944,5312.28,Pending
FRM02945,8724.62,Rejected
FRM02946,4390.19,Approved
FRM02947,15089.65,Approved
FRM02948,16724.19,Pending
FRM02949,5303.87,Approved
FRM02950,12757.77,Approved
FRM02951,11485.35,Approved
FRM02952,11319.19,Pending
FRM02953,16410.79,Pending
FRM02954,5648.31,Approved
FRM02955,10186.12,Pending
FRM02956,12366.17,Approved
FRM02957,4017.08,Rejected
FRM02958,6930.0,Approved
FRM02959,656.15,Approved
FRM02960,14706.09,Pending
FRM02961,799.14,Pending
FRM02962,3810.73,Approved
FRM02963,14867.28,Approved
FRM02964,18842.5,Pending
FRM02965,13163.76,Rejected
FRM02966,5228.46,Pending
FRM02967,6566.35,Pending
FRM02968,2511.92,Rejected
FRM02969,19857.58,Approved
FRM02970,10123.58,Pending
FRM02971,2995.41,Pending
FRM02972,789.95,Pending
FRM02973,8735.6,Pending
FRM02974,10279.04,Rejected
FRM02975,4677.48,Approved
FRM02976,12399.81,Rejected
FRM02977,11750.37,Pending
FRM02978,5492.67,Rejected
FRM02979,8214.38,Pending
FRM02980,16656.69,Rejected
FRM02981,7416.52,Approved
FRM02982,1910.37,Pending
FRM02983,7102.49,Rejected
FRM02984,2675.25,Pending
FRM02985,16635.35,Rejected
FRM02986,13856.58,Approved
FRM02987,14734.39,Approved
FRM02988,3483.19,Approved
FRM02989,15799.5,Rejected
FRM02990,2079.09,Rejected
FRM02991,3311.73,Pending
FRM02992,4040.51,Rejected
FRM02993,8205.46,Approved
FRM02994,555.92,Rejected
FRM02995,8410.02,Pending
FRM02996,2834.74,Pending
FRM02997,18047.89,Rejected
FRM02998,5249.23,Pending
FRM02999,13686.51,Rejected
FRM03000,6310.8,Rejected
FRM03001,1343.39,Approved
FRM03002,8184.2,Rejected
FRM03003,18906.0,Rejected
FRM03004,4507.57,Approved
FRM03005,11876.28,Approved
FRM03006,19048.51,Approved
FRM03007,9457.26,Rejected
FRM03008,1360.81,Approved
FRM03009,1152.71,Pending
FRM03010,4939.19,Pending
FRM03011,168.5,Approved
FRM03012,16360.06,Rejected
FRM03013,16263.85,Pending
FRM03014,3792.12,Rejected
FRM03015,12841.53,Pending
FRM03016,8054.33,Pending
FRM03017,17801.38,Pending
FRM03018,3279.07,Approved
FRM03019,11297.8,Rejected
FRM03020,9646.27,Approved
FRM03021,6995.15,Approved
FRM03022,11697.98,Approved
FRM03023,6068.07,Rejected
FRM03024,10073.98,Pending
FRM03025,18864.83,Approved
FRM03026,17817.14,Rejected
FRM03027,7192.78,Approved
FRM03028,16642.28,Pending
FRM03029,8247.65,Approved
FRM03030,5715.22,Rejected
FRM03031,19993.99,Pending
FRM03032,19061.22,Pending
FRM03033,4055.57,Rejected
FRM03034,7217.19,Rejected
FRM03035,13499.53,Pending
FRM03036,12909.57,Approved
FRM03037,16786.9,Pending
FRM03038,15740.7,Approved
FRM03039,12554.78,Pending
FRM03040,11397.32,Approved
FRM03041,18226.28,Rejected
FRM03042,8134.22,Approved
FRM03043,19931.78,Approved
FRM03044,8561.21,Approved
FRM03045,7064.82,Rejected
FRM03046,10252.67,Pending
FRM03047,10757.03,Pending
FRM03048,5785.19,Pending
FRM03049,2383.46,Approved
FRM03050,8500.79,Approved
FRM03051,11585.67,Pending
FRM03052,5346.3,Rejected
FRM03053,19723.6,Approved
FRM03054,4322.69,Pending
FRM03055,14919.14,Approved
FRM03056,11992.94,Pending
FRM03057,10238.1,Pending
FRM03058,18225.15,Rejected
FRM03059,11384.61,Pending
FRM03060,16665.53,Pending
FRM03061,17378.62,Approved
FRM03062,801.04,Rejected
FRM03063,6516.65,Pending
FRM03064,17290.38,Rejected
FRM03065,19435.3,Approved
FRM03066,17500.46,Rejected
FRM03067,11200.37,Pending
FRM03068,10426.17,Rejected
FRM03069,4200.19,Approved
FRM03070,11610.54,Pending
FRM03071,15727.38,Pending
FRM03072,9763.58,Approved
FRM03073,9290.31,Pending
FRM03074,16221.6,Approved
FRM03075,15992.62,Pending
FRM03076,17780.51,Approved
FRM03077,10823.98,Approved
FRM03078,5297.38,Rejected
FRM03079,10261.49,Approved
FRM03080,5966.43,Approved
FRM03081,3855.32,Pending
