farm_id,market,sale_usd
Farm_01781,MKT076,47818.01
Farm_01782,MKT057,13281.41
Farm_01783,MKT015,23423.7
Farm_01784,MKT060,37617.72
Farm_01785,MKT044,43350.06
Farm_01786,MKT046,39217.34
Farm_01787,MKT100,18855.85
Farm_01788,MKT021,10050.71
Farm_01789,MKT017,33105.47
Farm_01790,MKT094,30769.63
Farm_01791,MKT092,18507.81
Farm_01792,MKT033,5176.16
Farm_01793,MKT068,44169.8
Farm_01794,MKT046,46780.35
Farm_01795,MKT072,32415.44
Farm_01796,MKT099,35695.29
Farm_01797,MKT046,39275.96
Farm_01798,MKT059,3478.88
Farm_01799,MKT050,42014.61
Farm_01800,MKT008,42419.99
Farm_01801,MKT058,30333.88
Farm_01802,MKT085,36163.13
Farm_01803,MKT040,19777.0
Farm_01804,MKT083,9586.39
Farm_01805,MKT008,40738.76
Farm_01806,MKT095,15694.7
Farm_01807,MKT098,21876.34
Farm_01808,MKT050,21481.88
Farm_01809,MKT044,40291.24
Farm_01810,MKT100,14730.48
Farm_01811,MKT040,23002.43
Farm_01812,MKT022,36790.79
Farm_01813,MKT019,16394.41
Farm_01814,MKT065,25067.87
Farm_01815,MKT086,4195.44
Farm_01816,MKT046,47405.89
Farm_01817,MKT056,26318.42
Farm_01818,MKT049,5191.19
Farm_01819,MKT064,31845.75
Farm_01820,MKT079,5538.62
Farm_01821,MKT015,20786.43
Farm_01822,MKT045,35262.31
Farm_01823,MKT040,4025.21
Farm_01824,MKT061,22955.06
Farm_01825,MKT100,33225.51
Farm_01826,MKT028,15679.83
Farm_01827,MKT025,16857.53
Farm_01828,MKT088,11096.36
Farm_01829,MKT039,36166.04
Farm_01830,MKT096,23967.97
Farm_01831,MKT067,9103.54
Farm_01832,MKT015,9048.1
Farm_01833,MKT082,27795.81
Farm_01834,MKT100,48273.06
Farm_01835,MKT098,32924.72
Farm_01836,MKT094,18642.57
Farm_01837,MKT074,14678.93
Farm_01838,MKT070,36718.92
Farm_01839,MKT075,33107.34
Farm_01840,MKT097,11839.17
Farm_01841,MKT055,25381.54
Farm_01842,MKT048,19328.37
Farm_01843,MKT006,29564.56
Farm_01844,MKT040,36583.57
Farm_01845,MKT080,48346.74
Farm_01846,MKT085,35891.62
Farm_01847,MKT092,429.76
Farm_01848,MKT083,31419.61
Farm_01849,MKT094,26029.54
Farm_01850,MKT053,9740.18
Farm_01851,MKT055,17824.76
Farm_01852,MKT070,16832.34
Farm_01853,MKT088,31802.21
Farm_01854,MKT014,41651.67
Farm_01855,MKT091,4501.95
Farm_01856,MKT098,21954.59
Farm_01857,MKT029,16498.01
Farm_01858,MKT048,11696.24
Farm_01859,MKT058,33462.65
Farm_01860,MKT100,40409.59
Farm_01861,MKT015,12833.46
Farm_01862,MKT030,26332.98
Farm_01863,MKT047,15435.7
Farm_01864,MKT062,24474.97
Farm_01865,MKT040,43481.13
Farm_01866,MKT026,20767.03
Farm_01867,MKT049,47875.62
Farm_01868,MKT085,30208.74
Farm_01869,MKT003,38707.12
Farm_01870,MKT034,14145.53
Farm_01871,MKT032,24455.66
Farm_01872,MKT093,42836.99
Farm_01873,MKT082,41862.17
Farm_01874,MKT022,48283.7
Farm_01875,MKT057,25855.46
Farm_01876,MKT020,22592.16
Farm_01877,MKT086,24966.42
Farm_01878,MKT025,24893.9
Farm_01879,MKT049,7357.56
Farm_01880,MKT053,47553.83
Farm_01881,MKT027,2112.58
Farm_01882,MKT003,7088.83
Farm_01883,MKT084,33760.97
Farm_01884,MKT092,17119.28
Farm_01885,MKT088,31470.9
Farm_01886,MKT069,10006.75
Farm_01887,MKT091,33915.72
Farm_01888,MKT080,19894.22
Farm_01889,MKT018,37353.13
Farm_01890,MKT041,37044.93
Farm_01891,MKT092,44156.62
Farm_01892,MKT026,27113.36
Farm_01893,MKT016,38276.85
Farm_01894,MKT017,42317.13
Farm_01895,MKT058,35411.49
Farm_01896,MKT009,20958.83
Farm_01897,MKT074,16722.49
Farm_01898,MKT041,3352.01
Farm_01899,MKT086,42994.75
Farm_01900,MKT017,20799.6
Farm_01901,MKT017,31572.04
Farm_01902,MKT017,27132.67
Farm_01903,MKT016,46872.98
Farm_01904,MKT055,7310.47
Farm_01905,MKT067,8942.94
Farm_01906,MKT082,49255.21
Farm_01907,MKT024,12211.97
Farm_01908,MKT044,31042.82
Farm_01909,MKT001,43124.05
Farm_01910,MKT061,23226.93
Farm_01911,MKT081,22977.21
Farm_01912,MKT064,29651.77
Farm_01913,MKT009,23206.68
Farm_01914,MKT067,24245.97
Farm_01915,MKT065,17585.65
Farm_01916,MKT095,48789.36
Farm_01917,MKT050,36787.6
Farm_01918,MKT036,20990.09
Farm_01919,MKT081,503.25
Farm_01920,MKT046,2591.12
Farm_01921,MKT024,16249.35
Farm_01922,MKT030,40698.34
Farm_01923,MKT029,46394.69
Farm_01924,MKT059,6477.51
Farm_01925,MKT037,30285.77
Farm_01926,MKT012,20548.17
Farm_01927,MKT043,31239.24
Farm_01928,MKT047,29507.77
Farm_01929,MKT089,1019.12
Farm_01930,MKT097,17860.75
Farm_01931,MKT071,39083.68
Farm_01932,MKT032,12049.6
Farm_01933,MKT018,18351.25
Farm_01934,MKT007,47612.23
Farm_01935,MKT074,36827.47
Farm_01936,MKT023,1272.92
Farm_01937,MKT032,19306.35
Farm_01938,MKT066,6200.09
Farm_01939,MKT066,26835.16
Farm_01940,MKT026,23548.33
Farm_01941,MKT032,22520.75
Farm_01942,MKT068,19430.47
Farm_01943,MKT025,15200.63
Farm_01944,MKT013,3502.29
Farm_01945,MKT063,26900.05
Farm_01946,MKT040,48692.08
Farm_01947,MKT056,47768.95
Farm_01948,MKT093,40828.75
Farm_01949,MKT058,38690.45
Farm_01950,MKT008,45553.32
Farm_01951,MKT014,12260.16
Farm_01952,MKT050,34529.47
Farm_01953,MKT085,20308.55
Farm_01954,MKT043,29146.97
Farm_01955,MKT094,33029.7
Farm_01956,MKT077,49942.43
Farm_01957,MKT028,4087.29
Farm_01958,MKT011,26370.87
Farm_01959,MKT008,26790.88
Farm_01960,MKT027,29742.92
Farm_01961,MKT065,44904.18
Farm_01962,MKT068,23352.5
Farm_01963,MKT078,46228.53
Farm_01964,MKT093,32358.51
Farm_01965,MKT051,20931.51
Farm_01966,MKT051,13973.99
Farm_01967,MKT094,14690.08
Farm_01968,MKT040,41640.13
Farm_01969,MKT023,33473.89
Farm_01970,MKT060,12514.05
Farm_01971,MKT059,6930.47
Farm_01972,MKT030,14850.51
Farm_01973,MKT061,37893.16
Farm_01974,MKT086,15212.57
Farm_01975,MKT029,27018.64
Farm_01976,MKT092,49630.46
Farm_01977,MKT077,24700.31
Farm_01978,MKT052,30363.32
Farm_01979,MKT054,17587.24
Farm_01980,MKT061,16422.68
Farm_01981,MKT042,34965.99
Farm_01982,MKT080,31035.66
Farm_01983,MKT036,48709.58
Farm_01984,MKT092,46463.09
Farm_01985,MKT023,30728.85
Farm_01986,MKT007,13249.17
Farm_01987,MKT033,24310.92
Farm_01988,MKT030,16450.6
Farm_01989,MKT081,1941.63
Farm_01990,MKT074,5634.53
Farm_01991,MKT095,42397.51
Farm_01992,MKT001,5501.63
Farm_01993,MKT025,30946.43
Farm_01994,MKT070,29937.58
Farm_01995,MKT074,768.89
Farm_01996,MKT100,2260.43
Farm_01997,MKT043,4132.19
Farm_01998,MKT070,12387.24
Farm_01999,MKT093,10770.42
Farm_02000,MKT066,46471.87
Farm_02001,MKT090,44841.37
Farm_02002,MKT017,3720.68
Farm_02003,MKT021,36256.72
Farm_02004,MKT014,33017.3
Farm_02005,MKT094,47212.79
Farm_02006,MKT060,39767.1
Farm_02007,MKT093,13457.49
Farm_02008,MKT031,26777.14
Farm_02009,MKT063,44972.71
Farm_02010,MKT037,26517.22
Farm_02011,MKT034,44829.06
Farm_02012,MKT024,44989.15
Farm_02013,MKT088,29894.96
Farm_02014,MKT082,46111.89
Farm_02015,MKT062,8119.61
Farm_02016,MKT011,258.9
Farm_02017,MKT080,12728.43
Farm_02018,MKT067,4546.96
Farm_02019,MKT091,24348.97
Farm_02020,MKT098,36713.22
Farm_02021,MKT062,253.75
Farm_02022,MKT090,10222.19
Farm_02023,MKT018,15713.25
Farm_02024,MKT069,18762.18
Farm_02025,MKT021,9661.03
Farm_02026,MKT009,39409.51
Farm_02027,MKT037,38109.65
Farm_02028,MKT053,26847.94
Farm_02029,MKT080,37091.79
Farm_02030,MKT002,35549.14
Farm_02031,MKT080,10468.42
Farm_02032,MKT008,14260.72
Farm_02033,MKT031,42284.41
Farm_02034,MKT085,29403.08
Farm_02035,MKT057,21712.51
Farm_02036,MKT042,45156.68
Farm_02037,MKT056,42947.12
Farm_02038,MKT011,46231.5
Farm_02039,MKT100,4993.34
Farm_02040,MKT026,43571.13
Farm_02041,MKT074,47901.72
Farm_02042,MKT077,6295.94
Farm_02043,MKT020,32719.37
Farm_02044,MKT077,49446.23
Farm_02045,MKT087,48532.7
Farm_02046,MKT070,6675.66
Farm_02047,MKT061,26814.9
Farm_02048,MKT098,25055.29
Farm_02049,MKT004,25436.2
Farm_02050,MKT079,46166.75
Farm_02051,MKT082,25348.44
Farm_02052,MKT008,48648.64
Farm_02053,MKT053,23165.26
Farm_02054,MKT021,7738.84
Farm_02055,MKT078,30931.18
Farm_02056,MKT018,44763.16
Farm_02057,MKT038,8733.61
Farm_02058,MKT061,15475.51
Farm_02059,MKT048,36706.89
Farm_02060,MKT083,15839.97
Farm_02061,MKT005,31504.49
Farm_02062,MKT037,1609.03
Farm_02063,MKT046,32492.77
Farm_02064,MKT076,29286.56
Farm_02065,MKT020,22244.04
Farm_02066,MKT072,48307.3
Farm_02067,MKT063,24973.37
Farm_02068,MKT031,9160.83
Farm_02069,MKT014,15732.54
Farm_02070,MKT034,30269.01
Farm_02071,MKT080,2503.64
Farm_02072,MKT036,11036.4
Farm_02073,MKT036,37409.41
Farm_02074,MKT032,43317.83
Farm_02075,MKT001,16770.11
Farm_02076,MKT050,12437.41
Farm_02077,MKT032,29580.75
Farm_02078,MKT015,31746.39
Farm_02079,MKT027,18764.33
Farm_02080,MKT036,36080.11
Farm_02081,MKT002,2749.41
Farm_02082,MKT027,5362.55
Farm_02083,MKT047,26436.16
Farm_02084,MKT059,17536.35
Farm_02085,MKT099,17228.11
Farm_02086,MKT008,10748.18
Farm_02087,MKT072,46965.24
Farm_02088,MKT046,6466.27
Farm_02089,MKT040,46717.96
Farm_02090,MKT091,27441.35
Farm_02091,MKT020,2979.35
Farm_02092,MKT011,21312.42
Farm_02093,MKT072,43597.79
Farm_02094,MKT099,39166.7
Farm_02095,MKT100,46268.8
Farm_02096,MKT100,12021.46
Farm_02097,MKT079,34486.38
Farm_02098,MKT045,956.2
Farm_02099,MKT004,3708.61
Farm_02100,MKT049,26262.27
Farm_02101,MKT096,19102.35
Farm_02102,MKT019,32456.02
Farm_02103,MKT092,32069.86
Farm_02104,MKT006,835.74
Farm_02105,MKT017,16687.17
Farm_02106,MKT088,44381.98
Farm_02107,MKT001,39266.66
Farm_02108,MKT007,30982.21
Farm_02109,MKT057,13231.26
Farm_02110,MKT049,24125.74
Farm_02111,MKT013,38830.62
Farm_02112,MKT039,48730.12
Farm_02113,MKT009,26695.17
Farm_02114,MKT068,26258.94
Farm_02115,MKT045,7899.06
Farm_02116,MKT035,15810.24
Farm_02117,MKT058,39733.6
Farm_02118,MKT014,35025.69
Farm_02119,MKT041,24448.1
Farm_02120,MKT017,43419.91
Farm_02121,MKT094,12479.76
Farm_02122,MKT008,34746.49
Farm_02123,MKT009,13379.99
Farm_02124,MKT093,7238.85
Farm_02125,MKT056,1250.78
Farm_02126,MKT047,39085.14
Farm_02127,MKT037,25442.22
Farm_02128,MKT037,15381.75
Farm_02129,MKT017,47849.35
Farm_02130,MKT097,11083.14
Farm_02131,MKT071,3895.74
Farm_02132,MKT095,17629.58
Farm_02133,MKT030,446.85
Farm_02134,MKT091,35480.63
Farm_02135,MKT018,11326.61
Farm_02136,MKT007,11864.26
Farm_02137,MKT057,28559.4
Farm_02138,MKT072,18696.49
Farm_02139,MKT001,24173.18
Farm_02140,MKT026,32441.96
Farm_02141,MKT016,19130.54
Farm_02142,MKT090,38545.63
Farm_02143,MKT079,8096.54
Farm_02144,MKT050,706.64
Farm_02145,MKT020,24322.95
Farm_02146,MKT059,24810.36
Farm_02147,MKT096,1149.92
Farm_02148,MKT067,6603.09
Farm_02149,MKT033,32483.4
Farm_02150,MKT069,40498.65
Farm_02151,MKT044,21177.66
Farm_02152,MKT024,31548.16
Farm_02153,MKT072,8207.68
Farm_02154,MKT051,46384.65
Farm_02155,MKT073,14785.3
Farm_02156,MKT013,26454.17
Farm_02157,MKT013,21747.53
Farm_02158,MKT036,1528.36
Farm_02159,MKT078,15937.9
Farm_02160,MKT024,26106.92
Farm_02161,MKT056,8110.6
Farm_02162,MKT069,10162.76
Farm_02163,MKT052,45402.65
Farm_02164,MKT047,17746.51
Farm_02165,MKT039,42020.05
Farm_02166,MKT041,19488.79
Farm_02167,MKT083,35409.44
Farm_02168,MKT024,35674.62
Farm_02169,MKT027,16011.95
Farm_02170,MKT082,11988.66
Farm_02171,MKT019,39314.19
Farm_02172,MKT081,3054.71
Farm_02173,MKT003,46443.28
Farm_02174,MKT011,13696.18
Farm_02175,MKT088,48020.8
Farm_02176,MKT050,47666.16
Farm_02177,MKT074,17109.32
Farm_02178,MKT026,43964.17
Farm_02179,MKT014,24483.46
Farm_02180,MKT078,11969.23
Farm_02181,MKT070,14274.94
Farm_02182,MKT094,10831.19
Farm_02183,MKT051,21194.95
Farm_02184,MKT084,31326.3
Farm_02185,MKT005,23338.58
Farm_02186,MKT082,48189.87
Farm_02187,MKT027,6949.46
Farm_02188,MKT009,3243.39
Farm_02189,MKT088,20063.16
Farm_02190,MKT054,493.24
Farm_02191,MKT016,3559.6
Farm_02192,MKT039,18903.27
Farm_02193,MKT062,44036.56
Farm_02194,MKT019,39004.24
Farm_02195,MKT045,3904.36
Farm_02196,MKT074,45970.68
Farm_02197,MKT093,3113.48
Farm_02198,MKT048,16772.13
Farm_02199,MKT003,7776.48
Farm_02200,MKT007,16561.69
Farm_02201,MKT014,40420.51
Farm_02202,MKT074,2385.96
Farm_02203,MKT019,9929.63
Farm_02204,MKT088,9470.83
Farm_02205,MKT020,13349.61
Farm_02206,MKT082,23036.51
Farm_02207,MKT065,8372.14
Farm_02208,MKT043,19533.51
Farm_02209,MKT094,9256.06
Farm_02210,MKT042,13060.13
Farm_02211,MKT002,11034.65
Farm_02212,MKT068,39511.98
Farm_02213,MKT071,14148.6
Farm_02214,MKT017,38213.42
Farm_02215,MKT067,42766.37
Farm_02216,MKT018,46660.59
Farm_02217,MKT084,34972.33
Farm_02218,MKT032,17209.13
Farm_02219,MKT006,18702.12
Farm_02220,MKT013,10791.07
Farm_02221,MKT067,17507.03
Farm_02222,MKT048,16938.94
Farm_02223,MKT052,24640.26
Farm_02224,MKT075,5674.52
Farm_02225,MKT008,29260.94
Farm_02226,MKT058,36931.11
Farm_02227,MKT050,25097.39
Farm_02228,MKT042,2869.75
Farm_02229,MKT055,3446.02
Farm_02230,MKT018,39327.03
Farm_02231,MKT089,7450.0
Farm_02232,MKT095,42897.88
Farm_02233,MKT017,1041.0
Farm_02234,MKT093,35513.59
Farm_02235,MKT094,749.06
Farm_02236,MKT072,49792.11
Farm_02237,MKT092,48146.26
Farm_02238,MKT023,465.1
Farm_02239,MKT053,44208.93
Farm_02240,MKT075,17746.75
Farm_02241,MKT033,38410.88
Farm_02242,MKT068,31397.09
Farm_02243,MKT048,24812.4
Farm_02244,MKT024,30183.2
Farm_02245,MKT059,37390.43
Farm_02246,MKT094,10078.17
Farm_02247,MKT078,7168.18
Farm_02248,MKT048,14051.59
Farm_02249,MKT005,48555.18
Farm_02250,MKT086,8021.83
Farm_02251,MKT033,11535.96
Farm_02252,MKT032,34355.36
Farm_02253,MKT090,36253.85
Farm_02254,MKT091,21860.85
Farm_02255,MKT029,43308.06
Farm_02256,MKT043,27892.13
Farm_02257,MKT088,28630.42
Farm_02258,MKT007,45472.4
Farm_02259,MKT075,43788.9
Farm_02260,MKT051,9117.43
Farm_02261,MKT020,7181.83
Farm_02262,MKT038,24040.04
Farm_02263,MKT096,19661.41
Farm_02264,MKT044,33655.08
Farm_02265,MKT042,29775.43
Farm_02266,MKT039,30127.58
Farm_02267,MKT098,27199.48
Farm_02268,MKT030,48976.66
Farm_02269,MKT066,2413.38
Farm_02270,MKT007,41842.55
Farm_02271,MKT015,18818.08
Farm_02272,MKT071,33015.45
Farm_02273,MKT058,7006.17
Farm_02274,MKT021,39619.12
Farm_02275,MKT009,20216.46
Farm_02276,MKT008,22161.87
Farm_02277,MKT072,18629.34
Farm_02278,MKT091,34290.21
Farm_02279,MKT060,42458.29
Farm_02280,MKT011,38966.25
Farm_02281,MKT075,1232.56
Farm_02282,MKT023,44450.92
Farm_02283,MKT040,34126.64
Farm_02284,MKT009,28519.43
Farm_02285,MKT030,45179.79
Farm_02286,MKT032,2141.41
Farm_02287,MKT012,17865.55
Farm_02288,MKT071,26535.82
Farm_02289,MKT039,6838.05
Farm_02290,MKT004,47948.69
Farm_02291,MKT044,17284.39
Farm_02292,MKT068,4850.84
Farm_02293,MKT043,38774.85
Farm_02294,MKT050,13795.25
Farm_02295,MKT062,25506.07
Farm_02296,MKT001,17164.86
Farm_02297,MKT059,14278.02
Farm_02298,MKT035,4032.95
Farm_02299,MKT024,31344.02
Farm_02300,MKT093,41449.02
Farm_02301,MKT075,17100.38
Farm_02302,MKT029,48200.1
Farm_02303,MKT047,23079.65
Farm_02304,MKT091,16791.82
Farm_02305,MKT033,32234.71
Farm_02306,MKT023,30794.98
Farm_02307,MKT084,10246.34
Farm_02308,MKT091,3745.19
Farm_02309,MKT039,41472.46
Farm_02310,MKT095,41620.16
Farm_02311,MKT039,41735.38
Farm_02312,MKT026,47503.88
Farm_02313,MKT031,18146.81
Farm_02314,MKT045,8830.57
Farm_02315,MKT006,32586.26
Farm_02316,MKT056,34615.13
Farm_02317,MKT040,29973.06
Farm_02318,MKT066,15055.57
Farm_02319,MKT012,29806.01
Farm_02320,MKT068,617.61
Farm_02321,MKT027,12634.41
Farm_02322,MKT099,8210.05
Farm_02323,MKT065,16030.67
Farm_02324,MKT075,35344.4
Farm_02325,MKT022,44788.48
Farm_02326,MKT039,32770.56
Farm_02327,MKT081,38272.67
Farm_02328,MKT029,45875.4
Farm_02329,MKT090,44322.28
Farm_02330,MKT006,14225.22
Farm_02331,MKT076,30333.21
Farm_02332,MKT023,1905.18
Farm_02333,MKT083,5141.22
Farm_02334,MKT035,42351.27
Farm_02335,MKT013,8817.94
Farm_02336,MKT028,2741.48
Farm_02337,MKT057,44665.43
Farm_02338,MKT046,16780.8
Farm_02339,MKT009,37291.63
Farm_02340,MKT074,35847.08
Farm_02341,MKT080,8194.02
Farm_02342,MKT017,34651.66
Farm_02343,MKT012,4266.22
Farm_02344,MKT051,5843.81
Farm_02345,MKT026,40003.21
Farm_02346,MKT070,5003.82
Farm_02347,MKT042,3056.52
Farm_02348,MKT037,34934.67
Farm_02349,MKT027,36386.85
Farm_02350,MKT003,49855.74
Farm_02351,MKT041,48088.07
Farm_02352,MKT038,46487.83
Farm_02353,MKT028,38315.39
Farm_02354,MKT057,7543.7
Farm_02355,MKT088,41858.64
Farm_02356,MKT047,5365.55
Farm_02357,MKT061,29944.48
Farm_02358,MKT017,3325.5
Farm_02359,MKT032,5279.64
Farm_02360,MKT007,1595.39
Farm_02361,MKT029,42981.01
Farm_02362,MKT082,23622.85
Farm_02363,MKT058,18139.99
Farm_02364,MKT066,38802.26
Farm_02365,MKT007,12328.7
Farm_02366,MKT064,22984.44
Farm_02367,MKT047,9646.86
Farm_02368,MKT006,28194.53
Farm_02369,MKT036,20592.64
Farm_02370,MKT078,5005.95
Farm_02371,MKT078,43476.44
Farm_02372,MKT020,25883.52
Farm_02373,MKT073,9340.12
Farm_02374,MKT002,39085.26
Farm_02375,MKT070,41982.33
Farm_02376,MKT029,36487.87
Farm_02377,MKT057,14704.36
Farm_02378,MKT093,30021.76
Farm_02379,MKT001,2488.7
Farm_02380,MKT068,33412.8
Farm_02381,MKT026,10683.27
Farm_02382,MKT079,11901.84
Farm_02383,MKT084,32530.25
Farm_02384,MKT042,25380.18
Farm_02385,MKT036,38255.15
Farm_02386,MKT035,12364.58
Farm_02387,MKT071,20400.99
Farm_02388,MKT089,37681.29
Farm_02389,MKT002,25790.02
Farm_02390,MKT008,23986.85
Farm_02391,MKT016,32454.58
Farm_02392,MKT036,15798.24
Farm_02393,MKT085,15890.64
Farm_02394,MKT092,38657.86
Farm_02395,MKT043,30853.54
Farm_02396,MKT008,32749.35
Farm_02397,MKT012,40695.0
Farm_02398,MKT039,36722.29
Farm_02399,MKT010,29429.15
Farm_02400,MKT061,8368.92
Farm_02401,MKT003,20190.27
Farm_02402,MKT002,19962.76
Farm_02403,MKT082,2318.47
Farm_02404,MKT062,29494.86
Farm_02405,MKT073,42827.87
Farm_02406,MKT050,37412.04
Farm_02407,MKT072,19402.56
Farm_02408,MKT043,37326.77
Farm_02409,MKT027,39882.35
Farm_02410,MKT099,6695.69
Farm_02411,MKT060,23856.05
Farm_02412,MKT090,40758.43
Farm_02413,MKT005,31852.85
Farm_02414,MKT064,20169.19
Farm_02415,MKT079,19497.2
Farm_02416,MKT100,27616.16
Farm_02417,MKT056,41632.18
Farm_02418,MKT027,1471.53
Farm_02419,MKT060,9316.64
Farm_02420,MKT013,41426.74
Farm_02421,MKT001,13685.7
Farm_02422,MKT071,29815.9
Farm_02423,MKT005,37686.26
Farm_02424,MKT072,38927.1
Farm_02425,MKT036,34877.16
Farm_02426,MKT091,38244.82
Farm_02427,MKT011,38628.51
Farm_02428,MKT003,47897.45
Farm_02429,MKT011,45429.91
Farm_02430,MKT063,39427.13
Farm_02431,MKT022,48756.59
Farm_02432,MKT049,33316.22
Farm_02433,MKT099,16868.18
Farm_02434,MKT074,34300.2
Farm_02435,MKT084,40950.95
Farm_02436,MKT092,24241.83
Farm_02437,MKT023,19083.8
Farm_02438,MKT011,5818.59
Farm_02439,MKT010,33245.71
Farm_02440,MKT073,28384.73
Farm_02441,MKT059,15989.28
Farm_02442,MKT012,20320.2
Farm_02443,MKT096,40034.46
Farm_02444,MKT060,2138.39
Farm_02445,MKT021,8184.2
Farm_02446,MKT020,35605.88
Farm_02447,MKT046,49317.96
Farm_02448,MKT009,11927.97
Farm_02449,MKT007,41337.98
Farm_02450,MKT069,34516.44
Farm_02451,MKT010,8205.81
Farm_02452,MKT057,26883.42
Farm_02453,MKT025,29805.2
Farm_02454,MKT057,23196.71
Farm_02455,MKT056,16606.02
Farm_02456,MKT007,10642.43
Farm_02457,MKT097,14157.18
Farm_02458,MKT083,2725.77
Farm_02459,MKT033,2199.08
Farm_02460,MKT091,40309.55
Farm_02461,MKT008,7191.6
Farm_02462,MKT034,16260.1
Farm_02463,MKT058,24381.29
Farm_02464,MKT017,30041.02
Farm_02465,MKT098,18178.56
Farm_02466,MKT058,29203.68
Farm_02467,MKT026,39598.78
Farm_02468,MKT100,24959.84
Farm_02469,MKT008,14089.36
Farm_02470,MKT031,31311.84
Farm_02471,MKT088,4742.29
Farm_02472,MKT016,8081.32
Farm_02473,MKT091,4843.16
Farm_02474,MKT002,16582.27
Farm_02475,MKT100,42187.33
Farm_02476,MKT007,44451.83
Farm_02477,MKT052,46496.4
Farm_02478,MKT078,15764.19
Farm_02479,MKT096,34422.0
Farm_02480,MKT017,38962.85
Farm_02481,MKT063,3818.2
Farm_02482,MKT028,31711.22
Farm_02483,MKT083,38127.62
Farm_02484,MKT085,1751.45
Farm_02485,MKT008,38424.17
Farm_02486,MKT071,21555.14
Farm_02487,MKT009,36998.0
Farm_02488,MKT051,45345.35
Farm_02489,MKT036,13499.29
Farm_02490,MKT021,4659.92
Farm_02491,MKT079,25386.9
Farm_02492,MKT040,29331.02
Farm_02493,MKT031,38437.32
Farm_02494,MKT082,16080.5
Farm_02495,MKT054,7643.07
Farm_02496,MKT013,26555.1
Farm_02497,MKT036,10506.53
Farm_02498,MKT047,27570.06
Farm_02499,MKT031,40328.14
Farm_02500,MKT025,44215.11
Farm_02501,MKT066,5332.98
Farm_02502,MKT023,29284.6
Farm_02503,MKT070,14010.72
Farm_02504,MKT025,43584.79
Farm_02505,MKT008,45457.88
Farm_02506,MKT096,7629.96
Farm_02507,MKT042,3291.77
Farm_02508,MKT086,30388.31
Farm_02509,MKT033,1502.64
Farm_02510,MKT094,32389.13
Farm_02511,MKT036,20429.0
Farm_02512,MKT009,20504.68
Farm_02513,MKT054,29162.71
Farm_02514,MKT073,16016.64
Farm_02515,MKT044,24489.12
Farm_02516,MKT085,5270.39
Farm_02517,MKT092,4755.88
Farm_02518,MKT027,6078.45
Farm_02519,MKT075,36152.83
Farm_02520,MKT049,45868.3
Farm_02521,MKT036,25310.6
Farm_02522,MKT055,46863.67
Farm_02523,MKT067,9728.62
Farm_02524,MKT015,20204.2
Farm_02525,MKT035,6404.22
Farm_02526,MKT081,30456.76
Farm_02527,MKT060,40228.83
Farm_02528,MKT043,5651.07
Farm_02529,MKT087,22976.08
Farm_02530,MKT055,7165.27
Farm_02531,MKT050,30553.94
Farm_02532,MKT042,19162.23
Farm_02533,MKT051,30410.99
Farm_02534,MKT052,34638.71
Farm_02535,MKT081,33438.71
Farm_02536,MKT052,40060.49
Farm_02537,MKT053,41752.68
Farm_02538,MKT092,46260.16
Farm_02539,MKT008,17513.66
Farm_02540,MKT099,2926.99
Farm_02541,MKT057,7541.84
Farm_02542,MKT023,48762.79
Farm_02543,MKT084,905.6
Farm_02544,MKT042,40828.34
Farm_02545,MKT064,16178.29
Farm_02546,MKT064,15124.87
Farm_02547,MKT025,28569.24
Farm_02548,MKT070,15653.19
Farm_02549,MKT005,19860.6
Farm_02550,MKT074,25954.73
Farm_02551,MKT004,26922.36
Farm_02552,MKT018,38256.81
Farm_02553,MKT023,23474.2
Farm_02554,MKT096,6912.81
Farm_02555,MKT067,42860.58
Farm_02556,MKT068,9254.17
Farm_02557,MKT020,30841.42
Farm_02558,MKT029,33925.84
Farm_02559,MKT010,18482.42
Farm_02560,MKT084,19726.99
Farm_02561,MKT066,1063.57
Farm_02562,MKT076,44303.19
Farm_02563,MKT067,30187.02
Farm_02564,MKT044,10187.28
Farm_02565,MKT085,9690.84
Farm_02566,MKT064,23943.81
Farm_02567,MKT019,45612.27
Farm_02568,MKT067,28271.76
Farm_02569,MKT027,12056.02
Farm_02570,MKT040,10957.27
Farm_02571,MKT012,17879.76
Farm_02572,MKT006,19383.24
Farm_02573,MKT099,6637.78
Farm_02574,MKT071,8098.95
Farm_02575,MKT100,38164.3
Farm_02576,MKT045,16379.11
Farm_02577,MKT039,43692.57
Farm_02578,MKT081,30403.94
Farm_02579,MKT082,25296.95
Farm_02580,MKT037,41186.79
Farm_02581,MKT013,46335.53
Farm_02582,MKT098,41705.9
Farm_02583,MKT043,33091.19
Farm_02584,MKT088,49517.1
Farm_02585,MKT086,20524.84
Farm_02586,MKT029,23996.9
Farm_02587,MKT100,44700.34
Farm_02588,MKT013,37039.51
Farm_02589,MKT070,5548.26
Farm_02590,MKT009,27950.46
Farm_02591,MKT090,14506.94
Farm_02592,MKT033,45035.7
Farm_02593,MKT069,6411.01
Farm_02594,MKT082,3157.77
Farm_02595,MKT027,11998.76
Farm_02596,MKT007,3333.04
Farm_02597,MKT003,43744.0
Farm_02598,MKT056,27131.06
Farm_02599,MKT049,9741.59
Farm_02600,MKT047,9556.13
Farm_02601,MKT080,20345.17
Farm_02602,MKT017,39615.69
Farm_02603,MKT001,2489.62
