farm_id,disease,severity
Farm_02450,Healthy,Medium
Farm_02451,Fall Armyworm,High
Farm_02452,Fall Armyworm,Medium
Farm_02453,Root Rot,High
Farm_02454,Rust,High
Farm_02455,Fall Armyworm,Low
Farm_02456,Fall Armyworm,High
Farm_02457,Root Rot,Low
Farm_02458,Healthy,High
Farm_02459,Rust,Low
Farm_02460,Fall Armyworm,High
Farm_02461,Fall Armyworm,Low
Farm_02462,Root Rot,Low
Farm_02463,Rust,High
Farm_02464,Root Rot,Medium
Farm_02465,Root Rot,Low
Farm_02466,Rust,Medium
Farm_02467,Healthy,High
Farm_02468,Healthy,Low
Farm_02469,Fall Armyworm,Medium
Farm_02470,Healthy,Low
Farm_02471,Leaf Blight,High
Farm_02472,Healthy,High
Farm_02473,Leaf Blight,High
Farm_02474,Healthy,Medium
Farm_02475,Root Rot,Medium
Farm_02476,Rust,High
Farm_02477,Rust,Medium
Farm_02478,Root Rot,High
Farm_02479,Root Rot,Low
Farm_02480,Healthy,High
Farm_02481,Rust,High
Farm_02482,Fall Armyworm,Medium
Farm_02483,Healthy,Low
Farm_02484,Root Rot,High
Farm_02485,Healthy,Medium
Farm_02486,Rust,Low
Farm_02487,Leaf Blight,Medium
Farm_02488,Root Rot,Low
Farm_02489,Leaf Blight,Low
Farm_02490,Leaf Blight,Medium
Farm_02491,Rust,High
Farm_02492,Leaf Blight,Medium
Farm_02493,Rust,High
Farm_02494,Rust,Medium
Farm_02495,Rust,Low
Farm_02496,Root Rot,High
Farm_02497,Rust,Low
Farm_02498,Fall Armyworm,Low
Farm_02499,Healthy,Medium
Farm_02500,Leaf Blight,Medium
Farm_02501,Leaf Blight,Medium
Farm_02502,Leaf Blight,High
Farm_02503,Fall Armyworm,Medium
Farm_02504,Fall Armyworm,Medium
Farm_02505,Fall Armyworm,High
Farm_02506,Root Rot,Medium
Farm_02507,Root Rot,Low
Farm_02508,Root Rot,Low
Farm_02509,Rust,Low
Farm_02510,Leaf Blight,Low
Farm_02511,Fall Armyworm,High
Farm_02512,Root Rot,Medium
Farm_02513,Fall Armyworm,Low
Farm_02514,Healthy,Low
Farm_02515,Fall Armyworm,Low
Farm_02516,Root Rot,Low
Farm_02517,Healthy,Medium
Farm_02518,Root Rot,Medium
Farm_02519,Root Rot,Medium
Farm_02520,Healthy,Low
Farm_02521,Healthy,Medium
Farm_02522,Root Rot,High
Farm_02523,Root Rot,Low
Farm_02524,Fall Armyworm,High
Farm_02525,Fall Armyworm,High
Farm_02526,Root Rot,High
Farm_02527,Root Rot,High
Farm_02528,Healthy,Low
Farm_02529,Fall Armyworm,Low
Farm_02530,Fall Armyworm,High
Farm_02531,Root Rot,High
Farm_02532,Healthy,Medium
Farm_02533,Leaf Blight,Low
Farm_02534,Rust,Medium
Farm_02535,Rust,Medium
Farm_02536,Root Rot,Medium
Farm_02537,Fall Armyworm,High
Farm_02538,Fall Armyworm,High
Farm_02539,Rust,Low
Farm_02540,Rust,Low
Farm_02541,Fall Armyworm,Low
Farm_02542,Rust,High
Farm_02543,Fall Armyworm,Medium
Farm_02544,Root Rot,Low
Farm_02545,Rust,Low
Farm_02546,Leaf Blight,Low
Farm_02547,Fall Armyworm,Low
Farm_02548,Rust,Medium
Farm_02549,Healthy,Medium
Farm_02550,Leaf Blight,High
Farm_02551,Healthy,High
Farm_02552,Fall Armyworm,Low
Farm_02553,Fall Armyworm,Low
Farm_02554,Root Rot,High
Farm_02555,Rust,High
Farm_02556,Leaf Blight,High
Farm_02557,Fall Armyworm,Low
Farm_02558,Leaf Blight,Medium
Farm_02559,Rust,Medium
Farm_02560,Leaf Blight,Low
Farm_02561,Root Rot,High
Farm_02562,Healthy,Medium
Farm_02563,Root Rot,Low
Farm_02564,Healthy,High
Farm_02565,Leaf Blight,Low
Farm_02566,Root Rot,Medium
Farm_02567,Root Rot,High
Farm_02568,Leaf Blight,Medium
Farm_02569,Fall Armyworm,Medium
Farm_02570,Root Rot,High
Farm_02571,Healthy,High
Farm_02572,Leaf Blight,Low
Farm_02573,Leaf Blight,Medium
Farm_02574,Healthy,High
Farm_02575,Leaf Blight,Medium
Farm_02576,Healthy,High
Farm_02577,Rust,Low
Farm_02578,Leaf Blight,Low
Farm_02579,Root Rot,Medium
Farm_02580,Fall Armyworm,Medium
Farm_02581,Root Rot,High
Farm_02582,Healthy,Low
Farm_02583,Fall Armyworm,High
Farm_02584,Rust,Medium
Farm_02585,Rust,Medium
Farm_02586,Rust,High
Farm_02587,Leaf Blight,Medium
Farm_02588,Leaf Blight,High
Farm_02589,Fall Armyworm,High
Farm_02590,Leaf Blight,Medium
Farm_02591,Rust,High
Farm_02592,Rust,Medium
Farm_02593,Fall Armyworm,Low
Farm_02594,Root Rot,High
Farm_02595,Root Rot,Medium
Farm_02596,Root Rot,Medium
Farm_02597,Fall Armyworm,High
Farm_02598,Leaf Blight,High
Farm_02599,Leaf Blight,Medium
Farm_02600,Leaf Blight,Medium
Farm_02601,Rust,High
Farm_02602,Root Rot,Medium
Farm_02603,Healthy,Low
Farm_02604,Rust,Medium
Farm_02605,Rust,Medium
Farm_02606,Fall Armyworm,Medium
Farm_02607,Rust,Low
Farm_02608,Leaf Blight,Low
Farm_02609,Leaf Blight,High
Farm_02610,Healthy,Low
Farm_02611,Root Rot,High
Farm_02612,Healthy,High
Farm_02613,Fall Armyworm,Medium
Farm_02614,Fall Armyworm,Low
Farm_02615,Fall Armyworm,Medium
Farm_02616,Healthy,High
Farm_02617,Leaf Blight,High
Farm_02618,Rust,Low
Farm_02619,Rust,Medium
Farm_02620,Rust,Medium
Farm_02621,Fall Armyworm,Medium
Farm_02622,Healthy,Low
Farm_02623,Leaf Blight,Low
Farm_02624,Leaf Blight,High
Farm_02625,Healthy,High
Farm_02626,Leaf Blight,High
Farm_02627,Healthy,Medium
Farm_02628,Fall Armyworm,High
Farm_02629,Fall Armyworm,Medium
Farm_02630,Root Rot,Medium
Farm_02631,Root Rot,High
Farm_02632,Healthy,Low
Farm_02633,Rust,High
Farm_02634,Rust,Low
Farm_02635,Rust,High
Farm_02636,Fall Armyworm,Medium
Farm_02637,Leaf Blight,Medium
Farm_02638,Root Rot,High
Farm_02639,Healthy,High
Farm_02640,Leaf Blight,Low
Farm_02641,Root Rot,High
Farm_02642,Root Rot,High
Farm_02643,Leaf Blight,Medium
Farm_02644,Root Rot,High
Farm_02645,Healthy,High
Farm_02646,Fall Armyworm,Medium
Farm_02647,Fall Armyworm,Medium
Farm_02648,Rust,High
Farm_02649,Root Rot,Low
Farm_02650,Root Rot,High
Farm_02651,Fall Armyworm,Low
Farm_02652,Healthy,Low
Farm_02653,Leaf Blight,Low
Farm_02654,Leaf Blight,High
Farm_02655,Leaf Blight,Low
Farm_02656,Healthy,Low
Farm_02657,Healthy,Medium
Farm_02658,Leaf Blight,High
Farm_02659,Healthy,Low
Farm_02660,Rust,Low
Farm_02661,Rust,Medium
Farm_02662,Healthy,Medium
Farm_02663,Leaf Blight,Low
Farm_02664,Rust,High
Farm_02665,Fall Armyworm,Medium
Farm_02666,Leaf Blight,High
Farm_02667,Leaf Blight,Low
Farm_02668,Healthy,Medium
Farm_02669,Healthy,Low
Farm_02670,Healthy,High
Farm_02671,Root Rot,High
Farm_02672,Leaf Blight,Low
Farm_02673,Healthy,High
Farm_02674,Healthy,High
Farm_02675,Healthy,Medium
Farm_02676,Root Rot,Medium
Farm_02677,Healthy,Medium
Farm_02678,Leaf Blight,High
Farm_02679,Rust,Medium
Farm_02680,Healthy,Medium
Farm_02681,Rust,Medium
Farm_02682,Fall Armyworm,Medium
Farm_02683,Healthy,High
Farm_02684,Fall Armyworm,Medium
Farm_02685,Root Rot,High
Farm_02686,Root Rot,Medium
Farm_02687,Fall Armyworm,Low
Farm_02688,Root Rot,Medium
Farm_02689,Fall Armyworm,Low
Farm_02690,Root Rot,Medium
Farm_02691,Fall Armyworm,Low
Farm_02692,Healthy,Medium
Farm_02693,Rust,High
Farm_02694,Fall Armyworm,Low
Farm_02695,Healthy,Medium
Farm_02696,Fall Armyworm,High
Farm_02697,Leaf Blight,Low
Farm_02698,Fall Armyworm,Low
Farm_02699,Leaf Blight,Medium
Farm_02700,Healthy,High
Farm_02701,Root Rot,High
Farm_02702,Leaf Blight,High
Farm_02703,Rust,Low
Farm_02704,Healthy,Low
Farm_02705,Root Rot,High
Farm_02706,Fall Armyworm,Medium
Farm_02707,Rust,High
Farm_02708,Healthy,Low
Farm_02709,Root Rot,High
Farm_02710,Fall Armyworm,Low
Farm_02711,Fall Armyworm,Medium
Farm_02712,Root Rot,Low
Farm_02713,Healthy,Medium
Farm_02714,Healthy,High
Farm_02715,Healthy,Medium
Farm_02716,Fall Armyworm,Low
Farm_02717,Healthy,Low
Farm_02718,Root Rot,High
Farm_02719,Fall Armyworm,Low
Farm_02720,Fall Armyworm,High
Farm_02721,Fall Armyworm,High
Farm_02722,Fall Armyworm,Low
Farm_02723,Root Rot,High
Farm_02724,Root Rot,High
Farm_02725,Rust,Low
Farm_02726,Leaf Blight,Medium
Farm_02727,Root Rot,Medium
Farm_02728,Leaf Blight,Low
Farm_02729,Rust,High
Farm_02730,Fall Armyworm,High
Farm_02731,Root Rot,High
Farm_02732,Fall Armyworm,Medium
Farm_02733,Healthy,Medium
Farm_02734,Root Rot,Low
Farm_02735,Rust,Low
Farm_02736,Fall Armyworm,Medium
Farm_02737,Leaf Blight,High
Farm_02738,Healthy,High
Farm_02739,Rust,Low
Farm_02740,Leaf Blight,High
Farm_02741,Healthy,Medium
Farm_02742,Leaf Blight,High
Farm_02743,Root Rot,High
Farm_02744,Leaf Blight,Low
Farm_02745,Leaf Blight,High
Farm_02746,Fall Armyworm,Medium
Farm_02747,Healthy,Low
Farm_02748,Healthy,Low
Farm_02749,Leaf Blight,Medium
Farm_02750,Healthy,High
Farm_02751,Root Rot,Medium
Farm_02752,Leaf Blight,Medium
Farm_02753,Root Rot,Medium
Farm_02754,Root Rot,Low
Farm_02755,Root Rot,Medium
Farm_02756,Leaf Blight,High
Farm_02757,Fall Armyworm,High
Farm_02758,Fall Armyworm,Low
Farm_02759,Fall Armyworm,High
Farm_02760,Rust,Medium
Farm_02761,Fall Armyworm,High
Farm_02762,Root Rot,Low
Farm_02763,Healthy,Low
Farm_02764,Healthy,Low
Farm_02765,Rust,Low
Farm_02766,Leaf Blight,High
Farm_02767,Leaf Blight,Low
Farm_02768,Leaf Blight,Medium
Farm_02769,Fall Armyworm,Medium
Farm_02770,Healthy,Low
Farm_02771,Root Rot,Low
Farm_02772,Root Rot,Low
Farm_02773,Healthy,Medium
Farm_02774,Fall Armyworm,High
Farm_02775,Root Rot,Medium
Farm_02776,Root Rot,Low
Farm_02777,Rust,Low
Farm_02778,Root Rot,High
Farm_02779,Root Rot,High
Farm_02780,Fall Armyworm,High
Farm_02781,Fall Armyworm,High
Farm_02782,Fall Armyworm,Medium
Farm_02783,Fall Armyworm,Low
Farm_02784,Healthy,High
Farm_02785,Healthy,Medium
Farm_02786,Fall Armyworm,Medium
Farm_02787,Fall Armyworm,Low
Farm_02788,Fall Armyworm,High
Farm_02789,Healthy,High
Farm_02790,Leaf Blight,Medium
Farm_02791,Leaf Blight,Low
Farm_02792,Root Rot,Medium
Farm_02793,Rust,Medium
Farm_02794,Fall Armyworm,Medium
Farm_02795,Healthy,Medium
Farm_02796,Root Rot,Medium
Farm_02797,Fall Armyworm,High
Farm_02798,Healthy,Medium
Farm_02799,Fall Armyworm,Low
Farm_02800,Fall Armyworm,Medium
Farm_02801,Root Rot,Low
Farm_02802,Leaf Blight,Medium
Farm_02803,Leaf Blight,High
Farm_02804,Rust,Low
Farm_02805,Leaf Blight,High
Farm_02806,Fall Armyworm,Medium
Farm_02807,Fall Armyworm,Medium
Farm_02808,Root Rot,Low
Farm_02809,Leaf Blight,Medium
Farm_02810,Rust,High
Farm_02811,Fall Armyworm,High
Farm_02812,Healthy,High
Farm_02813,Root Rot,High
Farm_02814,Fall Armyworm,Medium
Farm_02815,Root Rot,Medium
Farm_02816,Healthy,Low
Farm_02817,Root Rot,High
Farm_02818,Leaf Blight,Medium
Farm_02819,Fall Armyworm,High
Farm_02820,Rust,High
Farm_02821,Rust,High
Farm_02822,Root Rot,High
Farm_02823,Leaf Blight,Medium
Farm_02824,Fall Armyworm,Medium
Farm_02825,Rust,High
Farm_02826,Healthy,High
Farm_02827,Fall Armyworm,Low
Farm_02828,Rust,Low
Farm_02829,Fall Armyworm,Medium
Farm_02830,Root Rot,Low
Farm_02831,Rust,Medium
Farm_02832,Root Rot,Low
Farm_02833,Leaf Blight,Low
Farm_02834,Healthy,Medium
Farm_02835,Leaf Blight,Low
Farm_02836,Rust,Medium
Farm_02837,Fall Armyworm,Low
Farm_02838,Root Rot,Medium
Farm_02839,Healthy,Low
Farm_02840,Root Rot,Medium
Farm_02841,Rust,High
Farm_02842,Healthy,Low
Farm_02843,Leaf Blight,High
Farm_02844,Root Rot,Medium
Farm_02845,Root Rot,High
Farm_02846,Rust,Low
Farm_02847,Healthy,High
Farm_02848,Healthy,High
Farm_02849,Root Rot,Low
Farm_02850,Leaf Blight,Medium
Farm_02851,Fall Armyworm,Medium
Farm_02852,Leaf Blight,Medium
Farm_02853,Rust,Low
Farm_02854,Healthy,Low
Farm_02855,Fall Armyworm,Medium
Farm_02856,Fall Armyworm,Medium
Farm_02857,Fall Armyworm,Low
Farm_02858,Fall Armyworm,High
Farm_02859,Fall Armyworm,Medium
Farm_02860,Rust,Low
Farm_02861,Fall Armyworm,High
Farm_02862,Fall Armyworm,Low
Farm_02863,Rust,High
Farm_02864,Rust,Medium
Farm_02865,Healthy,Medium
Farm_02866,Root Rot,Low
Farm_02867,Root Rot,High
Farm_02868,Healthy,Medium
Farm_02869,Leaf Blight,Medium
Farm_02870,Rust,Medium
Farm_02871,Root Rot,Medium
Farm_02872,Healthy,Medium
Farm_02873,Root Rot,Medium
Farm_02874,Root Rot,High
Farm_02875,Leaf Blight,High
Farm_02876,Rust,Low
Farm_02877,Rust,Low
Farm_02878,Rust,High
Farm_02879,Rust,Medium
Farm_02880,Fall Armyworm,Medium
Farm_02881,Leaf Blight,Medium
Farm_02882,Rust,High
Farm_02883,Root Rot,Medium
Farm_02884,Root Rot,High
Farm_02885,Rust,Low
Farm_02886,Rust,High
Farm_02887,Root Rot,High
Farm_02888,Root Rot,High
Farm_02889,Fall Armyworm,Medium
Farm_02890,Leaf Blight,Medium
Farm_02891,Fall Armyworm,High
Farm_02892,Root Rot,High
Farm_02893,Fall Armyworm,Medium
Farm_02894,Fall Armyworm,High
Farm_02895,Rust,Low
Farm_02896,Fall Armyworm,Medium
Farm_02897,Root Rot,High
Farm_02898,Root Rot,Low
Farm_02899,Leaf Blight,Medium
Farm_02900,Fall Armyworm,Low
Farm_02901,Rust,High
Farm_02902,Leaf Blight,Medium
Farm_02903,Rust,Medium
Farm_02904,Leaf Blight,High
Farm_02905,Fall Armyworm,Medium
Farm_02906,Root Rot,Low
Farm_02907,Leaf Blight,Low
Farm_02908,Healthy,High
Farm_02909,Leaf Blight,Low
Farm_02910,Root Rot,Low
Farm_02911,Leaf Blight,Low
Farm_02912,Leaf Blight,High
Farm_02913,Rust,High
Farm_02914,Healthy,High
Farm_02915,Healthy,High
Farm_02916,Healthy,Medium
Farm_02917,Root Rot,High
Farm_02918,Leaf Blight,Low
Farm_02919,Leaf Blight,High
Farm_02920,Root Rot,Low
Farm_02921,Root Rot,Low
Farm_02922,Rust,High
Farm_02923,Fall Armyworm,Low
Farm_02924,Rust,High
Farm_02925,Fall Armyworm,Low
Farm_02926,Root Rot,High
Farm_02927,Healthy,Low
Farm_02928,Healthy,Medium
Farm_02929,Healthy,High
Farm_02930,Leaf Blight,High
Farm_02931,Leaf Blight,Low
Farm_02932,Root Rot,Medium
Farm_02933,Healthy,Low
Farm_02934,Fall Armyworm,High
Farm_02935,Fall Armyworm,Medium
Farm_02936,Leaf Blight,Medium
Farm_02937,Leaf Blight,Low
Farm_02938,Root Rot,Medium
Farm_02939,Rust,High
Farm_02940,Leaf Blight,Medium
Farm_02941,Leaf Blight,High
Farm_02942,Root Rot,Low
Farm_02943,Healthy,Medium
Farm_02944,Fall Armyworm,Medium
Farm_02945,Leaf Blight,Medium
Farm_02946,Healthy,High
Farm_02947,Leaf Blight,Medium
Farm_02948,Fall Armyworm,Medium
Farm_02949,Fall Armyworm,Low
Farm_02950,Leaf Blight,Low
Farm_02951,Rust,Medium
Farm_02952,Fall Armyworm,Low
Farm_02953,Root Rot,Low
Farm_02954,Root Rot,Medium
Farm_02955,Rust,Low
Farm_02956,Root Rot,High
Farm_02957,Healthy,Low
Farm_02958,Leaf Blight,Medium
Farm_02959,Root Rot,Medium
Farm_02960,Fall Armyworm,High
Farm_02961,Fall Armyworm,Low
Farm_02962,Fall Armyworm,Low
Farm_02963,Rust,Low
Farm_02964,Leaf Blight,Medium
Farm_02965,Healthy,Medium
Farm_02966,Healthy,High
Farm_02967,Root Rot,Medium
Farm_02968,Healthy,Medium
Farm_02969,Healthy,Low
Farm_02970,Healthy,High
Farm_02971,Root Rot,Medium
Farm_02972,Leaf Blight,Medium
Farm_02973,Rust,Low
Farm_02974,Leaf Blight,Medium
Farm_02975,Leaf Blight,Low
Farm_02976,Fall Armyworm,High
Farm_02977,Healthy,Low
Farm_02978,Root Rot,Medium
Farm_02979,Leaf Blight,Low
Farm_02980,Root Rot,High
Farm_02981,Fall Armyworm,High
Farm_02982,Rust,Medium
Farm_02983,Healthy,Low
Farm_02984,Rust,Medium
Farm_02985,Fall Armyworm,Low
Farm_02986,Rust,High
Farm_02987,Root Rot,Medium
Farm_02988,Root Rot,Medium
Farm_02989,Root Rot,High
Farm_02990,Rust,High
Farm_02991,Leaf Blight,High
Farm_02992,Healthy,High
Farm_02993,Rust,Low
Farm_02994,Leaf Blight,High
Farm_02995,Rust,Medium
Farm_02996,Root Rot,Low
Farm_02997,Root Rot,High
Farm_02998,Healthy,Medium
Farm_02999,Healthy,High
Farm_03000,Rust,High
Farm_03001,Rust,Low
Farm_03002,Leaf Blight,Medium
Farm_03003,Leaf Blight,Low
Farm_03004,Healthy,High
Farm_03005,Leaf Blight,Medium
Farm_03006,Healthy,Medium
Farm_03007,Healthy,Low
Farm_03008,Rust,Low
Farm_03009,Leaf Blight,Medium
Farm_03010,Rust,Medium
Farm_03011,Fall Armyworm,Medium
Farm_03012,Healthy,Medium
Farm_03013,Leaf Blight,High
Farm_03014,Rust,Low
Farm_03015,Fall Armyworm,Low
Farm_03016,Fall Armyworm,Medium
Farm_03017,Root Rot,Low
Farm_03018,Root Rot,Medium
Farm_03019,Root Rot,Low
Farm_03020,Fall Armyworm,High
Farm_03021,Leaf Blight,Medium
Farm_03022,Leaf Blight,High
Farm_03023,Fall Armyworm,High
Farm_03024,Healthy,Low
Farm_03025,Rust,High
Farm_03026,Fall Armyworm,Low
Farm_03027,Healthy,Medium
Farm_03028,Rust,High
Farm_03029,Leaf Blight,Medium
Farm_03030,Rust,Medium
Farm_03031,Leaf Blight,Medium
Farm_03032,Healthy,Medium
Farm_03033,Leaf Blight,High
Farm_03034,Healthy,Medium
Farm_03035,Rust,Low
Farm_03036,Leaf Blight,High
Farm_03037,Leaf Blight,High
Farm_03038,Fall Armyworm,High
Farm_03039,Leaf Blight,Low
Farm_03040,Rust,Low
Farm_03041,Healthy,High
Farm_03042,Leaf Blight,Medium
Farm_03043,Rust,Low
Farm_03044,Leaf Blight,Low
Farm_03045,Fall Armyworm,Medium
Farm_03046,Rust,Low
Farm_03047,Healthy,Low
Farm_03048,Root Rot,Low
Farm_03049,Leaf Blight,High
Farm_03050,Leaf Blight,Low
Farm_03051,Leaf Blight,High
Farm_03052,Healthy,High
Farm_03053,Leaf Blight,High
Farm_03054,Rust,Medium
Farm_03055,Root Rot,High
Farm_03056,Fall Armyworm,High
Farm_03057,Fall Armyworm,High
Farm_03058,Leaf Blight,High
Farm_03059,Fall Armyworm,High
Farm_03060,Healthy,High
Farm_03061,Rust,Medium
Farm_03062,Fall Armyworm,Low
Farm_03063,Fall Armyworm,High
Farm_03064,Root Rot,Medium
Farm_03065,Leaf Blight,Low
Farm_03066,Leaf Blight,High
Farm_03067,Root Rot,High
Farm_03068,Root Rot,Low
Farm_03069,Rust,Medium
Farm_03070,Rust,Low
Farm_03071,Rust,Low
Farm_03072,Leaf Blight,Low
Farm_03073,Healthy,High
Farm_03074,Healthy,High
Farm_03075,Fall Armyworm,High
Farm_03076,Healthy,Low
Farm_03077,Healthy,High
Farm_03078,Leaf Blight,Low
Farm_03079,Healthy,High
Farm_03080,Root Rot,High
Farm_03081,Fall Armyworm,High
Farm_03082,Fall Armyworm,Medium
Farm_03083,Leaf Blight,Low
Farm_03084,Root Rot,Low
Farm_03085,Healthy,High
Farm_03086,Leaf Blight,Low
Farm_03087,Healthy,High
Farm_03088,Rust,Low
Farm_03089,Leaf Blight,Low
Farm_03090,Fall Armyworm,Low
Farm_03091,Fall Armyworm,Low
Farm_03092,Leaf Blight,Medium
Farm_03093,Leaf Blight,High
Farm_03094,Root Rot,Low
Farm_03095,Root Rot,Low
Farm_03096,Healthy,Medium
Farm_03097,Root Rot,Low
Farm_03098,Healthy,Low
Farm_03099,Rust,High
Farm_03100,Rust,Medium
Farm_03101,Fall Armyworm,Medium
Farm_03102,Fall Armyworm,Low
Farm_03103,Fall Armyworm,Medium
Farm_03104,Rust,Medium
Farm_03105,Leaf Blight,Medium
Farm_03106,Fall Armyworm,Low
Farm_03107,Leaf Blight,High
Farm_03108,Fall Armyworm,Medium
Farm_03109,Rust,Medium
Farm_03110,Fall Armyworm,Low
Farm_03111,Fall Armyworm,Low
Farm_03112,Rust,Low
Farm_03113,Leaf Blight,Medium
Farm_03114,Leaf Blight,Low
Farm_03115,Rust,High
Farm_03116,Rust,Low
Farm_03117,Leaf Blight,Medium
Farm_03118,Fall Armyworm,High
Farm_03119,Rust,High
Farm_03120,Rust,Low
Farm_03121,Healthy,Medium
Farm_03122,Leaf Blight,Low
Farm_03123,Leaf Blight,High
Farm_03124,Fall Armyworm,Medium
Farm_03125,Healthy,High
Farm_03126,Healthy,High
Farm_03127,Fall Armyworm,Low
Farm_03128,Rust,High
Farm_03129,Rust,High
Farm_03130,Leaf Blight,High
Farm_03131,Fall Armyworm,High
Farm_03132,Root Rot,Low
Farm_03133,Leaf Blight,Medium
Farm_03134,Healthy,High
Farm_03135,Leaf Blight,High
Farm_03136,Root Rot,Low
Farm_03137,Leaf Blight,High
Farm_03138,Root Rot,High
Farm_03139,Fall Armyworm,Medium
Farm_03140,Rust,High
Farm_03141,Root Rot,Medium
Farm_03142,Leaf Blight,Low
Farm_03143,Leaf Blight,Medium
Farm_03144,Fall Armyworm,High
Farm_03145,Root Rot,Low
Farm_03146,Healthy,Medium
Farm_03147,Root Rot,High
Farm_03148,Leaf Blight,High
Farm_03149,Root Rot,Low
Farm_03150,Leaf Blight,Low
Farm_03151,Fall Armyworm,High
Farm_03152,Healthy,Medium
Farm_03153,Fall Armyworm,Medium
Farm_03154,Rust,Low
Farm_03155,Healthy,Low
Farm_03156,Healthy,Medium
Farm_03157,Leaf Blight,Low
Farm_03158,Leaf Blight,Medium
Farm_03159,Root Rot,High
Farm_03160,Root Rot,Low
Farm_03161,Rust,Low
Farm_03162,Rust,Low
Farm_03163,Root Rot,Medium
Farm_03164,Fall Armyworm,Medium
Farm_03165,Leaf Blight,Low
Farm_03166,Rust,Medium
Farm_03167,Leaf Blight,Low
Farm_03168,Rust,Low
Farm_03169,Rust,Low
Farm_03170,Rust,Medium
Farm_03171,Rust,Low
Farm_03172,Fall Armyworm,Low
Farm_03173,Rust,Low
Farm_03174,Root Rot,Low
Farm_03175,Leaf Blight,High
Farm_03176,Fall Armyworm,Low
Farm_03177,Healthy,Medium
Farm_03178,Leaf Blight,Medium
Farm_03179,Leaf Blight,High
Farm_03180,Rust,Low
Farm_03181,Fall Armyworm,Medium
Farm_03182,Rust,High
Farm_03183,Healthy,Medium
Farm_03184,Leaf Blight,Medium
Farm_03185,Fall Armyworm,Low
Farm_03186,Fall Armyworm,Medium
Farm_03187,Rust,Low
Farm_03188,Healthy,High
Farm_03189,Rust,Medium
Farm_03190,Fall Armyworm,High
Farm_03191,Healthy,Medium
Farm_03192,Root Rot,High
Farm_03193,Fall Armyworm,Medium
Farm_03194,Fall Armyworm,Low
Farm_03195,Leaf Blight,High
Farm_03196,Fall Armyworm,High
Farm_03197,Healthy,High
Farm_03198,Leaf Blight,Low
Farm_03199,Fall Armyworm,High
Farm_03200,Fall Armyworm,Low
Farm_03201,Rust,High
Farm_03202,Leaf Blight,Low
Farm_03203,Leaf Blight,High
Farm_03204,Leaf Blight,Medium
Farm_03205,Rust,Medium
Farm_03206,Rust,Medium
Farm_03207,Leaf Blight,Medium
Farm_03208,Root Rot,Low
Farm_03209,Fall Armyworm,Medium
Farm_03210,Leaf Blight,High
Farm_03211,Rust,Low
Farm_03212,Rust,High
Farm_03213,Fall Armyworm,Low
Farm_03214,Healthy,Medium
Farm_03215,Rust,High
Farm_03216,Rust,Medium
Farm_03217,Rust,Low
Farm_03218,Fall Armyworm,High
Farm_03219,Root Rot,Low
Farm_03220,Healthy,High
Farm_03221,Rust,Low
Farm_03222,Healthy,Medium
Farm_03223,Leaf Blight,Low
Farm_03224,Healthy,Medium
Farm_03225,Leaf Blight,Medium
Farm_03226,Rust,Medium
Farm_03227,Root Rot,Medium
Farm_03228,Root Rot,High
Farm_03229,Leaf Blight,Low
Farm_03230,Root Rot,High
Farm_03231,Healthy,High
Farm_03232,Healthy,High
Farm_03233,Leaf Blight,Medium
Farm_03234,Rust,Low
Farm_03235,Fall Armyworm,High
Farm_03236,Rust,High
Farm_03237,Leaf Blight,High
Farm_03238,Rust,High
Farm_03239,Leaf Blight,High
Farm_03240,Rust,Low
Farm_03241,Rust,High
Farm_03242,Fall Armyworm,Medium
Farm_03243,Root Rot,High
Farm_03244,Leaf Blight,Low
Farm_03245,Healthy,High
Farm_03246,Fall Armyworm,Medium
Farm_03247,Root Rot,Low
Farm_03248,Healthy,High
Farm_03249,Root Rot,Low
Farm_03250,Rust,High
Farm_03251,Leaf Blight,Medium
Farm_03252,Root Rot,Low
Farm_03253,Leaf Blight,High
Farm_03254,Healthy,Low
Farm_03255,Fall Armyworm,Medium
Farm_03256,Healthy,Low
Farm_03257,Root Rot,Low
Farm_03258,Leaf Blight,Low
Farm_03259,Fall Armyworm,Low
Farm_03260,Rust,Low
Farm_03261,Root Rot,High
Farm_03262,Fall Armyworm,Low
Farm_03263,Leaf Blight,Low
Farm_03264,Fall Armyworm,Medium
Farm_03265,Healthy,High
Farm_03266,Rust,Low
Farm_03267,Rust,Medium
Farm_03268,Fall Armyworm,High
Farm_03269,Healthy,Low
Farm_03270,Healthy,High
Farm_03271,Fall Armyworm,Medium
Farm_03272,Root Rot,Medium
Farm_03273,Fall Armyworm,Medium
Farm_03274,Root Rot,Low
Farm_03275,Root Rot,Medium
Farm_03276,Rust,Low
Farm_03277,Fall Armyworm,Low
Farm_03278,Root Rot,Low
Farm_03279,Healthy,High
Farm_03280,Rust,Medium
Farm_03281,Root Rot,High
Farm_03282,Fall Armyworm,High
Farm_03283,Rust,Low
Farm_03284,Fall Armyworm,High
Farm_03285,Healthy,Medium
Farm_03286,Healthy,High
Farm_03287,Rust,Low
Farm_03288,Rust,Low
Farm_03289,Root Rot,Medium
Farm_03290,Fall Armyworm,Medium
Farm_03291,Fall Armyworm,High
Farm_03292,Rust,High
Farm_03293,Rust,Low
Farm_03294,Fall Armyworm,Medium
Farm_03295,Root Rot,Low
Farm_03296,Fall Armyworm,Medium
Farm_03297,Leaf Blight,Low
