farm_id,season,crop,yield_tons
Farm_02582,2026,Maize,9.52
Farm_02583,2026,Yam,9.42
Farm_02584,2025,Rice,23.83
Farm_02585,2024,Millet,11.45
Farm_02586,2024,Rice,8.55
Farm_02587,2024,Maize,64.08
Farm_02588,2025,Cassava,31.82
Farm_02589,2024,Millet,46.88
Farm_02590,2024,Rice,73.97
Farm_02591,2024,Millet,64.85
Farm_02592,2026,Soybean,77.8
Farm_02593,2025,Cassava,64.89
Farm_02594,2026,Soybean,2.01
Farm_02595,2024,Rice,3.86
Farm_02596,2025,Rice,18.88
Farm_02597,2024,Soybean,56.65
Farm_02598,2025,Rice,44.75
Farm_02599,2025,Tomato,25.18
Farm_02600,2024,Yam,59.83
Farm_02601,2026,Yam,23.29
Farm_02602,2025,Yam,69.85
Farm_02603,2024,Yam,71.36
Farm_02604,2026,Soybean,28.09
Farm_02605,2025,Soybean,4.69
Farm_02606,2024,Sorghum,78.64
Farm_02607,2024,Yam,56.7
Farm_02608,2025,Maize,6.2
Farm_02609,2024,Soybean,27.13
Farm_02610,2024,Rice,12.28
Farm_02611,2025,Yam,47.2
Farm_02612,2025,Rice,36.97
Farm_02613,2024,Yam,31.95
Farm_02614,2026,Tomato,23.79
Farm_02615,2024,Rice,43.46
Farm_02616,2025,Maize,79.85
Farm_02617,2024,Tomato,15.81
Farm_02618,2025,Rice,62.21
Farm_02619,2025,Soybean,4.69
Farm_02620,2025,Tomato,32.97
Farm_02621,2025,Sorghum,73.4
Farm_02622,2026,Tomato,33.12
Farm_02623,2025,Rice,64.38
Farm_02624,2024,Soybean,31.47
Farm_02625,2025,Rice,61.24
Farm_02626,2026,Cassava,15.06
Farm_02627,2026,Millet,78.48
Farm_02628,2024,Millet,59.04
Farm_02629,2025,Maize,39.3
Farm_02630,2026,Tomato,2.35
Farm_02631,2026,Rice,31.13
Farm_02632,2024,Millet,1.48
Farm_02633,2024,Sorghum,76.32
Farm_02634,2025,Maize,22.36
Farm_02635,2025,Tomato,54.38
Farm_02636,2024,Sorghum,34.57
Farm_02637,2025,Yam,26.22
Farm_02638,2025,Soybean,19.96
Farm_02639,2025,Soybean,72.99
Farm_02640,2026,Sorghum,26.51
Farm_02641,2026,Cassava,14.1
Farm_02642,2024,Yam,29.55
Farm_02643,2025,Tomato,7.21
Farm_02644,2026,Soybean,12.72
Farm_02645,2025,Tomato,57.93
Farm_02646,2024,Soybean,17.38
Farm_02647,2025,Yam,49.04
Farm_02648,2026,Soybean,2.93
Farm_02649,2024,Rice,23.64
Farm_02650,2024,Soybean,6.8
Farm_02651,2025,Millet,45.37
Farm_02652,2024,Rice,41.27
Farm_02653,2025,Sorghum,50.29
Farm_02654,2024,Maize,8.61
Farm_02655,2026,Millet,79.99
Farm_02656,2026,Rice,33.97
Farm_02657,2024,Tomato,75.18
Farm_02658,2024,Maize,54.72
Farm_02659,2025,Cassava,16.18
Farm_02660,2025,Rice,24.81
Farm_02661,2025,Tomato,69.79
Farm_02662,2025,Tomato,26.55
Farm_02663,2025,Maize,67.11
Farm_02664,2025,Maize,2.46
Farm_02665,2025,Cassava,75.88
Farm_02666,2024,Yam,9.31
Farm_02667,2025,Cassava,10.84
Farm_02668,2025,Rice,55.83
Farm_02669,2025,Tomato,23.3
Farm_02670,2026,Maize,55.36
Farm_02671,2024,Sorghum,43.85
Farm_02672,2026,Rice,54.91
Farm_02673,2025,Soybean,58.36
Farm_02674,2025,Maize,44.0
Farm_02675,2024,Yam,26.26
Farm_02676,2024,Tomato,63.02
Farm_02677,2025,Millet,37.94
Farm_02678,2025,Tomato,60.22
Farm_02679,2025,Millet,17.66
Farm_02680,2024,Tomato,51.37
Farm_02681,2024,Soybean,49.6
Farm_02682,2026,Millet,6.21
Farm_02683,2025,Soybean,33.97
Farm_02684,2026,Maize,57.42
Farm_02685,2025,Maize,70.75
Farm_02686,2025,Tomato,44.31
Farm_02687,2025,Sorghum,41.15
Farm_02688,2025,Soybean,37.73
Farm_02689,2025,Soybean,71.08
Farm_02690,2025,Sorghum,77.31
Farm_02691,2024,Millet,64.5
Farm_02692,2025,Maize,46.06
Farm_02693,2024,Tomato,27.17
Farm_02694,2025,Maize,4.04
Farm_02695,2026,Sorghum,55.93
Farm_02696,2024,Tomato,54.66
Farm_02697,2025,Cassava,14.43
Farm_02698,2025,Yam,1.37
Farm_02699,2025,Rice,63.86
Farm_02700,2024,Cassava,26.56
Farm_02701,2024,Sorghum,41.81
Farm_02702,2025,Yam,47.65
Farm_02703,2026,Yam,28.14
Farm_02704,2024,Rice,25.77
Farm_02705,2026,Yam,66.45
Farm_02706,2025,Rice,9.31
Farm_02707,2026,Tomato,49.21
Farm_02708,2026,Soybean,64.22
Farm_02709,2025,Maize,57.27
Farm_02710,2025,Cassava,3.46
Farm_02711,2026,Yam,3.87
Farm_02712,2024,Yam,41.84
Farm_02713,2025,Millet,43.68
Farm_02714,2025,Soybean,62.4
Farm_02715,2024,Soybean,50.75
Farm_02716,2024,Yam,56.3
Farm_02717,2025,Rice,31.36
Farm_02718,2026,Soybean,50.77
Farm_02719,2026,Millet,42.82
Farm_02720,2024,Rice,35.88
Farm_02721,2025,Cassava,40.58
Farm_02722,2026,Yam,46.83
Farm_02723,2025,Yam,57.44
Farm_02724,2026,Sorghum,29.49
Farm_02725,2025,Soybean,70.95
Farm_02726,2024,Millet,50.38
Farm_02727,2025,Cassava,32.52
Farm_02728,2026,Cassava,27.69
Farm_02729,2024,Millet,71.84
Farm_02730,2024,Maize,16.81
Farm_02731,2025,Millet,51.75
Farm_02732,2024,Cassava,46.45
Farm_02733,2026,Tomato,21.48
Farm_02734,2025,Tomato,67.96
Farm_02735,2025,Cassava,16.7
Farm_02736,2024,Cassava,65.3
Farm_02737,2024,Maize,56.57
Farm_02738,2025,Yam,70.49
Farm_02739,2025,Rice,62.06
Farm_02740,2025,Sorghum,58.37
Farm_02741,2025,Soybean,46.73
Farm_02742,2026,Millet,45.42
Farm_02743,2024,Millet,54.76
Farm_02744,2025,Maize,2.93
Farm_02745,2026,Maize,15.6
Farm_02746,2025,Rice,8.7
Farm_02747,2024,Soybean,46.14
Farm_02748,2025,Sorghum,61.32
Farm_02749,2026,Maize,76.29
Farm_02750,2024,Soybean,60.27
Farm_02751,2025,Tomato,61.59
Farm_02752,2024,Tomato,42.02
Farm_02753,2025,Soybean,55.8
Farm_02754,2026,Rice,69.43
Farm_02755,2025,Cassava,8.25
Farm_02756,2026,Rice,79.33
Farm_02757,2026,Millet,66.04
Farm_02758,2026,Soybean,9.83
Farm_02759,2025,Millet,75.47
Farm_02760,2026,Soybean,23.64
Farm_02761,2024,Tomato,30.31
Farm_02762,2024,Millet,79.36
Farm_02763,2025,Rice,40.36
Farm_02764,2025,Yam,2.16
Farm_02765,2025,Millet,6.22
Farm_02766,2025,Cassava,68.09
Farm_02767,2024,Tomato,9.6
Farm_02768,2024,Maize,52.52
Farm_02769,2024,Cassava,44.32
Farm_02770,2026,Cassava,8.16
Farm_02771,2024,Soybean,15.73
Farm_02772,2024,Maize,29.99
Farm_02773,2024,Soybean,18.97
Farm_02774,2024,Cassava,7.58
Farm_02775,2026,Cassava,77.38
Farm_02776,2025,Sorghum,65.01
Farm_02777,2025,Yam,60.2
Farm_02778,2026,Yam,43.5
Farm_02779,2026,Soybean,39.22
Farm_02780,2025,Maize,31.1
Farm_02781,2025,Soybean,79.91
Farm_02782,2024,Tomato,32.47
Farm_02783,2024,Millet,29.35
Farm_02784,2026,Millet,78.9
Farm_02785,2025,Soybean,26.09
Farm_02786,2026,Tomato,31.53
Farm_02787,2026,Rice,77.15
Farm_02788,2025,Yam,30.44
Farm_02789,2024,Cassava,8.12
Farm_02790,2025,Yam,22.62
Farm_02791,2025,Rice,10.28
Farm_02792,2026,Cassava,76.34
Farm_02793,2026,Sorghum,12.85
Farm_02794,2025,Yam,57.54
Farm_02795,2026,Soybean,27.36
Farm_02796,2024,Rice,49.5
Farm_02797,2025,Tomato,27.19
Farm_02798,2026,Tomato,44.72
Farm_02799,2024,Millet,74.23
Farm_02800,2025,Yam,24.53
Farm_02801,2025,Tomato,49.7
Farm_02802,2025,Tomato,15.02
Farm_02803,2026,Soybean,74.06
Farm_02804,2025,Yam,14.61
Farm_02805,2025,Millet,49.91
Farm_02806,2024,Sorghum,3.0
Farm_02807,2026,Yam,24.61
Farm_02808,2025,Soybean,10.4
Farm_02809,2024,Rice,4.35
Farm_02810,2025,Maize,78.39
Farm_02811,2025,Yam,1.07
Farm_02812,2026,Millet,30.64
Farm_02813,2024,Yam,58.09
Farm_02814,2024,Rice,43.12
Farm_02815,2026,Yam,51.59
Farm_02816,2024,Sorghum,50.1
Farm_02817,2025,Sorghum,64.11
Farm_02818,2026,Rice,61.23
Farm_02819,2026,Maize,39.92
Farm_02820,2024,Tomato,70.02
Farm_02821,2024,Sorghum,26.4
Farm_02822,2026,Soybean,73.67
Farm_02823,2026,Cassava,64.67
Farm_02824,2025,Millet,27.82
Farm_02825,2024,Maize,19.71
Farm_02826,2024,Sorghum,14.28
Farm_02827,2026,Cassava,51.59
Farm_02828,2024,Sorghum,61.56
Farm_02829,2026,Maize,42.38
Farm_02830,2024,Tomato,12.79
Farm_02831,2026,Tomato,18.87
Farm_02832,2026,Sorghum,65.81
Farm_02833,2024,Rice,25.56
Farm_02834,2024,Tomato,66.46
Farm_02835,2026,Sorghum,6.97
Farm_02836,2025,Maize,37.92
Farm_02837,2025,Soybean,17.53
Farm_02838,2025,Rice,31.75
Farm_02839,2024,Rice,50.33
Farm_02840,2026,Millet,58.14
Farm_02841,2025,Maize,58.61
Farm_02842,2024,Tomato,35.42
Farm_02843,2025,Maize,7.3
Farm_02844,2025,Cassava,68.76
Farm_02845,2024,Rice,39.3
Farm_02846,2024,Millet,56.59
Farm_02847,2025,Rice,69.56
Farm_02848,2026,Yam,35.13
Farm_02849,2025,Yam,63.77
Farm_02850,2024,Rice,67.65
Farm_02851,2024,Maize,43.4
Farm_02852,2026,Yam,33.35
Farm_02853,2025,Yam,59.47
Farm_02854,2025,Maize,36.92
Farm_02855,2024,Rice,30.14
Farm_02856,2025,Soybean,1.19
Farm_02857,2025,Maize,19.31
Farm_02858,2024,Millet,1.05
Farm_02859,2025,Cassava,54.32
Farm_02860,2025,Tomato,28.87
Farm_02861,2024,Sorghum,27.6
Farm_02862,2024,Cassava,38.21
Farm_02863,2024,Cassava,43.39
Farm_02864,2025,Tomato,33.63
Farm_02865,2024,Soybean,56.55
Farm_02866,2025,Maize,4.86
Farm_02867,2025,Maize,49.64
Farm_02868,2025,Soybean,50.27
Farm_02869,2024,Yam,33.31
Farm_02870,2026,Cassava,9.15
Farm_02871,2025,Maize,24.84
Farm_02872,2026,Sorghum,46.21
Farm_02873,2026,Soybean,20.53
Farm_02874,2024,Yam,59.82
Farm_02875,2024,Soybean,36.27
Farm_02876,2025,Yam,77.91
Farm_02877,2025,Cassava,17.45
Farm_02878,2024,Millet,37.76
Farm_02879,2025,Rice,12.2
Farm_02880,2024,Yam,16.08
Farm_02881,2025,Soybean,66.16
Farm_02882,2026,Sorghum,43.41
Farm_02883,2024,Yam,47.13
Farm_02884,2026,Millet,48.52
Farm_02885,2024,Soybean,72.25
Farm_02886,2024,Rice,9.77
Farm_02887,2024,Millet,64.97
Farm_02888,2024,Maize,16.57
Farm_02889,2024,Millet,15.77
Farm_02890,2025,Soybean,67.31
Farm_02891,2024,Soybean,50.78
Farm_02892,2024,Cassava,41.11
Farm_02893,2024,Millet,75.41
Farm_02894,2024,Soybean,11.08
Farm_02895,2025,Millet,28.2
Farm_02896,2026,Tomato,29.41
Farm_02897,2024,Tomato,8.03
Farm_02898,2026,Yam,25.02
Farm_02899,2025,Sorghum,33.03
Farm_02900,2024,Rice,47.26
Farm_02901,2026,Yam,69.13
Farm_02902,2025,Tomato,3.79
Farm_02903,2026,Rice,71.88
Farm_02904,2024,Rice,71.88
Farm_02905,2024,Soybean,55.4
Farm_02906,2026,Yam,46.52
Farm_02907,2026,Soybean,1.63
Farm_02908,2025,Cassava,68.13
Farm_02909,2026,Yam,18.94
Farm_02910,2024,Yam,26.73
Farm_02911,2026,Millet,78.27
Farm_02912,2026,Maize,30.94
Farm_02913,2024,Sorghum,38.77
Farm_02914,2024,Sorghum,26.83
Farm_02915,2026,Rice,67.25
Farm_02916,2025,Millet,54.42
Farm_02917,2024,Rice,64.49
Farm_02918,2024,Millet,45.62
Farm_02919,2026,Maize,74.19
Farm_02920,2025,Yam,64.44
Farm_02921,2025,Maize,22.44
Farm_02922,2026,Maize,36.33
Farm_02923,2025,Maize,27.42
Farm_02924,2026,Maize,58.0
Farm_02925,2026,Millet,47.54
Farm_02926,2025,Maize,44.68
Farm_02927,2026,Yam,33.72
Farm_02928,2025,Rice,7.03
Farm_02929,2026,Yam,7.48
Farm_02930,2025,Maize,64.9
Farm_02931,2026,Soybean,29.8
Farm_02932,2026,Yam,69.93
Farm_02933,2026,Tomato,9.34
Farm_02934,2025,Tomato,14.95
Farm_02935,2026,Soybean,64.35
Farm_02936,2025,Rice,62.65
Farm_02937,2024,Sorghum,14.11
Farm_02938,2026,Yam,18.15
Farm_02939,2026,Soybean,5.12
Farm_02940,2026,Millet,33.98
Farm_02941,2024,Sorghum,33.86
Farm_02942,2025,Soybean,61.27
Farm_02943,2026,Sorghum,43.36
Farm_02944,2026,Maize,59.99
Farm_02945,2025,Millet,1.05
Farm_02946,2025,Maize,39.01
Farm_02947,2025,Rice,50.05
Farm_02948,2025,Tomato,72.45
Farm_02949,2024,Maize,66.82
Farm_02950,2024,Soybean,1.06
Farm_02951,2025,Rice,69.55
Farm_02952,2024,Cassava,40.35
Farm_02953,2025,Tomato,9.45
Farm_02954,2024,Maize,51.29
Farm_02955,2024,Maize,43.25
Farm_02956,2025,Maize,27.12
Farm_02957,2025,Cassava,12.35
Farm_02958,2024,Yam,5.8
Farm_02959,2024,Rice,6.83
Farm_02960,2024,Yam,38.21
Farm_02961,2026,Cassava,39.5
Farm_02962,2026,Yam,47.22
Farm_02963,2026,Millet,47.37
Farm_02964,2024,Sorghum,65.01
Farm_02965,2026,Sorghum,75.02
Farm_02966,2025,Yam,34.05
Farm_02967,2026,Cassava,49.16
Farm_02968,2025,Millet,25.75
Farm_02969,2024,Millet,35.53
Farm_02970,2024,Millet,5.06
Farm_02971,2026,Maize,63.12
Farm_02972,2025,Sorghum,20.97
Farm_02973,2026,Sorghum,31.72
Farm_02974,2025,Millet,48.69
Farm_02975,2025,Millet,76.28
Farm_02976,2025,Maize,56.82
Farm_02977,2025,Yam,72.8
Farm_02978,2024,Millet,48.49
Farm_02979,2024,Maize,76.74
Farm_02980,2025,Millet,21.38
Farm_02981,2026,Sorghum,4.4
Farm_02982,2026,Soybean,75.58
Farm_02983,2024,Rice,18.64
Farm_02984,2025,Soybean,64.73
Farm_02985,2025,Rice,19.23
Farm_02986,2025,Sorghum,28.83
Farm_02987,2025,Tomato,77.2
Farm_02988,2025,Millet,29.55
Farm_02989,2024,Maize,5.32
Farm_02990,2025,Tomato,78.12
Farm_02991,2025,Sorghum,79.7
Farm_02992,2024,Soybean,7.21
Farm_02993,2026,Millet,23.79
Farm_02994,2025,Millet,19.88
Farm_02995,2026,Tomato,12.82
Farm_02996,2025,Maize,61.53
Farm_02997,2026,Yam,7.03
Farm_02998,2025,Sorghum,43.27
Farm_02999,2024,Cassava,53.21
Farm_03000,2024,Cassava,38.18
Farm_03001,2026,Rice,23.97
Farm_03002,2026,Maize,72.5
Farm_03003,2026,Yam,52.07
Farm_03004,2025,Rice,77.32
Farm_03005,2024,Tomato,77.15
Farm_03006,2024,Sorghum,47.38
Farm_03007,2024,Soybean,61.45
Farm_03008,2026,Cassava,46.03
Farm_03009,2026,Yam,39.2
Farm_03010,2026,Tomato,34.26
Farm_03011,2025,Maize,18.62
Farm_03012,2024,Soybean,58.47
Farm_03013,2024,Millet,10.48
Farm_03014,2024,Sorghum,37.2
Farm_03015,2024,Maize,20.68
Farm_03016,2025,Millet,58.08
Farm_03017,2024,Maize,22.9
Farm_03018,2025,Sorghum,23.98
Farm_03019,2026,Sorghum,33.97
Farm_03020,2025,Rice,26.16
Farm_03021,2026,Sorghum,63.68
Farm_03022,2024,Sorghum,36.73
Farm_03023,2026,Cassava,62.77
Farm_03024,2024,Tomato,60.46
Farm_03025,2026,Cassava,79.1
Farm_03026,2024,Maize,73.59
Farm_03027,2026,Maize,13.5
Farm_03028,2025,Tomato,7.66
Farm_03029,2026,Yam,55.8
Farm_03030,2026,Yam,77.6
Farm_03031,2026,Sorghum,73.69
Farm_03032,2025,Yam,5.64
Farm_03033,2025,Cassava,21.54
Farm_03034,2025,Sorghum,20.61
Farm_03035,2026,Cassava,64.61
Farm_03036,2024,Millet,79.78
Farm_03037,2026,Rice,57.29
Farm_03038,2025,Maize,3.33
Farm_03039,2024,Rice,27.56
Farm_03040,2025,Sorghum,54.08
Farm_03041,2025,Millet,37.53
Farm_03042,2026,Maize,74.55
Farm_03043,2026,Cassava,70.71
Farm_03044,2025,Millet,29.63
Farm_03045,2024,Rice,75.0
Farm_03046,2025,Yam,64.2
Farm_03047,2025,Cassava,25.16
Farm_03048,2024,Maize,39.75
Farm_03049,2024,Maize,60.66
Farm_03050,2026,Tomato,70.41
Farm_03051,2025,Maize,10.95
Farm_03052,2024,Yam,44.46
Farm_03053,2026,Rice,24.97
Farm_03054,2024,Rice,10.02
Farm_03055,2024,Millet,34.02
Farm_03056,2025,Tomato,39.36
Farm_03057,2026,Maize,63.45
Farm_03058,2024,Yam,47.07
Farm_03059,2024,Soybean,15.14
Farm_03060,2025,Soybean,22.25
Farm_03061,2024,Yam,74.77
Farm_03062,2024,Yam,4.43
Farm_03063,2024,Yam,45.9
Farm_03064,2024,Millet,41.23
Farm_03065,2024,Maize,18.85
Farm_03066,2025,Sorghum,1.18
Farm_03067,2026,Yam,53.11
Farm_03068,2025,Yam,21.5
Farm_03069,2026,Yam,62.23
Farm_03070,2025,Soybean,48.76
Farm_03071,2026,Maize,3.27
Farm_03072,2026,Rice,71.97
Farm_03073,2025,Tomato,9.21
Farm_03074,2025,Soybean,10.13
Farm_03075,2025,Millet,39.6
Farm_03076,2026,Yam,79.8
Farm_03077,2024,Tomato,29.69
Farm_03078,2025,Yam,50.0
Farm_03079,2024,Yam,60.34
Farm_03080,2025,Soybean,44.58
Farm_03081,2025,Rice,31.39
Farm_03082,2024,Maize,58.01
Farm_03083,2024,Sorghum,61.1
Farm_03084,2026,Soybean,55.4
Farm_03085,2026,Maize,58.19
Farm_03086,2024,Cassava,31.87
Farm_03087,2025,Millet,50.27
Farm_03088,2026,Yam,52.75
Farm_03089,2025,Tomato,60.33
Farm_03090,2025,Yam,58.26
Farm_03091,2025,Cassava,39.71
Farm_03092,2024,Soybean,15.98
Farm_03093,2025,Yam,35.67
Farm_03094,2026,Tomato,67.27
Farm_03095,2026,Maize,19.72
Farm_03096,2025,Rice,38.81
Farm_03097,2025,Rice,9.25
Farm_03098,2026,Tomato,71.09
Farm_03099,2025,Millet,74.69
Farm_03100,2024,Rice,63.12
Farm_03101,2026,Maize,24.24
Farm_03102,2024,Sorghum,11.14
Farm_03103,2024,Soybean,43.14
Farm_03104,2024,Yam,35.24
Farm_03105,2025,Sorghum,17.08
Farm_03106,2024,Cassava,38.64
Farm_03107,2024,Rice,43.02
Farm_03108,2026,Rice,60.99
Farm_03109,2025,Maize,1.57
Farm_03110,2025,Rice,60.67
Farm_03111,2024,Soybean,42.9
Farm_03112,2024,Cassava,79.91
Farm_03113,2026,Yam,57.6
Farm_03114,2026,Yam,66.58
Farm_03115,2024,Yam,57.88
Farm_03116,2025,Tomato,20.14
Farm_03117,2025,Maize,40.86
Farm_03118,2026,Rice,70.53
Farm_03119,2025,Yam,41.1
Farm_03120,2025,Rice,68.07
Farm_03121,2024,Tomato,16.45
Farm_03122,2024,Maize,68.65
Farm_03123,2024,Millet,7.03
Farm_03124,2025,Yam,42.41
Farm_03125,2026,Maize,35.1
Farm_03126,2024,Rice,59.24
Farm_03127,2025,Rice,61.39
Farm_03128,2026,Millet,41.87
Farm_03129,2026,Yam,29.7
Farm_03130,2026,Rice,3.22
Farm_03131,2024,Rice,15.84
Farm_03132,2024,Sorghum,27.06
Farm_03133,2026,Maize,12.35
Farm_03134,2026,Soybean,8.67
Farm_03135,2025,Tomato,79.69
Farm_03136,2025,Sorghum,4.91
Farm_03137,2024,Soybean,40.24
Farm_03138,2025,Millet,64.56
Farm_03139,2026,Cassava,3.22
Farm_03140,2025,Tomato,29.51
Farm_03141,2024,Yam,33.79
Farm_03142,2025,Soybean,7.59
Farm_03143,2026,Cassava,7.32
Farm_03144,2024,Soybean,63.89
Farm_03145,2024,Yam,27.84
Farm_03146,2024,Yam,53.29
Farm_03147,2024,Soybean,30.51
Farm_03148,2024,Sorghum,31.44
Farm_03149,2025,Yam,74.96
Farm_03150,2024,Sorghum,27.08
Farm_03151,2024,Yam,64.92
Farm_03152,2026,Tomato,23.49
Farm_03153,2024,Maize,10.98
Farm_03154,2024,Tomato,37.04
Farm_03155,2025,Sorghum,50.48
Farm_03156,2024,Millet,75.32
Farm_03157,2025,Rice,12.37
Farm_03158,2024,Maize,5.87
Farm_03159,2024,Yam,32.77
Farm_03160,2024,Cassava,33.72
Farm_03161,2026,Rice,15.47
Farm_03162,2025,Millet,46.47
Farm_03163,2026,Tomato,72.96
Farm_03164,2025,Cassava,37.32
Farm_03165,2024,Soybean,78.86
Farm_03166,2026,Yam,44.91
Farm_03167,2026,Millet,42.61
Farm_03168,2026,Millet,22.13
Farm_03169,2025,Yam,1.7
Farm_03170,2024,Maize,2.01
Farm_03171,2026,Rice,50.17
Farm_03172,2026,Tomato,58.56
Farm_03173,2025,Sorghum,32.3
Farm_03174,2026,Millet,16.64
Farm_03175,2024,Rice,64.24
Farm_03176,2026,Rice,72.44
Farm_03177,2026,Yam,21.35
Farm_03178,2024,Maize,9.43
Farm_03179,2024,Soybean,37.21
Farm_03180,2026,Cassava,7.95
Farm_03181,2025,Yam,23.2
Farm_03182,2025,Millet,54.19
Farm_03183,2026,Cassava,47.32
Farm_03184,2025,Sorghum,37.57
Farm_03185,2026,Cassava,66.91
Farm_03186,2024,Soybean,26.33
Farm_03187,2026,Millet,30.64
Farm_03188,2025,Yam,77.57
Farm_03189,2024,Tomato,26.67
Farm_03190,2025,Sorghum,24.51
Farm_03191,2025,Maize,67.4
Farm_03192,2026,Sorghum,68.78
Farm_03193,2026,Sorghum,6.63
Farm_03194,2025,Yam,65.43
Farm_03195,2025,Tomato,21.31
Farm_03196,2025,Maize,10.11
Farm_03197,2024,Maize,56.23
Farm_03198,2024,Tomato,23.89
Farm_03199,2024,Tomato,49.45
Farm_03200,2025,Tomato,58.55
Farm_03201,2024,Tomato,33.42
Farm_03202,2026,Cassava,35.42
Farm_03203,2024,Yam,52.17
Farm_03204,2025,Soybean,19.35
Farm_03205,2025,Tomato,2.1
Farm_03206,2024,Cassava,59.96
Farm_03207,2024,Cassava,67.92
Farm_03208,2024,Soybean,30.29
Farm_03209,2025,Sorghum,22.83
Farm_03210,2026,Soybean,50.16
Farm_03211,2025,Yam,3.67
Farm_03212,2026,Soybean,79.91
Farm_03213,2026,Yam,20.57
Farm_03214,2025,Tomato,64.28
Farm_03215,2025,Yam,46.44
Farm_03216,2026,Sorghum,37.31
Farm_03217,2025,Maize,20.83
Farm_03218,2026,Millet,70.99
Farm_03219,2026,Tomato,34.76
Farm_03220,2024,Rice,4.73
Farm_03221,2024,Cassava,6.21
Farm_03222,2026,Millet,36.89
Farm_03223,2024,Soybean,14.21
Farm_03224,2025,Soybean,3.35
Farm_03225,2026,Yam,25.06
Farm_03226,2024,Soybean,7.01
Farm_03227,2025,Maize,8.41
Farm_03228,2024,Yam,17.08
Farm_03229,2025,Tomato,43.19
Farm_03230,2024,Maize,34.09
Farm_03231,2024,Millet,57.65
Farm_03232,2024,Soybean,68.56
Farm_03233,2024,Tomato,39.68
Farm_03234,2026,Tomato,12.17
Farm_03235,2024,Rice,69.09
Farm_03236,2024,Yam,3.57
Farm_03237,2026,Yam,27.76
Farm_03238,2025,Rice,73.91
Farm_03239,2025,Cassava,36.32
Farm_03240,2025,Cassava,4.82
Farm_03241,2024,Maize,18.44
Farm_03242,2025,Sorghum,62.57
Farm_03243,2026,Sorghum,45.19
Farm_03244,2024,Rice,25.39
Farm_03245,2024,Maize,9.93
Farm_03246,2026,Millet,35.84
Farm_03247,2026,Maize,1.54
Farm_03248,2025,Yam,53.1
Farm_03249,2025,Tomato,48.17
Farm_03250,2024,Tomato,38.56
Farm_03251,2025,Rice,77.57
Farm_03252,2026,Cassava,8.83
Farm_03253,2025,Maize,11.99
Farm_03254,2024,Yam,47.98
Farm_03255,2026,Cassava,43.79
Farm_03256,2025,Maize,6.32
Farm_03257,2025,Tomato,42.93
Farm_03258,2024,Sorghum,39.89
Farm_03259,2024,Rice,71.34
Farm_03260,2026,Soybean,71.72
Farm_03261,2024,Yam,50.93
Farm_03262,2026,Yam,72.57
Farm_03263,2024,Millet,67.55
Farm_03264,2026,Rice,53.75
Farm_03265,2025,Tomato,38.43
Farm_03266,2024,Rice,26.13
Farm_03267,2024,Yam,72.9
Farm_03268,2025,Sorghum,55.36
Farm_03269,2025,Cassava,30.99
Farm_03270,2025,Tomato,44.0
Farm_03271,2025,Cassava,57.82
Farm_03272,2025,Maize,78.44
Farm_03273,2025,Sorghum,28.65
Farm_03274,2025,Rice,16.57
Farm_03275,2024,Maize,38.16
Farm_03276,2024,Cassava,68.89
Farm_03277,2025,Cassava,9.04
Farm_03278,2025,Yam,13.57
Farm_03279,2024,Soybean,5.67
Farm_03280,2025,Soybean,24.95
Farm_03281,2025,Soybean,4.19
Farm_03282,2024,Sorghum,77.95
Farm_03283,2024,Sorghum,73.29
Farm_03284,2024,Maize,11.63
Farm_03285,2025,Yam,79.21
Farm_03286,2026,Tomato,52.63
Farm_03287,2024,Yam,15.14
Farm_03288,2026,Tomato,71.26
Farm_03289,2024,Yam,2.74
Farm_03290,2025,Yam,11.18
Farm_03291,2024,Soybean,77.65
Farm_03292,2025,Millet,53.31
Farm_03293,2026,Rice,68.62
Farm_03294,2024,Sorghum,50.23
Farm_03295,2024,Maize,15.73
Farm_03296,2025,Maize,46.53
Farm_03297,2024,Soybean,11.32
Farm_03298,2024,Yam,2.11
Farm_03299,2025,Sorghum,38.53
Farm_03300,2026,Millet,5.46
Farm_03301,2025,Tomato,66.12
Farm_03302,2024,Yam,59.81
Farm_03303,2026,Sorghum,41.25
Farm_03304,2026,Tomato,51.84
Farm_03305,2024,Sorghum,60.16
Farm_03306,2025,Maize,10.67
Farm_03307,2024,Sorghum,16.31
Farm_03308,2024,Yam,20.01
Farm_03309,2024,Sorghum,27.62
Farm_03310,2026,Rice,12.44
Farm_03311,2025,Tomato,20.82
Farm_03312,2026,Rice,68.4
Farm_03313,2025,Tomato,52.32
Farm_03314,2025,Sorghum,19.43
Farm_03315,2026,Rice,54.01
Farm_03316,2026,Tomato,70.85
Farm_03317,2026,Cassava,46.47
Farm_03318,2026,Tomato,1.09
Farm_03319,2024,Soybean,15.07
Farm_03320,2025,Maize,42.02
Farm_03321,2026,Cassava,4.69
Farm_03322,2025,Tomato,73.12
Farm_03323,2026,Millet,55.46
Farm_03324,2025,Rice,78.78
Farm_03325,2025,Maize,11.0
Farm_03326,2026,Soybean,48.84
Farm_03327,2025,Maize,47.07
Farm_03328,2026,Maize,70.19
Farm_03329,2026,Millet,71.25
Farm_03330,2024,Yam,73.46
Farm_03331,2026,Cassava,67.23
Farm_03332,2026,Soybean,32.52
Farm_03333,2024,Tomato,46.61
Farm_03334,2026,Soybean,21.03
