farm_id,farmer_id,region,crop,soil,farm_size_ha,yield_score
Farm_02860,FRM02860,Bauchi,Tomato,Chalky,30.83,69
Farm_02861,FRM02861,Oyo,Sorghum,Silt,30.61,62
Farm_02862,FRM02862,Bauchi,Cassava,Peaty,43.62,77
Farm_02863,FRM02863,Niger,Cassava,Peaty,17.8,47
Farm_02864,FRM02864,Enugu,Tomato,Silt,15.61,55
Farm_02865,FRM02865,Kano,Soybean,Silt,22.54,59
Farm_02866,FRM02866,Ogun,Maize,Silt,43.1,83
Farm_02867,FRM02867,Niger,Maize,Clay,27.99,68
Farm_02868,FRM02868,Nasarawa,Soybean,Silt,8.35,94
Farm_02869,FRM02869,Kano,Yam,Peaty,47.31,58
Farm_02870,FRM02870,Enugu,Cassava,Clay,12.01,91
Farm_02871,FRM02871,Ogun,Maize,Peaty,24.52,68
Farm_02872,FRM02872,Enugu,Sorghum,Loam,21.18,52
Farm_02873,FRM02873,Oyo,Soybean,Chalky,33.14,91
Farm_02874,FRM02874,Ogun,Yam,Loam,25.93,84
Farm_02875,FRM02875,Kaduna,Soybean,Loam,22.7,89
Farm_02876,FRM02876,Ogun,Yam,Silt,8.01,77
Farm_02877,FRM02877,Benue,Cassava,Clay,11.3,75
Farm_02878,FRM02878,Nasarawa,Millet,Clay,39.27,53
Farm_02879,FRM02879,Kano,Rice,Peaty,35.36,60
Farm_02880,FRM02880,Bauchi,Yam,Loam,18.15,61
Farm_02881,FRM02881,Plateau,Soybean,Sandy,21.02,63
Farm_02882,FRM02882,Enugu,Sorghum,Clay,24.63,87
Farm_02883,FRM02883,Kaduna,Yam,Loam,35.83,69
Farm_02884,FRM02884,Plateau,Millet,Sandy,16.01,52
Farm_02885,FRM02885,Niger,Soybean,Chalky,49.6,59
Farm_02886,FRM02886,Bauchi,Rice,Clay,1.66,76
Farm_02887,FRM02887,Niger,Millet,Loam,39.97,95
Farm_02888,FRM02888,Enugu,Maize,Loam,47.42,55
Farm_02889,FRM02889,Enugu,Millet,Loam,38.94,70
Farm_02890,FRM02890,Nasarawa,Soybean,Loam,39.32,92
Farm_02891,FRM02891,Nasarawa,Soybean,Peaty,36.63,57
Farm_02892,FRM02892,Niger,Cassava,Chalky,9.57,94
Farm_02893,FRM02893,Nasarawa,Millet,Sandy,26.34,85
Farm_02894,FRM02894,Nasarawa,Soybean,Peaty,45.46,66
Farm_02895,FRM02895,Kaduna,Millet,Peaty,11.96,89
Farm_02896,FRM02896,Bauchi,Tomato,Silt,24.66,61
Farm_02897,FRM02897,Nasarawa,Tomato,Loam,18.75,73
Farm_02898,FRM02898,Bauchi,Yam,Clay,14.62,90
Farm_02899,FRM02899,Niger,Sorghum,Clay,14.85,81
Farm_02900,FRM02900,Benue,Rice,Loam,35.19,92
Farm_02901,FRM02901,Benue,Yam,Clay,44.74,90
Farm_02902,FRM02902,Nasarawa,Tomato,Peaty,4.08,94
Farm_02903,FRM02903,Oyo,Rice,Loam,28.7,58
Farm_02904,FRM02904,Plateau,Rice,Silt,44.15,41
Farm_02905,FRM02905,Plateau,Soybean,Silt,5.89,47
Farm_02906,FRM02906,Kaduna,Yam,Loam,13.74,96
Farm_02907,FRM02907,Nasarawa,Soybean,Chalky,42.4,95
Farm_02908,FRM02908,Kaduna,Cassava,Clay,15.26,71
Farm_02909,FRM02909,Kano,Yam,Loam,2.5,81
Farm_02910,FRM02910,Oyo,Yam,Sandy,26.6,46
Farm_02911,FRM02911,Enugu,Millet,Chalky,26.46,91
Farm_02912,FRM02912,Kaduna,Maize,Peaty,46.45,51
Farm_02913,FRM02913,Enugu,Sorghum,Sandy,2.46,61
Farm_02914,FRM02914,Kaduna,Sorghum,Sandy,16.81,84
Farm_02915,FRM02915,Bauchi,Rice,Peaty,17.7,47
Farm_02916,FRM02916,Kaduna,Millet,Clay,49.67,40
Farm_02917,FRM02917,Oyo,Rice,Loam,30.9,76
Farm_02918,FRM02918,Enugu,Millet,Silt,46.82,47
Farm_02919,FRM02919,Bauchi,Maize,Clay,21.66,46
Farm_02920,FRM02920,Kano,Yam,Clay,5.26,44
Farm_02921,FRM02921,Oyo,Maize,Peaty,19.32,62
Farm_02922,FRM02922,Niger,Maize,Peaty,32.86,64
Farm_02923,FRM02923,Kano,Maize,Chalky,26.26,78
Farm_02924,FRM02924,Benue,Maize,Silt,31.95,77
Farm_02925,FRM02925,Kaduna,Millet,Clay,3.2,81
Farm_02926,FRM02926,Niger,Maize,Loam,34.18,48
Farm_02927,FRM02927,Enugu,Yam,Loam,24.39,66
Farm_02928,FRM02928,Benue,Rice,Sandy,39.94,47
Farm_02929,FRM02929,Ogun,Yam,Peaty,9.59,79
Farm_02930,FRM02930,Oyo,Maize,Clay,41.06,47
Farm_02931,FRM02931,Nasarawa,Soybean,Peaty,9.02,77
Farm_02932,FRM02932,Benue,Yam,Chalky,3.23,56
Farm_02933,FRM02933,Ogun,Tomato,Clay,50.0,76
Farm_02934,FRM02934,Enugu,Tomato,Silt,7.17,44
Farm_02935,FRM02935,Kano,Soybean,Silt,44.8,98
Farm_02936,FRM02936,Oyo,Rice,Loam,14.31,71
Farm_02937,FRM02937,Plateau,Sorghum,Loam,20.82,68
Farm_02938,FRM02938,Benue,Yam,Sandy,5.08,57
Farm_02939,FRM02939,Kano,Soybean,Chalky,5.06,69
Farm_02940,FRM02940,Ogun,Millet,Peaty,16.23,46
Farm_02941,FRM02941,Bauchi,Sorghum,Peaty,23.58,61
Farm_02942,FRM02942,Nasarawa,Soybean,Silt,0.95,95
Farm_02943,FRM02943,Kano,Sorghum,Clay,38.34,51
Farm_02944,FRM02944,Oyo,Maize,Loam,45.32,53
Farm_02945,FRM02945,Benue,Millet,Peaty,31.57,77
Farm_02946,FRM02946,Enugu,Maize,Clay,5.53,81
Farm_02947,FRM02947,Kaduna,Rice,Sandy,30.45,88
Farm_02948,FRM02948,Nasarawa,Tomato,Clay,9.77,98
Farm_02949,FRM02949,Plateau,Maize,Clay,1.62,86
Farm_02950,FRM02950,Ogun,Soybean,Sandy,23.91,75
Farm_02951,FRM02951,Niger,Rice,Loam,46.11,82
Farm_02952,FRM02952,Bauchi,Cassava,Sandy,7.47,85
Farm_02953,FRM02953,Enugu,Tomato,Chalky,41.76,74
Farm_02954,FRM02954,Plateau,Maize,Sandy,16.4,54
Farm_02955,FRM02955,Enugu,Maize,Loam,10.56,94
Farm_02956,FRM02956,Kaduna,Maize,Sandy,25.3,99
Farm_02957,FRM02957,Benue,Cassava,Peaty,1.47,58
Farm_02958,FRM02958,Ogun,Yam,Loam,24.92,86
Farm_02959,FRM02959,Ogun,Rice,Silt,26.71,95
Farm_02960,FRM02960,Ogun,Yam,Silt,2.33,91
Farm_02961,FRM02961,Niger,Cassava,Peaty,47.26,70
Farm_02962,FRM02962,Plateau,Yam,Peaty,18.69,99
Farm_02963,FRM02963,Ogun,Millet,Silt,0.51,70
Farm_02964,FRM02964,Kaduna,Sorghum,Loam,18.54,45
Farm_02965,FRM02965,Kano,Sorghum,Loam,43.34,68
Farm_02966,FRM02966,Nasarawa,Yam,Sandy,46.03,42
Farm_02967,FRM02967,Benue,Cassava,Silt,1.35,60
Farm_02968,FRM02968,Kano,Millet,Clay,29.35,57
Farm_02969,FRM02969,Oyo,Millet,Loam,13.16,40
Farm_02970,FRM02970,Benue,Millet,Peaty,43.42,89
Farm_02971,FRM02971,Oyo,Maize,Peaty,28.71,60
Farm_02972,FRM02972,Plateau,Sorghum,Loam,5.9,99
Farm_02973,FRM02973,Benue,Sorghum,Silt,3.83,64
Farm_02974,FRM02974,Ogun,Millet,Loam,35.62,63
Farm_02975,FRM02975,Ogun,Millet,Silt,12.94,76
Farm_02976,FRM02976,Oyo,Maize,Loam,19.8,72
Farm_02977,FRM02977,Niger,Yam,Sandy,13.7,57
Farm_02978,FRM02978,Benue,Millet,Chalky,31.76,76
Farm_02979,FRM02979,Nasarawa,Maize,Loam,5.12,97
Farm_02980,FRM02980,Kaduna,Millet,Peaty,3.51,99
Farm_02981,FRM02981,Nasarawa,Sorghum,Silt,42.88,79
Farm_02982,FRM02982,Niger,Soybean,Silt,35.06,69
Farm_02983,FRM02983,Plateau,Rice,Silt,38.95,95
Farm_02984,FRM02984,Kano,Soybean,Peaty,42.49,61
Farm_02985,FRM02985,Ogun,Rice,Sandy,35.19,50
Farm_02986,FRM02986,Bauchi,Sorghum,Clay,31.63,50
Farm_02987,FRM02987,Benue,Tomato,Sandy,45.44,56
Farm_02988,FRM02988,Nasarawa,Millet,Loam,31.43,64
Farm_02989,FRM02989,Niger,Maize,Sandy,17.39,98
Farm_02990,FRM02990,Plateau,Tomato,Chalky,16.21,49
Farm_02991,FRM02991,Kano,Sorghum,Sandy,18.17,46
Farm_02992,FRM02992,Kano,Soybean,Clay,11.55,63
Farm_02993,FRM02993,Nasarawa,Millet,Silt,41.29,64
Farm_02994,FRM02994,Bauchi,Millet,Peaty,17.41,69
Farm_02995,FRM02995,Kaduna,Tomato,Chalky,1.5,42
Farm_02996,FRM02996,Niger,Maize,Chalky,16.61,94
Farm_02997,FRM02997,Oyo,Yam,Loam,37.63,81
Farm_02998,FRM02998,Kaduna,Sorghum,Clay,22.02,89
Farm_02999,FRM02999,Ogun,Cassava,Clay,39.95,72
Farm_03000,FRM03000,Benue,Cassava,Sandy,29.26,82
Farm_03001,FRM03001,Benue,Rice,Silt,30.98,69
Farm_03002,FRM03002,Benue,Maize,Sandy,25.54,41
Farm_03003,FRM03003,Kaduna,Yam,Loam,25.19,40
Farm_03004,FRM03004,Kano,Rice,Loam,49.07,86
Farm_03005,FRM03005,Kano,Tomato,Loam,18.5,73
Farm_03006,FRM03006,Kano,Sorghum,Chalky,22.74,40
Farm_03007,FRM03007,Benue,Soybean,Chalky,4.66,89
Farm_03008,FRM03008,Oyo,Cassava,Chalky,29.62,78
Farm_03009,FRM03009,Kaduna,Yam,Chalky,32.14,47
Farm_03010,FRM03010,Benue,Tomato,Sandy,10.35,96
Farm_03011,FRM03011,Bauchi,Maize,Peaty,44.17,41
Farm_03012,FRM03012,Kaduna,Soybean,Clay,28.53,71
Farm_03013,FRM03013,Ogun,Millet,Peaty,4.51,94
Farm_03014,FRM03014,Kaduna,Sorghum,Silt,20.36,98
Farm_03015,FRM03015,Benue,Maize,Chalky,25.38,44
Farm_03016,FRM03016,Nasarawa,Millet,Peaty,39.55,89
Farm_03017,FRM03017,Benue,Maize,Chalky,23.47,47
Farm_03018,FRM03018,Enugu,Sorghum,Clay,17.96,97
Farm_03019,FRM03019,Kano,Sorghum,Chalky,35.65,43
Farm_03020,FRM03020,Plateau,Rice,Loam,41.34,53
Farm_03021,FRM03021,Enugu,Sorghum,Loam,37.47,84
Farm_03022,FRM03022,Ogun,Sorghum,Clay,16.57,52
Farm_03023,FRM03023,Bauchi,Cassava,Peaty,32.64,64
Farm_03024,FRM03024,Kano,Tomato,Peaty,10.24,42
Farm_03025,FRM03025,Plateau,Cassava,Chalky,33.15,43
Farm_03026,FRM03026,Enugu,Maize,Loam,34.57,46
Farm_03027,FRM03027,Niger,Maize,Silt,30.39,78
Farm_03028,FRM03028,Kano,Tomato,Sandy,10.61,99
Farm_03029,FRM03029,Kano,Yam,Silt,7.67,94
Farm_03030,FRM03030,Plateau,Yam,Clay,45.93,51
Farm_03031,FRM03031,Kano,Sorghum,Chalky,21.17,42
Farm_03032,FRM03032,Kaduna,Yam,Chalky,38.56,66
Farm_03033,FRM03033,Bauchi,Cassava,Sandy,13.42,72
Farm_03034,FRM03034,Kano,Sorghum,Loam,30.5,64
Farm_03035,FRM03035,Oyo,Cassava,Clay,11.54,99
Farm_03036,FRM03036,Enugu,Millet,Peaty,40.88,78
Farm_03037,FRM03037,Ogun,Rice,Clay,19.66,94
Farm_03038,FRM03038,Oyo,Maize,Silt,21.62,71
Farm_03039,FRM03039,Kaduna,Rice,Silt,27.76,84
Farm_03040,FRM03040,Plateau,Sorghum,Chalky,7.09,88
Farm_03041,FRM03041,Bauchi,Millet,Chalky,12.55,61
Farm_03042,FRM03042,Oyo,Maize,Silt,14.63,67
Farm_03043,FRM03043,Bauchi,Cassava,Chalky,25.45,96
Farm_03044,FRM03044,Kano,Millet,Clay,49.2,78
Farm_03045,FRM03045,Benue,Rice,Peaty,36.17,59
Farm_03046,FRM03046,Ogun,Yam,Clay,11.46,42
Farm_03047,FRM03047,Niger,Cassava,Clay,11.23,69
Farm_03048,FRM03048,Kano,Maize,Clay,8.37,52
Farm_03049,FRM03049,Kaduna,Maize,Sandy,3.81,66
Farm_03050,FRM03050,Nasarawa,Tomato,Loam,40.73,42
Farm_03051,FRM03051,Enugu,Maize,Clay,3.43,90
Farm_03052,FRM03052,Kaduna,Yam,Clay,17.87,76
Farm_03053,FRM03053,Enugu,Rice,Loam,25.84,58
Farm_03054,FRM03054,Benue,Rice,Sandy,12.97,55
Farm_03055,FRM03055,Benue,Millet,Sandy,24.4,45
Farm_03056,FRM03056,Enugu,Tomato,Silt,9.29,76
Farm_03057,FRM03057,Benue,Maize,Chalky,2.61,84
Farm_03058,FRM03058,Ogun,Yam,Loam,26.35,76
Farm_03059,FRM03059,Niger,Soybean,Peaty,30.48,80
Farm_03060,FRM03060,Ogun,Soybean,Silt,16.1,59
Farm_03061,FRM03061,Ogun,Yam,Peaty,3.17,81
Farm_03062,FRM03062,Plateau,Yam,Loam,47.17,43
Farm_03063,FRM03063,Plateau,Yam,Loam,47.18,94
Farm_03064,FRM03064,Plateau,Millet,Loam,46.46,48
Farm_03065,FRM03065,Kaduna,Maize,Sandy,2.55,44
Farm_03066,FRM03066,Kaduna,Sorghum,Clay,5.61,96
Farm_03067,FRM03067,Benue,Yam,Sandy,1.03,73
Farm_03068,FRM03068,Kano,Yam,Chalky,48.72,65
Farm_03069,FRM03069,Niger,Yam,Chalky,10.02,61
Farm_03070,FRM03070,Benue,Soybean,Loam,33.98,91
Farm_03071,FRM03071,Ogun,Maize,Peaty,22.06,92
Farm_03072,FRM03072,Kano,Rice,Peaty,9.84,72
Farm_03073,FRM03073,Oyo,Tomato,Silt,4.92,70
Farm_03074,FRM03074,Niger,Soybean,Peaty,28.46,79
Farm_03075,FRM03075,Ogun,Millet,Loam,47.83,54
Farm_03076,FRM03076,Nasarawa,Yam,Silt,27.46,66
Farm_03077,FRM03077,Nasarawa,Tomato,Chalky,17.5,55
Farm_03078,FRM03078,Kaduna,Yam,Sandy,14.79,42
Farm_03079,FRM03079,Plateau,Yam,Peaty,18.65,68
Farm_03080,FRM03080,Plateau,Soybean,Sandy,22.67,69
Farm_03081,FRM03081,Enugu,Rice,Sandy,35.08,53
Farm_03082,FRM03082,Benue,Maize,Sandy,23.8,52
Farm_03083,FRM03083,Kaduna,Sorghum,Loam,35.73,80
Farm_03084,FRM03084,Benue,Soybean,Chalky,38.28,58
Farm_03085,FRM03085,Nasarawa,Maize,Clay,5.54,76
Farm_03086,FRM03086,Ogun,Cassava,Peaty,39.82,74
Farm_03087,FRM03087,Benue,Millet,Sandy,23.92,95
Farm_03088,FRM03088,Bauchi,Yam,Loam,47.59,55
Farm_03089,FRM03089,Niger,Tomato,Loam,14.12,69
Farm_03090,FRM03090,Plateau,Yam,Peaty,9.08,83
Farm_03091,FRM03091,Niger,Cassava,Chalky,6.26,81
Farm_03092,FRM03092,Plateau,Soybean,Loam,9.05,88
Farm_03093,FRM03093,Niger,Yam,Chalky,22.6,43
Farm_03094,FRM03094,Niger,Tomato,Clay,3.78,79
Farm_03095,FRM03095,Nasarawa,Maize,Clay,23.84,78
Farm_03096,FRM03096,Nasarawa,Rice,Clay,15.62,45
Farm_03097,FRM03097,Kaduna,Rice,Silt,5.12,99
Farm_03098,FRM03098,Nasarawa,Tomato,Silt,10.41,89
Farm_03099,FRM03099,Nasarawa,Millet,Silt,18.87,97
Farm_03100,FRM03100,Nasarawa,Rice,Silt,30.65,61
Farm_03101,FRM03101,Niger,Maize,Silt,48.38,88
Farm_03102,FRM03102,Ogun,Sorghum,Peaty,32.34,70
Farm_03103,FRM03103,Bauchi,Soybean,Chalky,0.66,76
Farm_03104,FRM03104,Kano,Yam,Sandy,1.1,59
Farm_03105,FRM03105,Plateau,Sorghum,Loam,18.73,73
Farm_03106,FRM03106,Plateau,Cassava,Peaty,5.47,70
Farm_03107,FRM03107,Kano,Rice,Chalky,3.53,80
Farm_03108,FRM03108,Kano,Rice,Loam,45.88,93
Farm_03109,FRM03109,Nasarawa,Maize,Sandy,18.67,91
Farm_03110,FRM03110,Enugu,Rice,Silt,36.34,98
Farm_03111,FRM03111,Nasarawa,Soybean,Loam,46.48,98
Farm_03112,FRM03112,Plateau,Cassava,Loam,23.89,66
Farm_03113,FRM03113,Enugu,Yam,Peaty,2.53,85
Farm_03114,FRM03114,Bauchi,Yam,Sandy,9.77,43
Farm_03115,FRM03115,Nasarawa,Yam,Sandy,36.27,56
Farm_03116,FRM03116,Ogun,Tomato,Clay,31.6,76
Farm_03117,FRM03117,Bauchi,Maize,Silt,10.78,71
Farm_03118,FRM03118,Ogun,Rice,Clay,13.09,51
Farm_03119,FRM03119,Oyo,Yam,Loam,42.58,96
Farm_03120,FRM03120,Kaduna,Rice,Silt,21.87,97
Farm_03121,FRM03121,Ogun,Tomato,Chalky,27.04,79
Farm_03122,FRM03122,Nasarawa,Maize,Sandy,49.97,55
Farm_03123,FRM03123,Oyo,Millet,Chalky,3.25,58
Farm_03124,FRM03124,Niger,Yam,Peaty,7.52,66
Farm_03125,FRM03125,Kano,Maize,Loam,35.98,99
Farm_03126,FRM03126,Kano,Rice,Peaty,38.72,72
Farm_03127,FRM03127,Benue,Rice,Loam,15.81,99
Farm_03128,FRM03128,Bauchi,Millet,Peaty,40.61,65
Farm_03129,FRM03129,Nasarawa,Yam,Clay,32.07,42
Farm_03130,FRM03130,Bauchi,Rice,Peaty,10.67,91
Farm_03131,FRM03131,Kano,Rice,Peaty,14.7,76
Farm_03132,FRM03132,Ogun,Sorghum,Clay,47.84,50
Farm_03133,FRM03133,Oyo,Maize,Clay,2.89,50
Farm_03134,FRM03134,Kano,Soybean,Peaty,5.91,98
Farm_03135,FRM03135,Benue,Tomato,Silt,48.87,69
Farm_03136,FRM03136,Niger,Sorghum,Peaty,14.08,88
Farm_03137,FRM03137,Ogun,Soybean,Loam,18.84,56
Farm_03138,FRM03138,Nasarawa,Millet,Silt,4.21,72
Farm_03139,FRM03139,Ogun,Cassava,Sandy,39.61,70
Farm_03140,FRM03140,Benue,Tomato,Peaty,27.76,68
Farm_03141,FRM03141,Kaduna,Yam,Chalky,46.56,65
Farm_03142,FRM03142,Bauchi,Soybean,Peaty,37.27,80
Farm_03143,FRM03143,Plateau,Cassava,Sandy,1.92,53
Farm_03144,FRM03144,Kaduna,Soybean,Sandy,42.66,58
Farm_03145,FRM03145,Kaduna,Yam,Sandy,14.7,85
Farm_03146,FRM03146,Kano,Yam,Chalky,9.29,87
Farm_03147,FRM03147,Nasarawa,Soybean,Peaty,23.83,80
Farm_03148,FRM03148,Plateau,Sorghum,Peaty,1.3,47
Farm_03149,FRM03149,Kaduna,Yam,Peaty,47.52,81
Farm_03150,FRM03150,Kano,Sorghum,Chalky,1.44,42
Farm_03151,FRM03151,Plateau,Yam,Silt,22.05,98
Farm_03152,FRM03152,Benue,Tomato,Chalky,40.93,84
Farm_03153,FRM03153,Niger,Maize,Loam,7.65,60
Farm_03154,FRM03154,Plateau,Tomato,Sandy,9.14,96
Farm_03155,FRM03155,Enugu,Sorghum,Sandy,32.64,72
Farm_03156,FRM03156,Plateau,Millet,Sandy,18.3,65
Farm_03157,FRM03157,Enugu,Rice,Sandy,47.98,44
Farm_03158,FRM03158,Nasarawa,Maize,Loam,30.9,45
Farm_03159,FRM03159,Niger,Yam,Chalky,22.45,90
Farm_03160,FRM03160,Enugu,Cassava,Silt,41.29,77
Farm_03161,FRM03161,Niger,Rice,Loam,0.93,44
Farm_03162,FRM03162,Bauchi,Millet,Peaty,8.39,95
Farm_03163,FRM03163,Niger,Tomato,Clay,4.97,92
Farm_03164,FRM03164,Bauchi,Cassava,Chalky,44.38,45
Farm_03165,FRM03165,Kano,Soybean,Loam,48.49,54
Farm_03166,FRM03166,Plateau,Yam,Chalky,10.28,40
Farm_03167,FRM03167,Niger,Millet,Chalky,23.24,78
Farm_03168,FRM03168,Oyo,Millet,Sandy,45.88,44
Farm_03169,FRM03169,Benue,Yam,Silt,39.16,78
Farm_03170,FRM03170,Benue,Maize,Chalky,0.58,93
Farm_03171,FRM03171,Oyo,Rice,Loam,15.71,88
Farm_03172,FRM03172,Kano,Tomato,Sandy,47.28,57
Farm_03173,FRM03173,Ogun,Sorghum,Clay,19.07,97
Farm_03174,FRM03174,Oyo,Millet,Chalky,33.87,94
Farm_03175,FRM03175,Plateau,Rice,Chalky,14.51,46
Farm_03176,FRM03176,Enugu,Rice,Chalky,5.7,49
Farm_03177,FRM03177,Bauchi,Yam,Clay,47.43,90
Farm_03178,FRM03178,Oyo,Maize,Loam,39.22,83
Farm_03179,FRM03179,Bauchi,Soybean,Loam,42.67,78
Farm_03180,FRM03180,Benue,Cassava,Silt,44.14,55
Farm_03181,FRM03181,Niger,Yam,Sandy,49.58,43
Farm_03182,FRM03182,Kaduna,Millet,Loam,26.54,95
Farm_03183,FRM03183,Benue,Cassava,Sandy,2.54,71
Farm_03184,FRM03184,Plateau,Sorghum,Silt,4.09,96
Farm_03185,FRM03185,Enugu,Cassava,Silt,11.15,54
Farm_03186,FRM03186,Benue,Soybean,Chalky,38.8,50
Farm_03187,FRM03187,Oyo,Millet,Silt,6.16,81
Farm_03188,FRM03188,Enugu,Yam,Loam,6.43,46
Farm_03189,FRM03189,Enugu,Tomato,Silt,12.12,65
Farm_03190,FRM03190,Nasarawa,Sorghum,Clay,35.52,67
Farm_03191,FRM03191,Kaduna,Maize,Peaty,19.62,67
Farm_03192,FRM03192,Ogun,Sorghum,Loam,48.52,96
Farm_03193,FRM03193,Nasarawa,Sorghum,Loam,49.7,81
Farm_03194,FRM03194,Ogun,Yam,Clay,32.79,64
Farm_03195,FRM03195,Ogun,Tomato,Sandy,30.43,90
Farm_03196,FRM03196,Oyo,Maize,Clay,19.52,96
Farm_03197,FRM03197,Nasarawa,Maize,Sandy,26.59,49
Farm_03198,FRM03198,Nasarawa,Tomato,Silt,28.03,80
Farm_03199,FRM03199,Plateau,Tomato,Sandy,22.76,53
Farm_03200,FRM03200,Kaduna,Tomato,Silt,8.27,43
Farm_03201,FRM03201,Niger,Tomato,Silt,2.98,42
Farm_03202,FRM03202,Oyo,Cassava,Chalky,23.73,86
Farm_03203,FRM03203,Nasarawa,Yam,Chalky,10.97,78
Farm_03204,FRM03204,Niger,Soybean,Silt,23.99,45
Farm_03205,FRM03205,Enugu,Tomato,Silt,37.07,58
Farm_03206,FRM03206,Kaduna,Cassava,Sandy,1.37,96
Farm_03207,FRM03207,Plateau,Cassava,Peaty,37.01,94
Farm_03208,FRM03208,Nasarawa,Soybean,Chalky,42.9,78
Farm_03209,FRM03209,Enugu,Sorghum,Peaty,43.68,81
Farm_03210,FRM03210,Oyo,Soybean,Sandy,13.86,45
Farm_03211,FRM03211,Niger,Yam,Sandy,20.32,95
Farm_03212,FRM03212,Kano,Soybean,Peaty,16.09,91
Farm_03213,FRM03213,Bauchi,Yam,Loam,37.45,96
Farm_03214,FRM03214,Bauchi,Tomato,Sandy,25.06,85
Farm_03215,FRM03215,Kano,Yam,Sandy,16.39,68
Farm_03216,FRM03216,Plateau,Sorghum,Silt,19.86,52
Farm_03217,FRM03217,Oyo,Maize,Clay,23.8,95
Farm_03218,FRM03218,Plateau,Millet,Loam,29.03,75
Farm_03219,FRM03219,Ogun,Tomato,Sandy,47.47,77
Farm_03220,FRM03220,Niger,Rice,Chalky,36.64,75
Farm_03221,FRM03221,Benue,Cassava,Chalky,18.01,85
Farm_03222,FRM03222,Kaduna,Millet,Loam,22.92,97
Farm_03223,FRM03223,Bauchi,Soybean,Loam,3.02,47
Farm_03224,FRM03224,Benue,Soybean,Clay,17.82,67
Farm_03225,FRM03225,Benue,Yam,Silt,6.26,56
Farm_03226,FRM03226,Benue,Soybean,Peaty,13.12,80
Farm_03227,FRM03227,Benue,Maize,Chalky,16.84,76
Farm_03228,FRM03228,Plateau,Yam,Peaty,43.58,93
Farm_03229,FRM03229,Oyo,Tomato,Peaty,40.25,98
Farm_03230,FRM03230,Oyo,Maize,Silt,25.54,67
Farm_03231,FRM03231,Bauchi,Millet,Chalky,29.98,59
Farm_03232,FRM03232,Benue,Soybean,Chalky,4.22,58
Farm_03233,FRM03233,Bauchi,Tomato,Chalky,46.94,80
Farm_03234,FRM03234,Nasarawa,Tomato,Peaty,45.54,40
Farm_03235,FRM03235,Bauchi,Rice,Peaty,25.93,53
Farm_03236,FRM03236,Niger,Yam,Loam,8.97,89
Farm_03237,FRM03237,Kano,Yam,Clay,22.29,93
Farm_03238,FRM03238,Nasarawa,Rice,Chalky,15.29,54
Farm_03239,FRM03239,Plateau,Cassava,Loam,47.68,57
Farm_03240,FRM03240,Kaduna,Cassava,Clay,12.12,58
Farm_03241,FRM03241,Bauchi,Maize,Clay,23.28,79
Farm_03242,FRM03242,Nasarawa,Sorghum,Peaty,3.66,94
Farm_03243,FRM03243,Kaduna,Sorghum,Sandy,14.92,87
Farm_03244,FRM03244,Kaduna,Rice,Clay,3.39,72
Farm_03245,FRM03245,Kaduna,Maize,Clay,38.41,64
Farm_03246,FRM03246,Kaduna,Millet,Sandy,8.57,52
Farm_03247,FRM03247,Ogun,Maize,Loam,48.5,49
Farm_03248,FRM03248,Kano,Yam,Sandy,41.07,90
Farm_03249,FRM03249,Bauchi,Tomato,Sandy,34.44,84
Farm_03250,FRM03250,Niger,Tomato,Chalky,15.08,86
Farm_03251,FRM03251,Oyo,Rice,Sandy,7.29,42
Farm_03252,FRM03252,Kaduna,Cassava,Sandy,26.23,42
Farm_03253,FRM03253,Nasarawa,Maize,Silt,40.43,51
Farm_03254,FRM03254,Benue,Yam,Clay,8.59,47
Farm_03255,FRM03255,Benue,Cassava,Clay,30.06,99
Farm_03256,FRM03256,Nasarawa,Maize,Silt,48.88,63
Farm_03257,FRM03257,Kano,Tomato,Sandy,4.92,57
Farm_03258,FRM03258,Oyo,Sorghum,Peaty,23.7,75
Farm_03259,FRM03259,Ogun,Rice,Peaty,20.51,82
Farm_03260,FRM03260,Benue,Soybean,Peaty,19.8,43
Farm_03261,FRM03261,Plateau,Yam,Silt,35.78,98
Farm_03262,FRM03262,Plateau,Yam,Clay,33.88,99
Farm_03263,FRM03263,Benue,Millet,Clay,47.97,89
Farm_03264,FRM03264,Nasarawa,Rice,Peaty,21.87,78
Farm_03265,FRM03265,Kano,Tomato,Silt,21.48,97
Farm_03266,FRM03266,Enugu,Rice,Sandy,23.19,44
Farm_03267,FRM03267,Nasarawa,Yam,Silt,13.22,87
Farm_03268,FRM03268,Benue,Sorghum,Chalky,23.92,71
Farm_03269,FRM03269,Benue,Cassava,Silt,15.1,42
Farm_03270,FRM03270,Nasarawa,Tomato,Peaty,28.65,68
Farm_03271,FRM03271,Niger,Cassava,Chalky,34.9,50
Farm_03272,FRM03272,Niger,Maize,Clay,49.62,67
Farm_03273,FRM03273,Nasarawa,Sorghum,Sandy,8.4,99
Farm_03274,FRM03274,Benue,Rice,Loam,44.01,84
Farm_03275,FRM03275,Benue,Maize,Sandy,1.74,69
Farm_03276,FRM03276,Oyo,Cassava,Chalky,10.03,96
Farm_03277,FRM03277,Bauchi,Cassava,Loam,1.29,93
Farm_03278,FRM03278,Oyo,Yam,Loam,47.42,54
Farm_03279,FRM03279,Nasarawa,Soybean,Chalky,41.12,81
Farm_03280,FRM03280,Niger,Soybean,Peaty,47.75,58
