farm_id,fertilizer,kg_used
Farm_02620,NPK,69.9
Farm_02621,DAP,223.7
Farm_02622,Urea,328.5
Farm_02623,DAP,187.0
Farm_02624,NPK,287.0
Farm_02625,Urea,28.5
Farm_02626,NPK,51.2
Farm_02627,DAP,323.4
Farm_02628,NPK,347.5
Farm_02629,DAP,334.7
Farm_02630,NPK,158.0
Farm_02631,NPK,112.6
Farm_02632,DAP,99.3
Farm_02633,DAP,34.3
Farm_02634,DAP,187.4
Farm_02635,Urea,132.9
Farm_02636,NPK,99.5
Farm_02637,DAP,126.8
Farm_02638,DAP,253.6
Farm_02639,NPK,86.5
Farm_02640,Urea,158.5
Farm_02641,Urea,335.3
Farm_02642,NPK,334.5
Farm_02643,Urea,153.3
Farm_02644,Urea,95.1
Farm_02645,DAP,34.3
Farm_02646,DAP,81.6
Farm_02647,NPK,60.1
Farm_02648,NPK,88.4
Farm_02649,Urea,157.4
Farm_02650,DAP,152.3
Farm_02651,Urea,124.4
Farm_02652,DAP,311.6
Farm_02653,NPK,274.3
Farm_02654,DAP,144.0
Farm_02655,DAP,148.7
Farm_02656,NPK,47.8
Farm_02657,DAP,366.1
Farm_02658,DAP,299.5
Farm_02659,DAP,368.8
Farm_02660,DAP,256.7
Farm_02661,NPK,170.8
Farm_02662,Urea,289.6
Farm_02663,NPK,361.5
Farm_02664,NPK,381.1
Farm_02665,DAP,79.4
Farm_02666,DAP,315.5
Farm_02667,DAP,156.2
Farm_02668,DAP,164.1
Farm_02669,Urea,35.5
Farm_02670,NPK,201.5
Farm_02671,NPK,106.7
Farm_02672,Urea,117.3
Farm_02673,DAP,261.0
Farm_02674,Urea,240.9
Farm_02675,DAP,280.9
Farm_02676,Urea,299.5
Farm_02677,Urea,104.2
Farm_02678,Urea,103.7
Farm_02679,DAP,210.2
Farm_02680,Urea,62.5
Farm_02681,Urea,214.3
Farm_02682,NPK,324.1
Farm_02683,DAP,192.3
Farm_02684,DAP,163.9
Farm_02685,NPK,254.9
Farm_02686,NPK,347.7
Farm_02687,NPK,176.7
Farm_02688,DAP,135.5
Farm_02689,NPK,90.1
Farm_02690,NPK,160.8
Farm_02691,DAP,125.0
Farm_02692,NPK,27.7
Farm_02693,DAP,162.7
Farm_02694,Urea,116.9
Farm_02695,Urea,232.1
Farm_02696,NPK,79.7
Farm_02697,DAP,306.6
Farm_02698,NPK,40.5
Farm_02699,Urea,205.6
Farm_02700,Urea,345.7
Farm_02701,Urea,270.3
Farm_02702,DAP,153.7
Farm_02703,DAP,84.8
Farm_02704,Urea,237.3
Farm_02705,DAP,390.2
Farm_02706,DAP,102.5
Farm_02707,Urea,41.8
Farm_02708,NPK,341.9
Farm_02709,DAP,181.4
Farm_02710,DAP,308.9
Farm_02711,DAP,268.6
Farm_02712,DAP,389.2
Farm_02713,NPK,95.1
Farm_02714,DAP,186.0
Farm_02715,Urea,275.0
Farm_02716,DAP,277.0
Farm_02717,DAP,202.0
Farm_02718,DAP,372.9
Farm_02719,DAP,232.7
Farm_02720,NPK,163.5
Farm_02721,Urea,168.6
Farm_02722,NPK,207.6
Farm_02723,NPK,55.9
Farm_02724,DAP,213.5
Farm_02725,Urea,218.2
Farm_02726,NPK,373.8
Farm_02727,Urea,156.1
Farm_02728,NPK,295.5
Farm_02729,Urea,382.2
Farm_02730,DAP,345.1
Farm_02731,DAP,295.7
Farm_02732,NPK,52.2
Farm_02733,NPK,128.2
Farm_02734,DAP,364.9
Farm_02735,Urea,307.9
Farm_02736,DAP,277.0
Farm_02737,Urea,164.4
Farm_02738,Urea,209.8
Farm_02739,Urea,376.1
Farm_02740,DAP,324.9
Farm_02741,DAP,79.5
Farm_02742,Urea,63.4
Farm_02743,DAP,182.9
Farm_02744,Urea,21.6
Farm_02745,Urea,56.5
Farm_02746,DAP,234.3
Farm_02747,DAP,387.7
Farm_02748,NPK,318.5
Farm_02749,Urea,28.7
Farm_02750,Urea,363.9
Farm_02751,Urea,378.1
Farm_02752,DAP,299.2
Farm_02753,DAP,332.6
Farm_02754,Urea,275.2
Farm_02755,DAP,65.1
Farm_02756,DAP,382.2
Farm_02757,Urea,397.4
Farm_02758,NPK,248.5
Farm_02759,DAP,328.7
Farm_02760,DAP,337.9
Farm_02761,Urea,178.1
Farm_02762,NPK,392.6
Farm_02763,NPK,175.8
Farm_02764,Urea,212.9
Farm_02765,Urea,274.5
Farm_02766,DAP,151.7
Farm_02767,Urea,217.6
Farm_02768,Urea,107.4
Farm_02769,NPK,392.7
Farm_02770,Urea,253.9
Farm_02771,DAP,221.0
Farm_02772,Urea,47.5
Farm_02773,NPK,22.3
Farm_02774,DAP,90.0
Farm_02775,DAP,296.3
Farm_02776,NPK,208.6
Farm_02777,Urea,203.9
Farm_02778,DAP,284.4
Farm_02779,Urea,354.9
Farm_02780,NPK,95.2
Farm_02781,NPK,257.9
Farm_02782,NPK,367.4
Farm_02783,NPK,180.5
Farm_02784,DAP,185.6
Farm_02785,DAP,98.2
Farm_02786,Urea,214.5
Farm_02787,Urea,327.2
Farm_02788,Urea,349.4
Farm_02789,Urea,195.2
Farm_02790,Urea,396.1
Farm_02791,Urea,266.9
Farm_02792,Urea,194.0
Farm_02793,Urea,100.1
Farm_02794,NPK,162.3
Farm_02795,NPK,395.9
Farm_02796,DAP,85.2
Farm_02797,NPK,367.2
Farm_02798,Urea,367.5
Farm_02799,Urea,198.6
Farm_02800,NPK,356.4
Farm_02801,DAP,96.8
Farm_02802,DAP,316.6
Farm_02803,NPK,153.7
Farm_02804,DAP,79.4
Farm_02805,Urea,92.7
Farm_02806,DAP,339.5
Farm_02807,NPK,77.2
Farm_02808,NPK,46.4
Farm_02809,NPK,393.2
Farm_02810,DAP,247.5
Farm_02811,Urea,349.6
Farm_02812,NPK,81.5
Farm_02813,Urea,96.1
Farm_02814,Urea,261.6
Farm_02815,NPK,371.2
Farm_02816,NPK,347.0
Farm_02817,NPK,136.6
Farm_02818,DAP,199.1
Farm_02819,Urea,49.2
Farm_02820,NPK,85.3
Farm_02821,NPK,369.2
Farm_02822,DAP,191.3
Farm_02823,DAP,186.1
Farm_02824,NPK,186.7
Farm_02825,NPK,298.9
Farm_02826,NPK,176.1
Farm_02827,NPK,231.2
Farm_02828,DAP,233.4
Farm_02829,Urea,52.9
Farm_02830,NPK,381.4
Farm_02831,Urea,315.7
Farm_02832,Urea,352.0
Farm_02833,Urea,265.4
Farm_02834,Urea,293.1
Farm_02835,NPK,144.0
Farm_02836,NPK,274.6
Farm_02837,Urea,376.3
Farm_02838,NPK,370.1
Farm_02839,NPK,33.3
Farm_02840,DAP,139.8
Farm_02841,Urea,331.5
Farm_02842,DAP,203.9
Farm_02843,NPK,101.0
Farm_02844,Urea,396.2
Farm_02845,Urea,94.6
Farm_02846,NPK,157.5
Farm_02847,DAP,378.9
Farm_02848,NPK,202.8
Farm_02849,NPK,126.6
Farm_02850,NPK,28.5
Farm_02851,Urea,139.0
Farm_02852,DAP,131.1
Farm_02853,DAP,85.1
Farm_02854,Urea,36.2
Farm_02855,NPK,384.7
Farm_02856,Urea,65.9
Farm_02857,NPK,35.2
Farm_02858,Urea,156.5
Farm_02859,DAP,199.9
Farm_02860,Urea,301.5
Farm_02861,Urea,192.5
Farm_02862,Urea,161.4
Farm_02863,NPK,390.5
Farm_02864,Urea,241.5
Farm_02865,DAP,75.3
Farm_02866,NPK,179.2
Farm_02867,Urea,165.7
Farm_02868,DAP,388.4
Farm_02869,Urea,190.1
Farm_02870,Urea,112.2
Farm_02871,Urea,55.0
Farm_02872,NPK,63.0
Farm_02873,DAP,250.2
Farm_02874,DAP,247.1
Farm_02875,NPK,72.8
Farm_02876,DAP,76.9
Farm_02877,NPK,63.2
Farm_02878,DAP,273.3
Farm_02879,DAP,20.4
Farm_02880,NPK,361.7
Farm_02881,DAP,397.4
Farm_02882,Urea,327.8
Farm_02883,Urea,391.3
Farm_02884,DAP,57.8
Farm_02885,NPK,333.8
Farm_02886,Urea,277.9
Farm_02887,NPK,25.6
Farm_02888,Urea,314.1
Farm_02889,Urea,75.7
Farm_02890,DAP,333.7
Farm_02891,DAP,248.3
Farm_02892,DAP,383.9
Farm_02893,Urea,41.8
Farm_02894,NPK,174.1
Farm_02895,NPK,315.8
Farm_02896,Urea,140.4
Farm_02897,DAP,132.5
Farm_02898,DAP,124.7
Farm_02899,Urea,43.1
Farm_02900,NPK,272.1
Farm_02901,DAP,346.3
Farm_02902,Urea,245.3
Farm_02903,NPK,46.0
Farm_02904,Urea,283.2
Farm_02905,DAP,141.5
Farm_02906,DAP,238.5
Farm_02907,DAP,218.6
Farm_02908,NPK,389.6
Farm_02909,NPK,184.5
Farm_02910,Urea,21.6
Farm_02911,Urea,242.8
Farm_02912,NPK,127.3
Farm_02913,NPK,297.1
Farm_02914,DAP,253.7
Farm_02915,DAP,140.6
Farm_02916,Urea,108.0
Farm_02917,NPK,155.5
Farm_02918,Urea,233.6
Farm_02919,NPK,75.9
Farm_02920,DAP,296.3
Farm_02921,DAP,391.1
Farm_02922,DAP,186.6
Farm_02923,NPK,279.0
Farm_02924,NPK,216.8
Farm_02925,NPK,317.4
Farm_02926,NPK,344.0
Farm_02927,DAP,27.7
Farm_02928,NPK,85.8
Farm_02929,NPK,204.8
Farm_02930,DAP,398.1
Farm_02931,NPK,59.1
Farm_02932,DAP,275.9
Farm_02933,DAP,264.5
Farm_02934,Urea,96.4
Farm_02935,Urea,322.1
Farm_02936,DAP,119.3
Farm_02937,NPK,220.1
Farm_02938,DAP,274.5
Farm_02939,NPK,197.5
Farm_02940,Urea,332.2
Farm_02941,NPK,96.3
Farm_02942,DAP,347.2
Farm_02943,NPK,248.7
Farm_02944,DAP,176.5
Farm_02945,DAP,372.9
Farm_02946,DAP,62.4
Farm_02947,NPK,31.2
Farm_02948,DAP,295.4
Farm_02949,DAP,185.2
Farm_02950,DAP,197.0
Farm_02951,Urea,119.6
Farm_02952,NPK,56.1
Farm_02953,NPK,136.2
Farm_02954,NPK,27.7
Farm_02955,Urea,375.8
Farm_02956,DAP,173.5
Farm_02957,NPK,380.8
Farm_02958,Urea,269.1
Farm_02959,NPK,37.6
Farm_02960,Urea,397.2
Farm_02961,DAP,284.6
Farm_02962,Urea,197.6
Farm_02963,NPK,202.7
Farm_02964,Urea,269.5
Farm_02965,NPK,253.7
Farm_02966,NPK,347.1
Farm_02967,Urea,345.5
Farm_02968,Urea,224.6
Farm_02969,Urea,362.0
Farm_02970,Urea,389.0
Farm_02971,NPK,283.8
Farm_02972,DAP,210.4
Farm_02973,Urea,126.3
Farm_02974,Urea,387.8
Farm_02975,NPK,181.1
Farm_02976,Urea,109.2
Farm_02977,NPK,267.5
Farm_02978,Urea,199.8
Farm_02979,Urea,163.3
Farm_02980,DAP,333.4
Farm_02981,Urea,195.5
Farm_02982,NPK,124.2
Farm_02983,NPK,205.1
Farm_02984,NPK,93.9
Farm_02985,Urea,340.6
Farm_02986,DAP,111.3
Farm_02987,DAP,174.6
Farm_02988,Urea,280.6
Farm_02989,DAP,101.1
Farm_02990,DAP,361.7
Farm_02991,DAP,182.2
Farm_02992,DAP,26.9
Farm_02993,DAP,344.6
Farm_02994,NPK,105.3
Farm_02995,DAP,209.1
Farm_02996,NPK,71.2
Farm_02997,NPK,290.1
Farm_02998,Urea,74.2
Farm_02999,Urea,246.3
Farm_03000,Urea,91.7
Farm_03001,NPK,175.5
Farm_03002,NPK,152.2
Farm_03003,Urea,63.7
Farm_03004,DAP,280.3
Farm_03005,DAP,321.0
Farm_03006,NPK,69.9
Farm_03007,DAP,141.7
Farm_03008,DAP,278.3
Farm_03009,Urea,327.9
Farm_03010,DAP,369.2
Farm_03011,Urea,96.5
Farm_03012,NPK,92.8
Farm_03013,DAP,162.0
Farm_03014,DAP,378.8
Farm_03015,NPK,240.0
Farm_03016,NPK,80.7
Farm_03017,Urea,33.3
Farm_03018,DAP,301.3
Farm_03019,NPK,315.4
Farm_03020,Urea,103.4
Farm_03021,DAP,159.6
Farm_03022,NPK,35.8
Farm_03023,Urea,45.0
Farm_03024,NPK,27.2
Farm_03025,Urea,34.4
Farm_03026,NPK,179.8
Farm_03027,Urea,163.6
Farm_03028,Urea,304.6
Farm_03029,NPK,298.7
Farm_03030,Urea,86.1
Farm_03031,NPK,44.8
Farm_03032,DAP,41.9
Farm_03033,DAP,109.9
Farm_03034,NPK,105.4
Farm_03035,Urea,43.7
Farm_03036,NPK,399.4
Farm_03037,NPK,299.9
Farm_03038,DAP,161.0
Farm_03039,DAP,351.4
Farm_03040,DAP,141.3
Farm_03041,DAP,244.0
Farm_03042,Urea,297.2
Farm_03043,Urea,273.6
Farm_03044,NPK,380.8
Farm_03045,NPK,323.7
Farm_03046,DAP,67.1
Farm_03047,Urea,365.7
Farm_03048,NPK,169.1
Farm_03049,Urea,363.4
Farm_03050,DAP,48.9
Farm_03051,DAP,107.7
Farm_03052,DAP,251.8
Farm_03053,DAP,103.5
Farm_03054,Urea,194.4
Farm_03055,DAP,309.3
Farm_03056,NPK,369.2
Farm_03057,Urea,221.4
Farm_03058,Urea,71.1
Farm_03059,Urea,269.3
Farm_03060,DAP,31.1
Farm_03061,NPK,205.3
Farm_03062,Urea,326.6
Farm_03063,NPK,124.9
Farm_03064,Urea,214.1
Farm_03065,DAP,328.1
Farm_03066,Urea,228.1
Farm_03067,DAP,25.4
Farm_03068,DAP,324.9
Farm_03069,DAP,282.4
Farm_03070,NPK,246.0
Farm_03071,Urea,352.0
Farm_03072,NPK,29.1
Farm_03073,NPK,123.2
Farm_03074,Urea,40.2
Farm_03075,Urea,225.2
Farm_03076,Urea,203.6
Farm_03077,Urea,350.1
Farm_03078,DAP,246.9
Farm_03079,NPK,39.9
Farm_03080,Urea,22.0
Farm_03081,NPK,29.0
Farm_03082,NPK,116.7
Farm_03083,Urea,329.3
Farm_03084,NPK,53.3
Farm_03085,DAP,376.3
Farm_03086,DAP,275.6
Farm_03087,Urea,98.7
Farm_03088,NPK,228.3
Farm_03089,Urea,187.8
Farm_03090,Urea,177.7
Farm_03091,NPK,268.5
Farm_03092,Urea,288.2
Farm_03093,Urea,119.4
Farm_03094,NPK,163.0
Farm_03095,DAP,207.7
Farm_03096,Urea,177.9
Farm_03097,DAP,175.4
Farm_03098,DAP,52.1
Farm_03099,Urea,44.5
Farm_03100,DAP,233.1
Farm_03101,DAP,269.4
Farm_03102,Urea,389.5
Farm_03103,NPK,167.9
Farm_03104,NPK,255.6
Farm_03105,DAP,202.7
Farm_03106,Urea,116.3
Farm_03107,DAP,189.0
Farm_03108,DAP,339.8
Farm_03109,NPK,320.6
Farm_03110,DAP,326.0
Farm_03111,DAP,334.0
Farm_03112,NPK,333.8
Farm_03113,DAP,367.8
Farm_03114,NPK,234.5
Farm_03115,DAP,165.4
Farm_03116,DAP,219.1
Farm_03117,Urea,103.7
Farm_03118,Urea,212.3
Farm_03119,NPK,307.2
Farm_03120,DAP,375.3
Farm_03121,DAP,160.1
Farm_03122,Urea,377.6
Farm_03123,NPK,307.3
Farm_03124,DAP,66.6
Farm_03125,Urea,22.9
Farm_03126,DAP,376.3
Farm_03127,DAP,238.9
Farm_03128,NPK,345.6
Farm_03129,DAP,246.5
Farm_03130,NPK,260.0
Farm_03131,NPK,69.1
Farm_03132,DAP,223.2
Farm_03133,Urea,373.8
Farm_03134,NPK,383.8
Farm_03135,Urea,298.1
Farm_03136,DAP,319.1
Farm_03137,DAP,65.9
Farm_03138,DAP,54.3
Farm_03139,NPK,82.7
Farm_03140,Urea,383.6
Farm_03141,NPK,374.0
Farm_03142,NPK,107.6
Farm_03143,NPK,156.7
Farm_03144,Urea,317.4
Farm_03145,Urea,295.3
Farm_03146,DAP,114.4
Farm_03147,DAP,368.8
Farm_03148,DAP,303.7
Farm_03149,NPK,48.2
Farm_03150,Urea,258.6
Farm_03151,Urea,357.1
Farm_03152,DAP,150.3
Farm_03153,DAP,75.7
Farm_03154,NPK,309.3
Farm_03155,NPK,218.1
Farm_03156,NPK,381.8
Farm_03157,NPK,328.4
Farm_03158,NPK,113.7
Farm_03159,NPK,249.2
Farm_03160,NPK,284.9
Farm_03161,Urea,20.4
Farm_03162,Urea,384.9
Farm_03163,Urea,263.2
Farm_03164,Urea,210.1
Farm_03165,DAP,201.2
Farm_03166,Urea,192.9
Farm_03167,NPK,314.1
Farm_03168,NPK,106.2
Farm_03169,Urea,79.1
Farm_03170,Urea,381.6
Farm_03171,Urea,27.1
Farm_03172,NPK,99.5
Farm_03173,DAP,347.3
Farm_03174,Urea,88.3
Farm_03175,Urea,283.5
Farm_03176,NPK,340.5
Farm_03177,NPK,138.2
Farm_03178,Urea,242.6
Farm_03179,Urea,377.3
Farm_03180,DAP,143.0
Farm_03181,NPK,330.4
Farm_03182,NPK,157.1
Farm_03183,DAP,370.9
Farm_03184,DAP,395.4
Farm_03185,NPK,313.8
Farm_03186,NPK,325.3
Farm_03187,DAP,210.0
Farm_03188,Urea,213.7
Farm_03189,NPK,95.0
Farm_03190,DAP,358.7
Farm_03191,NPK,211.5
Farm_03192,DAP,202.9
Farm_03193,NPK,332.9
Farm_03194,DAP,380.7
Farm_03195,Urea,320.7
Farm_03196,Urea,278.4
Farm_03197,DAP,256.8
Farm_03198,Urea,123.0
Farm_03199,Urea,128.3
Farm_03200,Urea,106.0
Farm_03201,DAP,351.8
Farm_03202,Urea,389.4
Farm_03203,Urea,395.6
Farm_03204,DAP,293.8
Farm_03205,Urea,60.7
Farm_03206,NPK,241.0
Farm_03207,NPK,249.7
Farm_03208,Urea,64.5
Farm_03209,NPK,338.5
Farm_03210,DAP,220.6
Farm_03211,NPK,287.1
Farm_03212,DAP,238.4
Farm_03213,NPK,226.0
Farm_03214,NPK,298.0
Farm_03215,DAP,168.1
Farm_03216,NPK,249.9
Farm_03217,Urea,309.2
Farm_03218,DAP,206.1
Farm_03219,NPK,138.3
Farm_03220,Urea,362.5
Farm_03221,NPK,282.0
Farm_03222,Urea,82.2
Farm_03223,DAP,366.9
Farm_03224,DAP,231.0
Farm_03225,DAP,211.1
Farm_03226,NPK,253.7
Farm_03227,DAP,154.0
Farm_03228,Urea,34.3
Farm_03229,Urea,66.1
Farm_03230,Urea,192.2
Farm_03231,NPK,125.6
Farm_03232,Urea,81.4
Farm_03233,NPK,365.4
Farm_03234,Urea,194.7
Farm_03235,DAP,240.8
Farm_03236,NPK,124.3
Farm_03237,Urea,317.9
Farm_03238,NPK,347.7
Farm_03239,Urea,205.9
Farm_03240,Urea,77.2
Farm_03241,NPK,93.2
Farm_03242,NPK,105.7
Farm_03243,NPK,296.1
Farm_03244,NPK,364.0
Farm_03245,NPK,232.5
Farm_03246,NPK,176.3
Farm_03247,DAP,126.1
Farm_03248,Urea,345.5
Farm_03249,Urea,198.8
Farm_03250,Urea,122.8
Farm_03251,NPK,386.0
Farm_03252,Urea,34.4
Farm_03253,NPK,383.4
Farm_03254,Urea,58.0
Farm_03255,NPK,374.9
Farm_03256,Urea,246.4
Farm_03257,DAP,358.3
Farm_03258,DAP,258.2
Farm_03259,Urea,385.0
Farm_03260,NPK,222.2
Farm_03261,Urea,228.4
Farm_03262,DAP,101.0
Farm_03263,NPK,154.5
Farm_03264,DAP,129.7
Farm_03265,DAP,208.3
Farm_03266,DAP,207.4
Farm_03267,NPK,373.0
Farm_03268,Urea,187.4
Farm_03269,NPK,333.4
Farm_03270,Urea,23.3
Farm_03271,DAP,350.1
Farm_03272,DAP,151.2
Farm_03273,NPK,236.2
Farm_03274,DAP,250.8
Farm_03275,NPK,153.9
Farm_03276,NPK,100.4
Farm_03277,NPK,214.0
Farm_03278,DAP,395.4
Farm_03279,DAP,157.9
Farm_03280,NPK,293.1
Farm_03281,Urea,160.6
Farm_03282,DAP,339.0
Farm_03283,DAP,240.0
Farm_03284,DAP,128.6
Farm_03285,Urea,242.8
Farm_03286,Urea,109.8
Farm_03287,Urea,180.1
Farm_03288,NPK,177.9
Farm_03289,DAP,68.7
Farm_03290,NPK,346.1
Farm_03291,Urea,24.0
Farm_03292,DAP,99.8
Farm_03293,DAP,149.9
Farm_03294,NPK,34.0
Farm_03295,NPK,223.5
Farm_03296,NPK,386.0
Farm_03297,NPK,316.2
Farm_03298,DAP,180.4
Farm_03299,Urea,394.4
Farm_03300,Urea,235.9
Farm_03301,Urea,313.1
Farm_03302,Urea,290.6
Farm_03303,DAP,43.2
Farm_03304,NPK,80.3
Farm_03305,DAP,323.6
Farm_03306,NPK,330.0
Farm_03307,NPK,388.0
Farm_03308,DAP,179.4
Farm_03309,NPK,252.1
Farm_03310,NPK,226.7
Farm_03311,Urea,131.5
Farm_03312,Urea,369.0
Farm_03313,DAP,127.3
Farm_03314,NPK,316.8
Farm_03315,DAP,39.6
Farm_03316,DAP,94.8
Farm_03317,DAP,378.1
Farm_03318,NPK,205.1
Farm_03319,Urea,322.1
Farm_03320,Urea,176.9
Farm_03321,Urea,99.3
Farm_03322,NPK,212.0
Farm_03323,Urea,60.3
Farm_03324,NPK,272.0
Farm_03325,NPK,147.5
Farm_03326,NPK,261.9
Farm_03327,DAP,257.0
Farm_03328,Urea,48.9
Farm_03329,Urea,206.7
Farm_03330,NPK,64.6
Farm_03331,Urea,153.8
Farm_03332,DAP,306.1
Farm_03333,Urea,334.9
Farm_03334,NPK,100.5
Farm_03335,NPK,243.3
Farm_03336,Urea,374.7
Farm_03337,DAP,238.9
Farm_03338,NPK,205.4
Farm_03339,NPK,261.2
Farm_03340,NPK,234.4
Farm_03341,DAP,294.5
Farm_03342,NPK,59.2
Farm_03343,Urea,371.9
Farm_03344,DAP,283.7
Farm_03345,Urea,267.2
Farm_03346,DAP,150.2
Farm_03347,DAP,399.0
Farm_03348,NPK,137.5
Farm_03349,NPK,45.1
Farm_03350,NPK,390.4
Farm_03351,DAP,77.7
Farm_03352,DAP,174.0
Farm_03353,DAP,393.9
Farm_03354,NPK,398.4
Farm_03355,DAP,49.9
Farm_03356,Urea,137.8
Farm_03357,DAP,310.4
Farm_03358,NPK,45.2
Farm_03359,DAP,341.3
Farm_03360,DAP,127.5
Farm_03361,DAP,33.5
Farm_03362,DAP,230.0
Farm_03363,Urea,199.0
Farm_03364,Urea,335.8
Farm_03365,DAP,219.8
Farm_03366,Urea,35.3
Farm_03367,Urea,203.8
Farm_03368,DAP,203.2
Farm_03369,NPK,32.1
Farm_03370,NPK,69.4
Farm_03371,DAP,127.0
Farm_03372,NPK,262.2
Farm_03373,NPK,122.9
Farm_03374,NPK,203.4
Farm_03375,DAP,362.8
Farm_03376,DAP,122.2
Farm_03377,DAP,151.2
Farm_03378,NPK,328.6
Farm_03379,NPK,187.8
Farm_03380,NPK,357.2
Farm_03381,Urea,370.5
Farm_03382,DAP,164.5
Farm_03383,DAP,163.8
Farm_03384,Urea,218.7
Farm_03385,Urea,235.4
Farm_03386,NPK,382.7
Farm_03387,NPK,145.1
Farm_03388,DAP,105.1
Farm_03389,Urea,375.1
Farm_03390,Urea,270.9
Farm_03391,Urea,171.5
Farm_03392,DAP,399.5
Farm_03393,DAP,179.8
Farm_03394,NPK,357.8
Farm_03395,Urea,219.1
Farm_03396,DAP,247.9
Farm_03397,DAP,180.8
Farm_03398,DAP,104.8
Farm_03399,DAP,208.6
Farm_03400,Urea,196.3
Farm_03401,NPK,31.0
Farm_03402,NPK,356.3
Farm_03403,Urea,397.6
Farm_03404,DAP,219.2
Farm_03405,Urea,149.6
Farm_03406,NPK,382.0
Farm_03407,Urea,158.0
Farm_03408,NPK,166.3
Farm_03409,Urea,280.5
Farm_03410,DAP,391.9
Farm_03411,Urea,147.2
Farm_03412,DAP,133.6
Farm_03413,DAP,78.0
Farm_03414,NPK,248.9
Farm_03415,Urea,89.4
Farm_03416,NPK,251.9
Farm_03417,Urea,276.5
Farm_03418,DAP,296.6
Farm_03419,Urea,285.6
Farm_03420,Urea,251.9
Farm_03421,DAP,39.6
Farm_03422,Urea,297.6
Farm_03423,Urea,136.4
Farm_03424,Urea,295.1
Farm_03425,NPK,195.9
Farm_03426,DAP,398.0
Farm_03427,DAP,226.9
Farm_03428,Urea,271.5
Farm_03429,Urea,59.4
Farm_03430,Urea,256.5
Farm_03431,NPK,298.4
Farm_03432,DAP,315.6
Farm_03433,Urea,324.1
Farm_03434,Urea,283.9
Farm_03435,Urea,27.1
Farm_03436,NPK,101.3
Farm_03437,NPK,29.2
Farm_03438,DAP,321.7
Farm_03439,Urea,256.3
Farm_03440,DAP,79.6
Farm_03441,Urea,318.5
Farm_03442,NPK,332.7
Farm_03443,DAP,281.0
Farm_03444,DAP,131.6
Farm_03445,DAP,283.1
Farm_03446,DAP,126.0
Farm_03447,NPK,125.7
Farm_03448,NPK,87.6
Farm_03449,DAP,399.0
Farm_03450,NPK,351.0
Farm_03451,Urea,165.1
Farm_03452,Urea,89.4
Farm_03453,DAP,87.3
Farm_03454,NPK,114.0
Farm_03455,Urea,267.6
Farm_03456,Urea,27.6
Farm_03457,Urea,356.2
Farm_03458,NPK,365.8
Farm_03459,NPK,155.1
Farm_03460,NPK,328.8
Farm_03461,NPK,306.9
Farm_03462,Urea,179.4
Farm_03463,DAP,286.3
Farm_03464,NPK,279.4
Farm_03465,Urea,387.7
Farm_03466,DAP,58.0
Farm_03467,Urea,102.1
Farm_03468,Urea,118.8
Farm_03469,Urea,90.5
Farm_03470,Urea,327.0
Farm_03471,NPK,352.0
Farm_03472,Urea,115.9
Farm_03473,NPK,181.9
Farm_03474,NPK,224.1
Farm_03475,DAP,133.0
Farm_03476,NPK,182.5
Farm_03477,NPK,50.6
Farm_03478,Urea,370.6
Farm_03479,DAP,256.7
Farm_03480,DAP,298.8
Farm_03481,NPK,377.1
Farm_03482,DAP,162.7
Farm_03483,NPK,245.5
Farm_03484,NPK,328.0
Farm_03485,DAP,32.7
Farm_03486,NPK,165.1
Farm_03487,DAP,235.0
Farm_03488,DAP,168.8
Farm_03489,DAP,74.8
Farm_03490,DAP,27.1
Farm_03491,Urea,175.5
Farm_03492,DAP,177.9
Farm_03493,Urea,40.2
Farm_03494,Urea,292.2
Farm_03495,NPK,391.4
Farm_03496,NPK,119.7
Farm_03497,DAP,249.3
Farm_03498,Urea,373.0
Farm_03499,Urea,120.8
Farm_03500,NPK,295.5
Farm_03501,Urea,55.9
Farm_03502,DAP,236.9
Farm_03503,NPK,370.6
Farm_03504,DAP,262.7
Farm_03505,DAP,298.5
Farm_03506,DAP,165.2
Farm_03507,NPK,312.6
Farm_03508,NPK,89.6
Farm_03509,Urea,99.9
Farm_03510,NPK,77.3
Farm_03511,DAP,351.4
Farm_03512,DAP,53.6
Farm_03513,NPK,100.2
Farm_03514,NPK,226.3
Farm_03515,DAP,48.9
Farm_03516,NPK,171.1
Farm_03517,DAP,221.8
Farm_03518,DAP,85.6
Farm_03519,DAP,180.3
Farm_03520,Urea,86.3
Farm_03521,DAP,36.0
Farm_03522,Urea,339.2
Farm_03523,DAP,302.8
Farm_03524,DAP,319.8
Farm_03525,DAP,252.5
Farm_03526,NPK,241.7
Farm_03527,NPK,187.4
Farm_03528,NPK,384.0
Farm_03529,DAP,143.5
Farm_03530,Urea,97.6
Farm_03531,Urea,31.9
Farm_03532,Urea,279.7
Farm_03533,Urea,235.7
Farm_03534,DAP,171.5
Farm_03535,DAP,349.4
Farm_03536,NPK,205.0
Farm_03537,DAP,289.0
Farm_03538,NPK,86.5
Farm_03539,NPK,160.3
Farm_03540,NPK,257.7
Farm_03541,Urea,97.2
Farm_03542,DAP,199.5
Farm_03543,NPK,266.2
Farm_03544,NPK,282.1
Farm_03545,Urea,210.4
Farm_03546,DAP,255.5
Farm_03547,NPK,40.9
Farm_03548,NPK,106.3
Farm_03549,DAP,328.3
Farm_03550,DAP,188.5
Farm_03551,DAP,224.3
