market_id,region,crop,price_usd_ton
MKT052,Oyo,Yam,664.16
MKT043,Bauchi,Yam,876.97
MKT091,Ogun,Soybean,636.0
MKT065,Enugu,Millet,128.46
MKT074,Oyo,Cassava,345.82
MKT009,Oyo,Soybean,206.83
MKT002,Benue,Yam,138.71
MKT053,Nasarawa,Soybean,452.93
MKT054,Niger,Yam,604.24
MKT068,Niger,Cassava,656.19
MKT077,Plateau,Maize,171.46
MKT070,Kano,Soybean,778.9
MKT047,Kano,Sorghum,583.27
MKT029,Niger,Tomato,679.46
MKT089,Benue,Cassava,505.2
MKT002,Oyo,Cassava,244.13
MKT084,Kaduna,Rice,716.85
MKT009,Plateau,Cassava,721.28
MKT092,Benue,Tomato,741.12
MKT021,Enugu,Yam,782.04
MKT011,Benue,Millet,195.58
MKT010,Niger,Soybean,789.73
MKT037,Niger,Millet,145.58
MKT004,Oyo,Rice,793.68
MKT056,Benue,Rice,358.03
MKT085,Enugu,Tomato,208.59
MKT066,Ogun,Tomato,421.61
MKT026,Ogun,Soybean,570.82
MKT075,Benue,Yam,894.83
MKT060,Ogun,Rice,783.27
MKT061,Benue,Millet,252.47
MKT018,Niger,Tomato,655.2
MKT086,Bauchi,Millet,775.36
MKT038,Nasarawa,Sorghum,861.38
MKT087,Kano,Yam,607.96
MKT066,Kaduna,Yam,593.53
MKT035,Plateau,Tomato,331.97
MKT043,Kano,Cassava,335.8
MKT007,Ogun,Yam,406.85
MKT080,Kano,Tomato,600.24
MKT074,Enugu,Millet,410.29
MKT039,Kano,Tomato,362.11
MKT060,Niger,Tomato,202.58
MKT003,Kaduna,Yam,323.68
MKT081,Kaduna,Soybean,793.16
MKT003,Nasarawa,Rice,501.28
MKT016,Kaduna,Cassava,767.36
MKT041,Ogun,Sorghum,334.81
MKT092,Ogun,Soybean,708.71
MKT051,Kaduna,Cassava,796.4
MKT087,Nasarawa,Sorghum,249.56
MKT077,Ogun,Soybean,164.21
MKT080,Plateau,Yam,411.87
MKT054,Niger,Maize,215.74
MKT044,Niger,Tomato,714.3
MKT006,Kano,Yam,253.52
MKT075,Ogun,Tomato,180.15
MKT013,Ogun,Sorghum,803.96
MKT031,Bauchi,Soybean,202.83
MKT083,Niger,Rice,798.01
MKT028,Kaduna,Cassava,374.6
MKT087,Benue,Yam,714.48
MKT094,Nasarawa,Maize,179.82
MKT023,Oyo,Yam,415.69
MKT029,Bauchi,Maize,765.11
MKT033,Bauchi,Cassava,478.03
MKT001,Kano,Soybean,264.64
MKT002,Nasarawa,Maize,894.89
MKT013,Plateau,Soybean,326.81
MKT037,Kano,Soybean,557.54
MKT029,Bauchi,Yam,523.79
MKT069,Bauchi,Soybean,859.67
MKT075,Oyo,Yam,447.49
MKT062,Kano,Soybean,209.9
MKT086,Niger,Millet,854.69
MKT012,Niger,Rice,123.09
MKT030,Ogun,Sorghum,858.94
MKT011,Niger,Maize,514.81
MKT057,Ogun,Tomato,717.67
MKT093,Kano,Rice,626.37
MKT093,Enugu,Maize,643.66
MKT058,Enugu,Rice,734.87
MKT015,Plateau,Cassava,156.64
MKT074,Oyo,Soybean,466.31
MKT063,Benue,Maize,546.46
MKT076,Oyo,Cassava,298.1
MKT071,Nasarawa,Millet,824.94
MKT091,Niger,Millet,637.89
MKT080,Enugu,Sorghum,743.17
MKT028,Enugu,Tomato,764.33
MKT003,Kaduna,Tomato,575.56
MKT040,Kaduna,Maize,524.64
MKT085,Enugu,Millet,762.6
MKT007,Bauchi,Cassava,151.67
MKT080,Niger,Cassava,441.14
MKT020,Enugu,Cassava,688.2
MKT096,Enugu,Maize,199.03
MKT064,Niger,Soybean,383.71
MKT084,Ogun,Soybean,279.52
MKT090,Kano,Soybean,202.67
MKT081,Bauchi,Maize,456.07
MKT034,Benue,Yam,862.84
MKT028,Kaduna,Soybean,406.64
MKT083,Kano,Yam,868.53
MKT052,Niger,Cassava,789.89
MKT075,Bauchi,Yam,451.83
MKT014,Benue,Rice,388.97
MKT077,Nasarawa,Soybean,175.84
MKT025,Nasarawa,Millet,670.92
MKT047,Plateau,Millet,167.33
MKT012,Niger,Millet,253.55
MKT009,Oyo,Cassava,179.12
MKT060,Ogun,Tomato,373.1
MKT075,Bauchi,Tomato,254.32
MKT076,Plateau,Cassava,432.27
MKT093,Oyo,Millet,133.47
MKT029,Kaduna,Cassava,342.18
MKT024,Niger,Sorghum,823.45
MKT051,Kano,Rice,535.34
MKT038,Enugu,Tomato,454.32
MKT059,Kaduna,Soybean,758.81
MKT069,Ogun,Rice,480.42
MKT057,Oyo,Yam,651.61
MKT085,Kaduna,Rice,867.21
MKT035,Oyo,Yam,609.12
MKT095,Plateau,Yam,725.55
MKT058,Kano,Rice,203.75
MKT064,Kaduna,Maize,878.09
MKT045,Kaduna,Rice,694.66
MKT027,Nasarawa,Rice,129.67
MKT089,Kano,Rice,455.87
MKT063,Kano,Rice,370.13
MKT079,Plateau,Millet,583.02
MKT071,Niger,Maize,768.48
MKT044,Kaduna,Millet,646.05
MKT071,Nasarawa,Soybean,870.47
MKT029,Nasarawa,Rice,770.35
MKT037,Ogun,Tomato,705.96
MKT018,Bauchi,Cassava,568.79
MKT008,Bauchi,Yam,847.38
MKT023,Ogun,Rice,764.03
MKT049,Plateau,Soybean,511.09
MKT016,Kaduna,Soybean,622.76
MKT022,Enugu,Yam,727.01
MKT078,Niger,Rice,307.58
MKT005,Plateau,Soybean,521.52
MKT054,Nasarawa,Rice,240.58
MKT068,Nasarawa,Millet,630.37
MKT095,Benue,Cassava,885.7
MKT061,Niger,Rice,730.1
MKT031,Niger,Soybean,652.27
MKT066,Niger,Sorghum,681.55
MKT003,Niger,Soybean,431.47
MKT005,Kano,Tomato,151.0
MKT075,Oyo,Maize,270.77
MKT041,Bauchi,Rice,191.0
MKT018,Ogun,Yam,857.5
MKT044,Enugu,Cassava,371.89
MKT010,Niger,Millet,685.94
MKT072,Benue,Rice,786.0
MKT076,Kano,Yam,183.64
MKT008,Benue,Millet,260.43
MKT006,Enugu,Millet,735.91
MKT016,Benue,Maize,736.88
MKT012,Bauchi,Millet,459.05
MKT020,Ogun,Rice,425.86
MKT013,Ogun,Yam,130.25
MKT086,Plateau,Soybean,821.67
MKT073,Plateau,Cassava,747.55
MKT056,Oyo,Millet,697.92
MKT053,Benue,Maize,716.6
MKT052,Oyo,Cassava,162.24
MKT018,Kaduna,Rice,185.0
MKT012,Niger,Millet,518.15
MKT036,Bauchi,Millet,558.27
MKT012,Kano,Soybean,631.43
MKT005,Plateau,Rice,331.38
MKT034,Enugu,Rice,819.63
MKT025,Enugu,Soybean,233.71
MKT015,Plateau,Soybean,831.1
MKT076,Oyo,Millet,696.66
MKT100,Kano,Maize,248.8
MKT048,Kano,Millet,657.24
MKT035,Plateau,Tomato,428.21
MKT021,Nasarawa,Soybean,685.84
MKT043,Kaduna,Millet,699.37
MKT033,Ogun,Sorghum,680.9
MKT068,Bauchi,Cassava,305.11
MKT046,Ogun,Yam,200.43
MKT095,Plateau,Sorghum,723.02
MKT075,Ogun,Soybean,272.95
MKT052,Kaduna,Soybean,840.45
MKT072,Enugu,Yam,875.54
MKT021,Nasarawa,Tomato,125.91
MKT016,Kaduna,Soybean,347.49
MKT012,Bauchi,Sorghum,479.73
MKT045,Niger,Yam,267.61
MKT038,Nasarawa,Cassava,292.22
MKT015,Plateau,Millet,759.04
MKT072,Benue,Yam,633.48
MKT034,Oyo,Maize,474.57
MKT021,Benue,Soybean,703.06
MKT041,Oyo,Maize,566.92
MKT031,Bauchi,Soybean,604.64
MKT008,Plateau,Rice,259.97
MKT070,Plateau,Cassava,146.01
MKT007,Ogun,Yam,817.56
MKT058,Oyo,Cassava,832.69
MKT047,Ogun,Yam,440.95
MKT072,Niger,Maize,612.74
MKT021,Oyo,Tomato,205.22
MKT035,Enugu,Soybean,658.79
MKT014,Nasarawa,Yam,560.55
MKT042,Bauchi,Tomato,198.68
MKT095,Nasarawa,Rice,682.49
MKT004,Enugu,Cassava,384.83
MKT094,Oyo,Tomato,591.78
MKT020,Enugu,Soybean,431.22
MKT074,Kano,Tomato,161.47
MKT055,Bauchi,Yam,229.51
MKT017,Benue,Sorghum,812.12
MKT068,Niger,Maize,387.67
MKT054,Kaduna,Sorghum,501.32
MKT054,Bauchi,Rice,788.49
MKT005,Plateau,Soybean,742.97
MKT003,Kano,Cassava,514.55
MKT037,Bauchi,Yam,411.15
MKT072,Enugu,Cassava,752.52
MKT070,Enugu,Cassava,847.72
MKT009,Niger,Tomato,760.07
MKT075,Kaduna,Tomato,521.44
MKT096,Enugu,Cassava,885.62
MKT092,Nasarawa,Yam,437.36
MKT055,Nasarawa,Rice,141.91
MKT077,Plateau,Maize,392.14
MKT074,Bauchi,Cassava,459.89
MKT073,Benue,Sorghum,822.13
MKT009,Enugu,Cassava,184.69
MKT065,Niger,Sorghum,869.21
MKT077,Bauchi,Cassava,637.11
MKT076,Enugu,Tomato,319.09
MKT079,Nasarawa,Millet,520.56
MKT018,Nasarawa,Maize,687.94
MKT033,Bauchi,Yam,852.45
MKT099,Plateau,Rice,646.25
MKT043,Benue,Millet,792.68
MKT077,Nasarawa,Maize,364.84
MKT012,Enugu,Yam,161.13
MKT066,Enugu,Maize,545.56
MKT087,Kaduna,Cassava,536.0
MKT079,Enugu,Rice,123.89
MKT049,Benue,Millet,866.07
MKT021,Plateau,Tomato,521.1
MKT017,Benue,Soybean,541.51
MKT029,Kano,Millet,612.76
MKT088,Enugu,Sorghum,764.24
MKT058,Plateau,Millet,856.43
MKT022,Plateau,Maize,292.02
MKT057,Kaduna,Cassava,872.45
MKT095,Ogun,Tomato,392.68
MKT037,Oyo,Soybean,665.39
MKT022,Ogun,Rice,167.23
MKT029,Benue,Cassava,537.6
MKT026,Benue,Soybean,658.0
MKT003,Oyo,Yam,773.44
MKT006,Enugu,Cassava,512.38
MKT018,Ogun,Sorghum,137.81
MKT008,Enugu,Sorghum,495.57
MKT081,Ogun,Millet,610.95
MKT033,Benue,Sorghum,563.47
MKT058,Nasarawa,Rice,893.13
MKT002,Kaduna,Sorghum,146.82
MKT074,Kaduna,Maize,309.5
MKT012,Benue,Millet,610.23
MKT012,Nasarawa,Cassava,429.68
MKT049,Plateau,Yam,231.03
MKT029,Benue,Rice,190.66
MKT056,Kano,Sorghum,773.02
MKT077,Ogun,Tomato,216.48
MKT088,Bauchi,Rice,149.91
MKT058,Kaduna,Sorghum,771.83
MKT077,Plateau,Sorghum,729.19
MKT048,Kano,Tomato,540.11
MKT072,Ogun,Rice,307.55
MKT064,Kaduna,Tomato,574.42
MKT074,Bauchi,Yam,159.77
MKT060,Ogun,Cassava,439.29
MKT052,Ogun,Cassava,892.57
MKT036,Bauchi,Millet,582.49
MKT098,Enugu,Maize,285.61
MKT073,Niger,Millet,249.93
MKT025,Benue,Cassava,500.01
MKT064,Enugu,Yam,408.69
MKT064,Enugu,Yam,135.13
MKT024,Enugu,Sorghum,375.78
MKT042,Kano,Maize,823.95
MKT051,Niger,Millet,507.2
MKT053,Bauchi,Sorghum,466.77
MKT003,Niger,Sorghum,265.54
MKT045,Kaduna,Tomato,501.3
MKT009,Nasarawa,Maize,311.25
MKT001,Ogun,Rice,660.44
MKT075,Plateau,Soybean,465.79
MKT011,Kano,Sorghum,807.44
MKT077,Kano,Cassava,293.46
MKT001,Kaduna,Soybean,574.52
MKT091,Plateau,Millet,262.88
MKT008,Ogun,Millet,719.39
MKT030,Bauchi,Maize,456.89
MKT046,Oyo,Sorghum,149.12
MKT002,Oyo,Rice,775.99
MKT054,Nasarawa,Yam,292.83
MKT077,Niger,Cassava,252.97
MKT048,Kaduna,Cassava,688.79
MKT099,Nasarawa,Tomato,296.1
MKT062,Niger,Maize,154.93
MKT089,Kaduna,Millet,230.81
MKT031,Kaduna,Yam,406.61
MKT088,Enugu,Tomato,735.89
MKT098,Kano,Yam,523.83
MKT052,Benue,Tomato,526.8
MKT060,Enugu,Soybean,173.04
MKT061,Ogun,Millet,176.8
MKT075,Kaduna,Soybean,302.67
MKT017,Niger,Tomato,549.85
MKT088,Benue,Rice,510.82
MKT067,Ogun,Millet,254.31
MKT091,Niger,Cassava,509.76
MKT063,Bauchi,Rice,657.04
MKT014,Enugu,Soybean,697.17
MKT003,Ogun,Tomato,169.48
MKT021,Oyo,Maize,513.23
MKT011,Kaduna,Sorghum,668.46
MKT004,Plateau,Soybean,795.81
MKT001,Nasarawa,Soybean,664.71
MKT046,Kaduna,Rice,887.92
MKT049,Enugu,Soybean,811.53
MKT046,Ogun,Maize,625.5
MKT009,Oyo,Millet,219.95
MKT085,Nasarawa,Tomato,537.84
MKT048,Niger,Soybean,694.84
MKT022,Plateau,Rice,414.25
MKT094,Ogun,Maize,487.77
MKT018,Nasarawa,Cassava,708.88
MKT086,Kaduna,Maize,665.0
MKT085,Ogun,Sorghum,207.96
MKT068,Benue,Soybean,769.68
MKT034,Nasarawa,Millet,831.02
MKT035,Kaduna,Sorghum,599.02
MKT018,Enugu,Rice,571.4
MKT067,Bauchi,Millet,579.52
MKT008,Nasarawa,Rice,378.8
MKT073,Niger,Tomato,802.35
MKT019,Kaduna,Sorghum,483.0
MKT039,Niger,Tomato,399.96
MKT014,Oyo,Tomato,441.28
MKT016,Ogun,Rice,696.03
MKT056,Plateau,Sorghum,539.67
MKT089,Plateau,Maize,503.46
MKT018,Oyo,Yam,496.83
MKT081,Ogun,Cassava,794.76
MKT073,Kaduna,Maize,136.3
MKT060,Enugu,Maize,708.11
MKT082,Bauchi,Soybean,788.34
MKT050,Benue,Maize,471.67
MKT021,Kano,Maize,515.29
MKT061,Nasarawa,Millet,759.99
MKT098,Kano,Rice,205.16
MKT031,Nasarawa,Maize,761.81
MKT071,Plateau,Maize,552.08
MKT026,Kaduna,Soybean,742.13
MKT087,Plateau,Maize,633.17
MKT024,Enugu,Soybean,677.29
MKT073,Benue,Cassava,680.34
MKT089,Nasarawa,Cassava,292.01
MKT030,Enugu,Soybean,623.62
MKT088,Enugu,Rice,669.56
MKT097,Bauchi,Maize,131.05
MKT079,Nasarawa,Sorghum,286.89
MKT013,Kaduna,Rice,271.41
MKT097,Niger,Rice,668.95
MKT017,Enugu,Millet,625.85
MKT024,Plateau,Yam,594.61
MKT008,Bauchi,Soybean,607.14
MKT057,Oyo,Maize,710.08
MKT038,Benue,Soybean,567.04
MKT038,Oyo,Tomato,816.1
MKT078,Oyo,Maize,898.25
MKT018,Plateau,Soybean,680.61
MKT099,Kano,Soybean,574.48
MKT071,Niger,Millet,401.67
MKT040,Plateau,Tomato,645.94
MKT099,Nasarawa,Sorghum,572.48
MKT074,Bauchi,Rice,466.73
MKT006,Nasarawa,Maize,786.19
MKT018,Bauchi,Millet,416.36
MKT021,Kano,Yam,396.95
MKT040,Kano,Tomato,564.76
MKT022,Kano,Sorghum,215.36
MKT098,Kano,Soybean,422.19
MKT072,Enugu,Millet,506.53
MKT068,Enugu,Tomato,665.71
MKT067,Kano,Sorghum,215.72
MKT094,Enugu,Rice,742.73
MKT023,Benue,Rice,752.79
MKT085,Nasarawa,Soybean,529.56
MKT075,Enugu,Cassava,156.92
MKT046,Nasarawa,Tomato,229.07
MKT013,Kaduna,Soybean,226.18
MKT015,Bauchi,Rice,314.44
MKT082,Niger,Sorghum,478.32
MKT050,Kano,Tomato,176.51
MKT015,Benue,Yam,408.55
MKT006,Ogun,Maize,150.27
MKT043,Nasarawa,Yam,138.7
MKT025,Ogun,Yam,519.92
MKT100,Plateau,Tomato,865.67
MKT045,Kano,Soybean,344.68
MKT027,Nasarawa,Soybean,253.05
MKT001,Niger,Rice,247.09
MKT082,Bauchi,Yam,582.56
MKT098,Bauchi,Sorghum,805.76
MKT099,Benue,Tomato,870.09
MKT029,Ogun,Sorghum,457.63
MKT033,Ogun,Yam,517.04
MKT016,Nasarawa,Millet,890.14
MKT009,Bauchi,Maize,508.99
MKT099,Kaduna,Maize,163.91
MKT080,Enugu,Yam,132.82
MKT020,Benue,Soybean,638.86
MKT076,Bauchi,Millet,279.55
MKT072,Oyo,Sorghum,726.54
MKT015,Kano,Tomato,502.53
MKT051,Oyo,Sorghum,890.0
MKT042,Enugu,Cassava,669.28
MKT088,Oyo,Rice,459.02
MKT028,Kano,Cassava,411.3
MKT018,Kaduna,Cassava,399.52
MKT054,Kano,Sorghum,851.79
MKT085,Niger,Soybean,562.45
MKT054,Kaduna,Rice,732.35
MKT032,Nasarawa,Yam,751.24
MKT093,Ogun,Soybean,478.94
MKT073,Benue,Sorghum,627.29
MKT076,Benue,Tomato,670.32
MKT043,Bauchi,Millet,527.2
MKT032,Kaduna,Millet,666.5
MKT085,Oyo,Maize,858.79
MKT050,Oyo,Millet,885.5
MKT007,Oyo,Sorghum,187.98
MKT070,Enugu,Cassava,470.88
MKT053,Oyo,Tomato,652.05
MKT097,Ogun,Tomato,189.18
MKT028,Kano,Yam,281.34
MKT039,Benue,Rice,362.6
MKT040,Nasarawa,Yam,598.49
MKT021,Nasarawa,Yam,760.38
MKT017,Benue,Yam,841.75
MKT074,Nasarawa,Maize,242.56
MKT002,Oyo,Yam,181.98
MKT083,Enugu,Soybean,384.25
MKT094,Nasarawa,Soybean,576.11
MKT062,Plateau,Maize,861.12
MKT084,Ogun,Millet,155.2
MKT050,Bauchi,Soybean,571.43
MKT054,Niger,Rice,798.36
MKT028,Plateau,Soybean,635.55
MKT053,Kano,Sorghum,279.99
MKT078,Plateau,Soybean,322.71
MKT004,Benue,Soybean,487.78
MKT018,Ogun,Rice,688.11
MKT046,Bauchi,Millet,360.93
MKT073,Enugu,Millet,472.63
MKT040,Nasarawa,Maize,211.75
MKT010,Kano,Sorghum,586.4
MKT070,Niger,Cassava,384.97
MKT023,Nasarawa,Soybean,627.54
MKT009,Kaduna,Rice,154.49
MKT020,Plateau,Sorghum,853.52
MKT097,Bauchi,Rice,756.46
MKT075,Kaduna,Soybean,197.78
MKT014,Niger,Millet,416.95
MKT094,Kano,Tomato,665.29
MKT019,Plateau,Cassava,227.23
MKT059,Oyo,Yam,526.73
MKT096,Niger,Tomato,137.08
MKT091,Oyo,Rice,845.71
MKT085,Niger,Sorghum,796.06
MKT058,Nasarawa,Tomato,226.56
MKT023,Nasarawa,Yam,234.67
MKT084,Niger,Maize,857.28
MKT073,Niger,Yam,477.07
MKT041,Kaduna,Cassava,150.42
MKT034,Benue,Cassava,835.39
MKT053,Ogun,Millet,435.37
MKT090,Kano,Maize,156.92
MKT061,Benue,Millet,358.4
MKT002,Oyo,Maize,314.37
MKT069,Plateau,Millet,428.94
MKT064,Kano,Soybean,698.3
MKT030,Bauchi,Cassava,509.22
MKT077,Oyo,Cassava,477.29
MKT051,Kaduna,Tomato,652.68
MKT065,Bauchi,Soybean,883.88
MKT067,Oyo,Yam,645.34
MKT059,Kaduna,Yam,247.75
MKT019,Niger,Tomato,149.8
MKT005,Oyo,Sorghum,794.53
MKT088,Kano,Maize,134.91
MKT063,Bauchi,Rice,403.37
MKT093,Ogun,Soybean,388.9
MKT058,Kaduna,Maize,455.69
MKT037,Bauchi,Tomato,856.87
MKT078,Benue,Cassava,562.76
MKT048,Enugu,Rice,400.48
MKT005,Bauchi,Cassava,761.41
MKT091,Kano,Millet,860.03
MKT053,Oyo,Cassava,462.67
MKT097,Plateau,Cassava,307.19
MKT089,Kaduna,Maize,309.01
MKT070,Niger,Rice,591.7
MKT010,Bauchi,Yam,803.42
MKT014,Kaduna,Sorghum,514.22
MKT077,Enugu,Soybean,322.59
MKT049,Kaduna,Cassava,473.8
MKT052,Plateau,Soybean,147.15
MKT043,Enugu,Tomato,763.03
MKT022,Nasarawa,Tomato,122.43
MKT068,Bauchi,Sorghum,594.07
MKT053,Kano,Yam,282.86
MKT002,Enugu,Soybean,262.22
MKT087,Niger,Sorghum,724.0
MKT005,Kano,Cassava,708.32
MKT061,Plateau,Millet,838.3
MKT022,Nasarawa,Maize,318.39
MKT038,Plateau,Soybean,174.52
MKT098,Kano,Maize,398.05
MKT060,Niger,Sorghum,871.22
MKT026,Bauchi,Soybean,259.14
MKT028,Enugu,Tomato,722.02
MKT075,Bauchi,Rice,120.38
MKT080,Benue,Yam,182.75
MKT037,Niger,Maize,247.18
MKT093,Bauchi,Yam,825.87
MKT078,Kano,Maize,483.58
MKT070,Kano,Tomato,488.49
MKT039,Ogun,Yam,746.25
MKT014,Ogun,Rice,566.33
MKT083,Benue,Yam,647.53
MKT062,Nasarawa,Tomato,191.23
MKT024,Nasarawa,Cassava,344.92
MKT008,Bauchi,Rice,125.59
MKT096,Benue,Maize,301.13
MKT053,Benue,Sorghum,532.38
MKT008,Bauchi,Yam,188.74
MKT001,Ogun,Soybean,863.97
MKT076,Enugu,Sorghum,227.17
MKT083,Benue,Rice,712.31
MKT009,Enugu,Millet,292.97
MKT085,Kano,Yam,242.87
MKT028,Kano,Soybean,748.03
MKT030,Plateau,Cassava,360.8
MKT043,Benue,Maize,886.05
MKT068,Kaduna,Millet,572.98
MKT042,Nasarawa,Millet,539.36
MKT025,Kaduna,Tomato,826.98
MKT024,Oyo,Yam,504.22
MKT058,Bauchi,Millet,536.66
MKT064,Ogun,Millet,567.19
MKT002,Benue,Maize,878.01
MKT071,Niger,Soybean,561.5
MKT008,Enugu,Cassava,449.5
MKT091,Bauchi,Maize,229.95
MKT007,Kano,Yam,131.57
MKT077,Benue,Maize,252.49
MKT054,Ogun,Cassava,179.77
MKT095,Oyo,Tomato,635.08
MKT081,Kano,Soybean,804.55
MKT092,Enugu,Rice,306.64
MKT072,Benue,Cassava,265.19
MKT084,Benue,Yam,830.63
MKT019,Kano,Tomato,365.26
MKT086,Kano,Soybean,147.02
MKT030,Kaduna,Yam,536.42
MKT023,Niger,Cassava,233.01
MKT098,Nasarawa,Yam,265.64
MKT039,Niger,Sorghum,802.94
MKT017,Ogun,Millet,501.7
MKT090,Plateau,Rice,480.4
MKT049,Enugu,Rice,394.2
MKT094,Kano,Maize,283.79
MKT007,Oyo,Yam,687.68
MKT021,Nasarawa,Tomato,643.34
MKT081,Enugu,Yam,410.37
MKT051,Benue,Sorghum,598.85
MKT035,Kano,Tomato,645.1
MKT012,Nasarawa,Yam,784.84
MKT024,Benue,Yam,463.72
MKT013,Oyo,Soybean,629.51
MKT077,Oyo,Millet,556.37
MKT090,Kaduna,Yam,597.91
MKT015,Bauchi,Millet,375.8
MKT031,Oyo,Sorghum,321.31
MKT018,Nasarawa,Yam,517.54
MKT073,Bauchi,Maize,461.66
MKT056,Kaduna,Cassava,812.5
MKT027,Kaduna,Millet,812.76
MKT064,Bauchi,Tomato,592.22
MKT092,Plateau,Sorghum,556.77
MKT063,Benue,Millet,264.52
MKT042,Nasarawa,Maize,843.29
MKT040,Bauchi,Cassava,210.05
MKT032,Kaduna,Millet,293.61
MKT030,Enugu,Sorghum,303.5
MKT050,Bauchi,Maize,527.92
MKT008,Kaduna,Cassava,749.64
MKT031,Niger,Cassava,287.5
MKT038,Nasarawa,Sorghum,881.35
MKT081,Nasarawa,Millet,874.04
MKT100,Enugu,Maize,715.75
MKT034,Kano,Millet,237.92
MKT020,Kaduna,Tomato,566.88
MKT012,Kano,Soybean,734.5
MKT026,Niger,Tomato,768.25
MKT015,Ogun,Maize,497.61
MKT027,Niger,Maize,367.94
MKT063,Benue,Maize,373.41
MKT088,Nasarawa,Millet,540.99
MKT022,Enugu,Tomato,565.53
MKT091,Enugu,Yam,289.39
MKT033,Kano,Maize,437.07
MKT072,Kaduna,Sorghum,199.34
MKT041,Niger,Yam,428.37
MKT024,Kano,Cassava,154.68
MKT019,Kaduna,Sorghum,805.29
MKT075,Nasarawa,Yam,139.96
MKT066,Kaduna,Cassava,866.71
MKT036,Ogun,Yam,546.0
MKT018,Enugu,Millet,675.72
MKT012,Nasarawa,Rice,638.5
MKT091,Plateau,Soybean,445.6
MKT044,Plateau,Maize,588.06
MKT068,Ogun,Yam,620.92
MKT079,Oyo,Millet,797.71
MKT089,Enugu,Yam,493.63
MKT008,Benue,Yam,829.3
MKT079,Ogun,Cassava,243.01
MKT096,Oyo,Yam,326.89
MKT063,Nasarawa,Sorghum,569.61
MKT081,Niger,Yam,411.25
MKT005,Niger,Sorghum,203.38
MKT096,Ogun,Maize,296.73
MKT015,Kano,Maize,666.97
MKT017,Enugu,Yam,669.14
MKT033,Nasarawa,Maize,391.76
MKT005,Kaduna,Maize,608.37
MKT070,Nasarawa,Millet,696.85
MKT036,Kano,Sorghum,375.22
MKT036,Kaduna,Millet,298.6
MKT013,Kaduna,Maize,839.77
MKT052,Oyo,Millet,380.46
MKT087,Niger,Sorghum,653.64
MKT005,Kano,Yam,755.28
MKT051,Kano,Soybean,173.92
MKT011,Enugu,Yam,630.99
MKT036,Niger,Millet,324.01
MKT090,Plateau,Maize,235.45
MKT042,Ogun,Rice,861.13
MKT095,Nasarawa,Millet,611.07
MKT003,Niger,Tomato,296.24
MKT030,Kano,Maize,480.52
MKT075,Bauchi,Soybean,368.94
MKT095,Oyo,Sorghum,401.34
MKT020,Oyo,Sorghum,348.73
MKT035,Enugu,Yam,415.22
MKT022,Kano,Tomato,124.11
MKT092,Benue,Tomato,422.27
MKT055,Kaduna,Soybean,732.31
MKT014,Kano,Yam,826.02
MKT093,Kaduna,Rice,875.39
MKT070,Plateau,Soybean,348.31
MKT035,Enugu,Sorghum,487.92
MKT033,Enugu,Yam,879.29
MKT044,Kaduna,Tomato,479.73
MKT072,Kano,Maize,148.34
MKT053,Kano,Cassava,424.87
MKT042,Plateau,Rice,423.71
MKT008,Kaduna,Sorghum,143.77
MKT088,Niger,Millet,295.95
MKT046,Kaduna,Tomato,819.6
MKT092,Enugu,Tomato,408.22
MKT059,Benue,Millet,476.09
MKT025,Benue,Tomato,676.17
MKT100,Niger,Rice,620.64
MKT060,Ogun,Cassava,846.01
MKT065,Oyo,Cassava,376.71
MKT057,Kano,Tomato,382.18
MKT067,Kano,Millet,703.21
MKT056,Nasarawa,Sorghum,205.72
MKT069,Benue,Maize,838.61
MKT034,Benue,Rice,223.99
MKT083,Kaduna,Tomato,551.94
MKT073,Kaduna,Millet,497.18
MKT070,Bauchi,Cassava,575.21
MKT065,Oyo,Rice,224.5
MKT004,Benue,Tomato,849.3
MKT057,Niger,Millet,541.2
MKT049,Nasarawa,Maize,856.0
MKT003,Benue,Millet,586.05
MKT064,Nasarawa,Maize,545.94
MKT045,Bauchi,Yam,867.74
MKT098,Kaduna,Sorghum,724.02
MKT064,Niger,Tomato,272.76
MKT090,Bauchi,Rice,199.48
MKT006,Niger,Cassava,516.98
MKT057,Kano,Yam,194.69
MKT017,Oyo,Maize,772.01
MKT087,Plateau,Rice,602.9
MKT047,Benue,Sorghum,713.01
MKT083,Nasarawa,Maize,394.68
MKT046,Niger,Tomato,278.23
MKT041,Niger,Yam,279.86
MKT032,Oyo,Rice,419.96
MKT079,Kaduna,Sorghum,719.06
MKT092,Nasarawa,Millet,582.51
MKT061,Plateau,Cassava,584.09
MKT055,Benue,Rice,383.97
MKT022,Oyo,Millet,436.27
MKT030,Niger,Maize,822.71
MKT089,Ogun,Soybean,427.58
MKT043,Bauchi,Tomato,827.98
MKT022,Plateau,Maize,409.4
MKT021,Ogun,Yam,224.24
MKT010,Nasarawa,Rice,590.35
MKT053,Plateau,Millet,244.6
MKT041,Oyo,Rice,705.59
MKT061,Nasarawa,Maize,793.76
MKT074,Benue,Cassava,689.25
MKT085,Bauchi,Millet,679.88
MKT014,Kano,Rice,423.47
MKT010,Ogun,Millet,203.18
MKT071,Nasarawa,Soybean,245.89
MKT060,Plateau,Cassava,693.0
MKT074,Bauchi,Soybean,533.32
MKT096,Kano,Rice,537.93
MKT068,Plateau,Rice,499.07
MKT074,Niger,Soybean,869.69
MKT071,Ogun,Rice,187.79
