farm_id,soil,ph,nitrogen,phosphorus,potassium
Farm_02266,Sandy,4.89,0.546,32.1,81.3
Farm_02267,Chalky,5.96,0.407,29.9,70.6
Farm_02268,Chalky,6.43,0.435,49.0,71.7
Farm_02269,Clay,6.48,0.573,13.2,91.1
Farm_02270,Silt,7.78,0.218,21.0,72.7
Farm_02271,Clay,4.98,0.18,19.2,195.6
Farm_02272,Sandy,7.66,0.08,47.2,62.1
Farm_02273,Chalky,4.9,0.569,42.7,208.5
Farm_02274,Sandy,5.54,0.077,24.0,135.8
Farm_02275,Clay,5.61,0.173,18.2,240.0
Farm_02276,Chalky,6.36,0.13,43.2,147.8
Farm_02277,Peaty,5.19,0.16,27.0,87.2
Farm_02278,Silt,6.65,0.454,27.1,139.6
Farm_02279,Loam,5.4,0.577,49.7,203.6
Farm_02280,Sandy,6.43,0.368,49.9,141.9
Farm_02281,Chalky,7.28,0.122,32.7,109.1
Farm_02282,Peaty,6.53,0.401,38.3,201.7
Farm_02283,Sandy,6.98,0.382,16.4,195.1
Farm_02284,Clay,4.96,0.392,48.1,128.5
Farm_02285,Loam,6.26,0.268,33.7,207.1
Farm_02286,Sandy,6.46,0.067,35.0,129.0
Farm_02287,Loam,5.63,0.31,36.5,240.3
Farm_02288,Loam,6.34,0.102,13.2,73.5
Farm_02289,Peaty,5.12,0.419,44.4,145.7
Farm_02290,Sandy,5.85,0.439,13.2,135.4
Farm_02291,Loam,5.13,0.25,29.7,48.0
Farm_02292,Clay,6.04,0.314,10.9,70.8
Farm_02293,Loam,6.79,0.215,52.2,59.1
Farm_02294,Chalky,4.81,0.138,18.2,131.6
Farm_02295,Clay,5.79,0.114,50.9,156.2
Farm_02296,Chalky,5.42,0.198,19.4,113.5
Farm_02297,Sandy,7.65,0.179,25.0,132.3
Farm_02298,Sandy,5.54,0.065,16.8,214.7
Farm_02299,Loam,7.79,0.398,13.6,162.0
Farm_02300,Chalky,7.56,0.132,43.6,43.1
Farm_02301,Clay,7.17,0.432,17.6,87.3
Farm_02302,Loam,5.2,0.525,42.3,147.4
Farm_02303,Chalky,7.64,0.466,7.0,195.8
Farm_02304,Sandy,5.72,0.506,12.8,145.9
Farm_02305,Silt,5.19,0.452,44.4,196.8
Farm_02306,Peaty,6.79,0.054,47.1,111.0
Farm_02307,Peaty,5.11,0.23,41.6,58.2
Farm_02308,Loam,6.75,0.298,17.4,44.0
Farm_02309,Peaty,5.31,0.579,12.9,209.4
Farm_02310,Peaty,6.97,0.404,38.1,242.7
Farm_02311,Peaty,6.88,0.379,49.8,49.2
Farm_02312,Clay,5.89,0.513,41.3,182.6
Farm_02313,Chalky,6.96,0.425,51.5,228.5
Farm_02314,Sandy,5.25,0.492,41.2,101.3
Farm_02315,Loam,6.86,0.339,19.2,232.6
Farm_02316,Silt,7.54,0.566,12.6,214.4
Farm_02317,Chalky,6.59,0.069,21.6,103.9
Farm_02318,Clay,5.05,0.113,45.5,77.7
Farm_02319,Loam,6.03,0.41,40.5,92.8
Farm_02320,Clay,7.3,0.452,54.3,136.2
Farm_02321,Silt,5.66,0.549,50.9,214.5
Farm_02322,Silt,6.69,0.27,29.0,67.7
Farm_02323,Chalky,5.99,0.398,27.9,129.8
Farm_02324,Clay,5.9,0.352,51.8,80.6
Farm_02325,Loam,7.22,0.231,50.2,234.5
Farm_02326,Silt,4.83,0.295,35.3,247.9
Farm_02327,Clay,7.2,0.591,41.3,188.7
Farm_02328,Peaty,5.27,0.587,27.3,212.0
Farm_02329,Sandy,7.61,0.359,23.4,179.0
Farm_02330,Loam,5.31,0.314,18.6,213.0
Farm_02331,Loam,5.38,0.565,8.8,117.8
Farm_02332,Chalky,7.07,0.255,41.9,171.3
Farm_02333,Chalky,7.05,0.252,53.1,200.5
Farm_02334,Sandy,7.55,0.452,16.0,182.9
Farm_02335,Silt,6.86,0.334,41.2,134.6
Farm_02336,Loam,6.36,0.549,53.8,217.0
Farm_02337,Silt,7.22,0.375,43.1,101.4
Farm_02338,Sandy,4.9,0.502,41.9,84.1
Farm_02339,Sandy,5.76,0.449,6.6,100.2
Farm_02340,Loam,5.13,0.531,31.1,178.7
Farm_02341,Sandy,5.84,0.291,44.6,176.8
Farm_02342,Peaty,4.87,0.258,38.8,79.3
Farm_02343,Loam,4.87,0.381,51.2,153.7
Farm_02344,Loam,7.55,0.393,14.5,164.2
Farm_02345,Loam,6.86,0.441,32.0,110.9
Farm_02346,Chalky,6.92,0.593,31.0,136.3
Farm_02347,Sandy,6.28,0.59,38.8,80.7
Farm_02348,Silt,7.8,0.169,49.0,144.5
Farm_02349,Clay,5.76,0.337,48.4,222.2
Farm_02350,Loam,5.5,0.166,20.1,195.5
Farm_02351,Silt,5.17,0.115,52.3,230.4
Farm_02352,Peaty,5.67,0.342,21.0,45.9
Farm_02353,Clay,7.47,0.572,31.6,99.9
Farm_02354,Peaty,5.82,0.44,31.0,187.2
Farm_02355,Loam,6.12,0.51,36.4,198.5
Farm_02356,Silt,5.89,0.409,38.2,205.3
Farm_02357,Loam,5.55,0.361,53.3,205.8
Farm_02358,Clay,7.21,0.57,21.4,166.2
Farm_02359,Clay,7.63,0.243,33.2,145.2
Farm_02360,Sandy,5.48,0.15,11.7,49.2
Farm_02361,Clay,5.61,0.283,28.1,71.1
Farm_02362,Silt,7.12,0.583,22.2,60.1
Farm_02363,Clay,7.76,0.509,20.2,225.6
Farm_02364,Clay,6.47,0.553,48.3,242.1
Farm_02365,Chalky,5.04,0.11,23.6,227.5
Farm_02366,Silt,5.8,0.264,27.5,144.5
Farm_02367,Clay,5.94,0.373,8.9,189.7
Farm_02368,Chalky,6.66,0.322,27.9,209.3
Farm_02369,Peaty,5.53,0.599,31.9,88.9
Farm_02370,Clay,5.46,0.321,50.4,198.5
Farm_02371,Clay,7.74,0.257,33.1,132.4
Farm_02372,Clay,5.25,0.547,41.6,183.2
Farm_02373,Peaty,7.18,0.395,17.4,155.8
Farm_02374,Peaty,7.76,0.296,41.4,138.4
Farm_02375,Loam,5.53,0.383,17.9,228.2
Farm_02376,Peaty,6.84,0.552,28.1,134.1
Farm_02377,Chalky,5.46,0.138,5.9,46.8
Farm_02378,Silt,6.42,0.179,46.2,48.8
Farm_02379,Peaty,6.62,0.482,37.6,176.0
Farm_02380,Sandy,7.77,0.153,52.6,98.3
Farm_02381,Chalky,6.1,0.424,20.2,103.2
Farm_02382,Chalky,5.93,0.381,18.8,97.0
Farm_02383,Peaty,4.99,0.5,19.8,65.7
Farm_02384,Chalky,6.9,0.388,18.3,218.5
Farm_02385,Clay,5.44,0.254,19.6,149.6
Farm_02386,Sandy,7.5,0.34,33.1,101.5
Farm_02387,Chalky,4.8,0.082,49.6,186.5
Farm_02388,Silt,7.38,0.402,37.4,233.7
Farm_02389,Clay,5.17,0.525,45.1,116.5
Farm_02390,Loam,7.36,0.585,39.2,150.0
Farm_02391,Loam,5.98,0.197,44.0,220.9
Farm_02392,Peaty,6.19,0.493,17.2,190.3
Farm_02393,Silt,6.11,0.255,7.6,161.8
Farm_02394,Clay,6.74,0.116,12.3,224.5
Farm_02395,Chalky,7.19,0.258,44.1,145.7
Farm_02396,Silt,5.03,0.544,33.7,176.3
Farm_02397,Loam,6.01,0.125,41.5,159.3
Farm_02398,Chalky,5.35,0.291,23.5,107.4
Farm_02399,Silt,6.24,0.542,45.1,49.8
Farm_02400,Silt,7.35,0.25,53.5,86.2
Farm_02401,Peaty,5.63,0.076,26.2,206.2
Farm_02402,Peaty,6.26,0.107,38.4,86.6
Farm_02403,Chalky,5.95,0.381,6.6,239.2
Farm_02404,Sandy,5.03,0.051,15.4,132.4
Farm_02405,Peaty,7.56,0.292,49.9,212.5
Farm_02406,Silt,6.17,0.574,50.1,135.4
Farm_02407,Clay,7.42,0.551,40.6,62.2
Farm_02408,Chalky,5.05,0.563,31.5,239.0
Farm_02409,Chalky,6.68,0.36,51.9,83.9
Farm_02410,Silt,7.47,0.392,42.6,223.1
Farm_02411,Chalky,7.63,0.121,51.9,53.2
Farm_02412,Loam,6.63,0.435,33.8,118.7
Farm_02413,Sandy,7.53,0.423,49.8,223.4
Farm_02414,Chalky,4.81,0.531,52.2,47.9
Farm_02415,Sandy,7.53,0.509,16.3,113.6
Farm_02416,Loam,5.94,0.227,19.3,43.7
Farm_02417,Loam,5.3,0.388,41.6,177.0
Farm_02418,Chalky,7.34,0.181,36.0,98.8
Farm_02419,Clay,6.25,0.17,44.5,190.9
Farm_02420,Chalky,6.33,0.201,9.7,209.3
Farm_02421,Peaty,5.63,0.373,41.9,151.4
Farm_02422,Peaty,7.5,0.327,35.6,78.9
Farm_02423,Silt,6.49,0.382,18.0,231.1
Farm_02424,Sandy,6.96,0.078,41.3,184.2
Farm_02425,Clay,5.68,0.237,36.7,114.4
Farm_02426,Sandy,7.65,0.057,24.5,73.2
Farm_02427,Peaty,7.62,0.12,19.4,93.3
Farm_02428,Sandy,5.54,0.414,30.2,167.3
Farm_02429,Peaty,7.07,0.417,42.2,173.0
Farm_02430,Peaty,5.43,0.355,25.5,195.0
Farm_02431,Chalky,7.18,0.272,46.3,142.4
Farm_02432,Chalky,7.36,0.19,44.9,240.0
Farm_02433,Sandy,5.13,0.595,33.0,181.9
Farm_02434,Loam,7.43,0.249,40.1,69.0
Farm_02435,Chalky,7.04,0.407,9.9,129.9
Farm_02436,Chalky,5.68,0.532,47.1,111.1
Farm_02437,Sandy,5.37,0.344,15.6,158.5
Farm_02438,Sandy,4.98,0.555,31.3,236.1
Farm_02439,Sandy,7.71,0.176,39.7,190.6
Farm_02440,Silt,6.35,0.192,6.0,196.8
Farm_02441,Sandy,5.89,0.219,40.7,149.0
Farm_02442,Silt,4.84,0.414,27.3,53.5
Farm_02443,Peaty,7.11,0.415,18.8,84.5
Farm_02444,Peaty,5.23,0.45,10.8,93.2
Farm_02445,Peaty,5.16,0.594,21.5,61.2
Farm_02446,Silt,5.86,0.585,14.6,230.7
Farm_02447,Silt,7.64,0.559,24.6,88.6
Farm_02448,Loam,6.38,0.334,52.8,225.1
Farm_02449,Loam,6.31,0.304,19.5,128.3
Farm_02450,Clay,5.57,0.455,13.1,81.4
Farm_02451,Clay,7.5,0.087,22.3,96.2
Farm_02452,Chalky,7.13,0.131,18.1,111.7
Farm_02453,Loam,7.39,0.308,10.3,154.9
Farm_02454,Clay,6.03,0.427,29.5,248.8
Farm_02455,Loam,7.47,0.121,10.1,137.5
Farm_02456,Clay,7.05,0.499,24.0,129.2
Farm_02457,Peaty,5.05,0.533,17.0,172.7
Farm_02458,Peaty,6.03,0.273,12.6,217.6
Farm_02459,Chalky,5.72,0.413,36.8,241.9
Farm_02460,Clay,4.96,0.394,28.6,132.9
Farm_02461,Silt,7.69,0.219,41.7,133.0
Farm_02462,Clay,5.3,0.305,14.4,188.8
Farm_02463,Chalky,6.54,0.183,30.8,40.7
Farm_02464,Sandy,5.05,0.162,19.3,109.7
Farm_02465,Clay,6.57,0.272,24.8,229.2
Farm_02466,Sandy,5.39,0.298,54.9,136.9
Farm_02467,Silt,7.57,0.336,48.9,229.2
Farm_02468,Clay,7.02,0.248,25.6,184.9
Farm_02469,Clay,7.19,0.429,8.2,161.1
Farm_02470,Sandy,6.49,0.276,42.4,153.5
Farm_02471,Clay,7.12,0.338,50.6,209.4
Farm_02472,Silt,5.71,0.508,26.8,225.1
Farm_02473,Sandy,4.84,0.535,21.2,239.5
Farm_02474,Loam,6.4,0.37,44.6,64.2
Farm_02475,Clay,5.46,0.217,29.7,127.5
Farm_02476,Loam,4.88,0.277,25.5,119.2
Farm_02477,Loam,5.53,0.578,40.9,92.7
Farm_02478,Clay,5.36,0.109,39.1,224.0
Farm_02479,Clay,7.2,0.239,23.8,218.4
Farm_02480,Peaty,5.58,0.576,40.8,228.0
Farm_02481,Loam,7.06,0.568,42.3,155.6
Farm_02482,Silt,7.0,0.161,34.1,126.5
Farm_02483,Silt,6.42,0.349,29.3,234.9
Farm_02484,Chalky,5.01,0.454,6.7,63.3
Farm_02485,Sandy,6.69,0.35,35.1,93.0
Farm_02486,Chalky,6.48,0.345,44.4,188.3
Farm_02487,Loam,5.73,0.057,50.6,181.0
Farm_02488,Sandy,7.67,0.273,40.4,186.1
Farm_02489,Sandy,6.98,0.432,37.2,196.5
Farm_02490,Silt,6.01,0.595,36.7,122.0
Farm_02491,Loam,6.7,0.387,6.8,203.9
Farm_02492,Clay,7.3,0.11,40.8,62.9
Farm_02493,Chalky,5.68,0.538,38.0,86.0
Farm_02494,Loam,6.98,0.254,37.4,147.5
Farm_02495,Peaty,6.45,0.132,33.5,246.5
Farm_02496,Clay,5.71,0.326,21.1,218.2
Farm_02497,Sandy,7.09,0.341,40.1,64.5
Farm_02498,Peaty,5.3,0.094,29.5,113.0
Farm_02499,Silt,5.85,0.477,42.6,242.8
Farm_02500,Loam,7.06,0.264,41.9,93.8
Farm_02501,Loam,5.23,0.566,23.0,51.5
Farm_02502,Silt,5.81,0.143,54.2,186.1
Farm_02503,Sandy,6.99,0.333,11.3,128.6
Farm_02504,Chalky,6.31,0.109,20.9,141.1
Farm_02505,Silt,6.04,0.199,21.2,108.3
Farm_02506,Loam,4.97,0.224,16.6,138.5
Farm_02507,Clay,6.72,0.485,23.2,233.2
Farm_02508,Sandy,6.64,0.264,35.5,126.4
Farm_02509,Peaty,4.87,0.231,9.2,127.4
Farm_02510,Chalky,6.03,0.385,25.5,146.4
Farm_02511,Peaty,6.36,0.15,54.8,72.0
Farm_02512,Peaty,7.66,0.402,52.0,73.4
Farm_02513,Chalky,7.34,0.361,37.2,189.4
Farm_02514,Sandy,6.47,0.522,9.1,230.8
Farm_02515,Sandy,7.3,0.245,26.0,106.0
Farm_02516,Peaty,5.77,0.21,33.5,156.8
Farm_02517,Chalky,7.38,0.108,10.2,66.0
Farm_02518,Peaty,4.86,0.547,35.0,164.4
Farm_02519,Peaty,6.8,0.532,34.8,159.2
Farm_02520,Silt,5.97,0.295,47.4,137.1
Farm_02521,Clay,5.32,0.254,6.0,70.6
Farm_02522,Chalky,7.05,0.099,10.4,92.4
Farm_02523,Chalky,7.53,0.142,34.7,88.6
Farm_02524,Clay,4.91,0.566,32.3,65.7
Farm_02525,Clay,5.06,0.505,26.1,55.4
Farm_02526,Sandy,6.74,0.499,31.0,132.0
Farm_02527,Peaty,5.81,0.516,24.5,68.3
Farm_02528,Chalky,5.78,0.329,12.6,116.0
Farm_02529,Sandy,7.67,0.529,30.9,110.2
Farm_02530,Chalky,5.37,0.564,36.1,134.3
Farm_02531,Peaty,6.86,0.146,31.1,206.6
Farm_02532,Sandy,5.76,0.399,43.0,43.4
Farm_02533,Loam,5.07,0.494,23.8,100.5
Farm_02534,Clay,6.78,0.367,8.6,40.8
Farm_02535,Loam,5.14,0.233,36.2,244.6
Farm_02536,Peaty,6.21,0.307,46.4,46.8
Farm_02537,Silt,7.04,0.326,10.2,231.9
Farm_02538,Peaty,5.36,0.445,52.7,209.2
Farm_02539,Silt,6.23,0.132,45.6,233.7
Farm_02540,Chalky,5.97,0.179,50.8,102.3
Farm_02541,Clay,7.69,0.435,35.2,167.4
Farm_02542,Loam,6.73,0.539,16.6,167.9
Farm_02543,Silt,6.89,0.19,10.3,86.0
Farm_02544,Sandy,5.83,0.315,42.5,117.4
Farm_02545,Peaty,6.19,0.439,31.7,200.2
Farm_02546,Clay,5.49,0.251,47.7,229.3
Farm_02547,Silt,5.49,0.16,48.5,150.1
Farm_02548,Silt,7.44,0.461,48.1,108.5
Farm_02549,Silt,6.43,0.262,25.9,172.3
Farm_02550,Clay,7.32,0.452,30.6,224.5
Farm_02551,Sandy,6.98,0.183,33.6,150.7
Farm_02552,Sandy,4.85,0.079,50.6,71.7
Farm_02553,Loam,5.5,0.257,11.2,86.5
Farm_02554,Chalky,5.33,0.204,10.4,67.6
Farm_02555,Peaty,7.46,0.204,25.9,140.7
Farm_02556,Silt,4.89,0.556,5.6,240.7
Farm_02557,Silt,6.28,0.219,49.5,86.6
Farm_02558,Silt,5.26,0.073,14.5,72.8
Farm_02559,Chalky,5.89,0.446,22.3,148.5
Farm_02560,Loam,5.61,0.131,28.2,82.9
Farm_02561,Silt,6.96,0.335,52.1,44.8
Farm_02562,Peaty,4.89,0.538,14.9,95.4
Farm_02563,Sandy,5.68,0.253,27.3,228.0
Farm_02564,Loam,7.07,0.098,43.2,166.2
Farm_02565,Sandy,5.87,0.487,24.0,52.7
Farm_02566,Peaty,4.83,0.255,12.1,160.4
Farm_02567,Sandy,5.78,0.492,26.1,54.4
Farm_02568,Clay,7.31,0.529,38.0,79.8
Farm_02569,Silt,4.83,0.266,25.1,240.4
Farm_02570,Loam,5.53,0.577,32.4,142.1
Farm_02571,Chalky,6.15,0.543,45.3,187.4
Farm_02572,Sandy,6.96,0.412,32.7,119.3
Farm_02573,Peaty,7.65,0.418,42.9,46.6
Farm_02574,Peaty,5.23,0.398,50.7,80.8
Farm_02575,Loam,6.67,0.101,30.5,149.9
Farm_02576,Clay,6.7,0.178,54.7,53.3
Farm_02577,Sandy,7.52,0.384,32.5,164.4
Farm_02578,Chalky,6.64,0.06,37.6,81.1
Farm_02579,Silt,5.72,0.194,27.2,47.0
Farm_02580,Sandy,7.19,0.28,36.5,94.7
Farm_02581,Sandy,5.98,0.314,21.6,46.3
Farm_02582,Sandy,7.79,0.428,5.8,91.0
Farm_02583,Clay,7.29,0.157,45.6,83.6
Farm_02584,Silt,7.17,0.205,40.7,73.4
Farm_02585,Silt,6.22,0.442,15.4,199.5
Farm_02586,Silt,6.46,0.218,43.9,214.0
Farm_02587,Silt,6.96,0.285,48.2,49.2
Farm_02588,Clay,4.88,0.585,8.1,205.0
Farm_02589,Silt,5.54,0.207,20.9,188.0
Farm_02590,Chalky,7.34,0.423,18.1,120.7
Farm_02591,Sandy,6.66,0.456,7.1,94.8
Farm_02592,Sandy,6.53,0.189,51.6,121.6
Farm_02593,Peaty,5.98,0.387,51.7,102.2
Farm_02594,Clay,6.49,0.451,31.6,151.6
Farm_02595,Clay,5.96,0.557,50.2,102.8
Farm_02596,Silt,5.36,0.239,41.1,97.9
Farm_02597,Clay,4.82,0.509,28.6,201.2
Farm_02598,Loam,6.1,0.265,8.1,180.9
Farm_02599,Peaty,6.02,0.474,28.1,219.9
Farm_02600,Chalky,6.02,0.3,42.4,61.9
Farm_02601,Loam,6.55,0.147,29.6,169.5
Farm_02602,Clay,6.86,0.365,24.3,193.1
Farm_02603,Peaty,7.28,0.255,45.2,148.3
Farm_02604,Chalky,7.28,0.234,13.2,248.0
Farm_02605,Sandy,5.69,0.27,9.4,129.9
Farm_02606,Chalky,5.56,0.331,15.1,161.9
Farm_02607,Clay,5.77,0.062,48.6,103.9
Farm_02608,Silt,6.55,0.14,29.2,173.1
Farm_02609,Clay,6.42,0.12,51.3,230.2
Farm_02610,Peaty,7.05,0.41,42.5,157.5
Farm_02611,Peaty,5.8,0.358,32.2,167.8
Farm_02612,Chalky,6.8,0.224,42.3,66.9
Farm_02613,Sandy,5.85,0.213,39.7,85.0
Farm_02614,Clay,5.65,0.593,26.1,148.9
Farm_02615,Peaty,7.28,0.361,23.6,185.5
Farm_02616,Loam,7.22,0.094,8.6,224.2
Farm_02617,Clay,6.82,0.504,40.2,76.0
Farm_02618,Loam,5.52,0.39,17.0,97.4
Farm_02619,Chalky,6.58,0.42,12.1,228.3
Farm_02620,Clay,6.4,0.338,9.4,68.8
Farm_02621,Silt,5.13,0.416,18.1,207.8
Farm_02622,Loam,4.84,0.48,34.0,176.1
Farm_02623,Chalky,5.66,0.411,49.4,214.3
Farm_02624,Peaty,5.51,0.162,6.1,112.1
Farm_02625,Clay,6.7,0.237,13.2,202.3
Farm_02626,Clay,6.4,0.349,40.1,128.0
Farm_02627,Peaty,6.26,0.295,23.8,83.7
Farm_02628,Chalky,5.99,0.225,39.5,238.3
Farm_02629,Chalky,6.61,0.15,46.7,249.3
Farm_02630,Clay,5.72,0.404,24.6,200.4
Farm_02631,Clay,5.48,0.158,15.9,164.4
Farm_02632,Loam,7.3,0.148,37.6,157.5
Farm_02633,Peaty,6.54,0.229,11.9,132.9
Farm_02634,Clay,6.16,0.215,43.9,94.4
Farm_02635,Chalky,5.44,0.498,53.3,183.6
Farm_02636,Clay,6.61,0.21,15.6,165.7
Farm_02637,Peaty,5.28,0.288,31.5,106.1
Farm_02638,Clay,5.01,0.238,28.0,95.0
Farm_02639,Silt,6.36,0.056,9.0,151.5
Farm_02640,Clay,5.91,0.457,48.9,110.9
Farm_02641,Loam,7.42,0.066,13.0,71.4
Farm_02642,Clay,5.4,0.591,20.9,49.0
Farm_02643,Loam,6.84,0.42,45.3,129.0
Farm_02644,Chalky,6.46,0.145,5.3,235.0
Farm_02645,Clay,7.06,0.378,23.3,111.0
Farm_02646,Clay,6.14,0.087,18.6,154.4
Farm_02647,Clay,5.16,0.35,40.6,126.7
Farm_02648,Clay,7.16,0.125,25.2,187.8
Farm_02649,Loam,5.38,0.155,38.0,183.5
Farm_02650,Clay,5.72,0.409,12.1,70.1
Farm_02651,Clay,7.05,0.587,46.9,68.3
Farm_02652,Loam,5.63,0.368,51.6,46.5
Farm_02653,Sandy,7.24,0.104,23.5,75.3
Farm_02654,Clay,5.46,0.335,26.7,167.6
Farm_02655,Loam,7.7,0.41,29.5,181.4
Farm_02656,Sandy,5.52,0.34,40.2,76.8
Farm_02657,Chalky,7.14,0.32,42.4,61.7
Farm_02658,Chalky,6.85,0.206,39.2,188.5
Farm_02659,Sandy,7.59,0.273,41.4,102.3
Farm_02660,Clay,7.59,0.285,38.2,180.2
Farm_02661,Sandy,7.33,0.052,54.0,88.1
Farm_02662,Sandy,7.72,0.175,39.2,184.5
Farm_02663,Loam,7.13,0.336,32.4,209.1
Farm_02664,Sandy,6.26,0.476,37.5,241.8
Farm_02665,Sandy,6.29,0.106,40.0,189.9
Farm_02666,Chalky,6.06,0.182,16.0,241.4
Farm_02667,Chalky,5.78,0.576,38.8,98.7
Farm_02668,Clay,6.56,0.228,48.1,238.1
Farm_02669,Silt,7.53,0.425,42.3,170.7
Farm_02670,Clay,7.58,0.536,39.6,140.7
Farm_02671,Sandy,6.72,0.428,32.5,169.9
Farm_02672,Clay,6.97,0.096,20.5,123.1
Farm_02673,Loam,6.85,0.372,54.2,221.9
Farm_02674,Peaty,5.84,0.298,54.1,203.1
Farm_02675,Peaty,5.53,0.102,16.9,69.7
Farm_02676,Chalky,5.71,0.455,39.0,126.4
Farm_02677,Silt,5.44,0.479,12.1,125.4
Farm_02678,Loam,7.53,0.149,48.6,106.0
Farm_02679,Chalky,6.33,0.552,12.1,66.4
Farm_02680,Peaty,5.47,0.525,21.1,217.5
Farm_02681,Chalky,5.74,0.291,43.9,217.7
Farm_02682,Chalky,6.83,0.431,33.2,156.9
Farm_02683,Chalky,6.18,0.489,51.0,245.0
Farm_02684,Loam,6.57,0.106,18.8,59.6
Farm_02685,Chalky,6.92,0.224,13.7,165.8
Farm_02686,Chalky,6.74,0.291,49.3,67.5
Farm_02687,Peaty,4.96,0.19,46.3,152.3
Farm_02688,Peaty,6.04,0.307,11.9,179.4
Farm_02689,Silt,6.62,0.249,12.0,59.9
Farm_02690,Sandy,7.76,0.317,7.1,234.6
Farm_02691,Chalky,5.12,0.37,27.2,168.7
Farm_02692,Peaty,6.64,0.5,52.2,177.0
Farm_02693,Loam,4.93,0.298,20.9,206.9
Farm_02694,Sandy,6.27,0.19,50.6,138.5
Farm_02695,Loam,6.5,0.587,49.3,207.3
Farm_02696,Peaty,5.4,0.068,11.2,67.6
Farm_02697,Clay,6.51,0.174,16.6,78.9
Farm_02698,Sandy,4.99,0.522,23.6,192.8
Farm_02699,Clay,6.19,0.585,50.5,80.8
Farm_02700,Silt,7.71,0.127,11.7,149.1
Farm_02701,Peaty,6.39,0.59,11.2,124.2
Farm_02702,Peaty,6.73,0.251,8.8,135.4
Farm_02703,Silt,4.87,0.051,9.8,193.6
Farm_02704,Chalky,7.77,0.19,7.7,174.4
Farm_02705,Sandy,6.36,0.21,23.0,230.4
Farm_02706,Chalky,4.96,0.468,18.1,133.6
Farm_02707,Silt,5.62,0.511,23.4,172.2
Farm_02708,Peaty,6.54,0.257,22.0,227.2
Farm_02709,Peaty,6.53,0.384,49.6,169.8
Farm_02710,Clay,5.63,0.384,28.9,136.6
Farm_02711,Loam,7.13,0.531,11.0,104.9
Farm_02712,Sandy,6.02,0.463,8.6,54.0
Farm_02713,Loam,5.1,0.263,25.8,57.5
Farm_02714,Peaty,5.45,0.155,40.1,83.1
Farm_02715,Loam,5.84,0.069,29.0,101.1
Farm_02716,Peaty,5.01,0.433,44.1,119.6
Farm_02717,Clay,7.05,0.159,10.6,69.2
Farm_02718,Chalky,4.8,0.509,37.8,123.6
Farm_02719,Silt,6.16,0.332,16.6,160.3
Farm_02720,Clay,6.86,0.083,38.9,199.4
Farm_02721,Sandy,5.42,0.405,12.2,43.0
Farm_02722,Loam,6.59,0.597,24.5,72.1
Farm_02723,Sandy,6.48,0.07,43.0,70.0
Farm_02724,Silt,5.37,0.575,10.2,108.4
Farm_02725,Loam,5.68,0.135,41.7,181.7
Farm_02726,Silt,5.14,0.554,6.5,61.7
Farm_02727,Chalky,7.75,0.236,47.3,59.4
Farm_02728,Silt,7.49,0.181,7.4,186.4
Farm_02729,Silt,5.45,0.263,43.4,152.1
Farm_02730,Sandy,7.7,0.495,44.0,202.6
Farm_02731,Sandy,5.45,0.275,46.1,205.8
Farm_02732,Clay,6.63,0.407,40.1,93.3
Farm_02733,Clay,6.66,0.401,37.1,71.0
Farm_02734,Chalky,6.02,0.374,11.2,154.6
Farm_02735,Sandy,5.65,0.12,41.8,45.7
Farm_02736,Chalky,6.69,0.569,52.4,111.8
Farm_02737,Sandy,6.84,0.18,33.4,124.7
Farm_02738,Silt,7.3,0.394,20.8,249.0
Farm_02739,Sandy,7.51,0.534,21.8,104.9
Farm_02740,Chalky,5.05,0.079,30.0,119.2
Farm_02741,Silt,5.64,0.536,29.3,44.4
Farm_02742,Loam,5.52,0.248,42.3,207.6
Farm_02743,Clay,6.87,0.056,36.5,43.6
Farm_02744,Clay,5.96,0.295,6.5,183.9
Farm_02745,Peaty,6.91,0.205,48.9,168.1
Farm_02746,Loam,5.8,0.517,18.4,103.2
Farm_02747,Clay,6.61,0.211,43.9,87.0
Farm_02748,Sandy,5.24,0.381,36.7,201.7
Farm_02749,Loam,6.65,0.243,14.9,92.8
Farm_02750,Peaty,5.8,0.275,19.1,73.2
Farm_02751,Silt,5.9,0.436,46.7,164.4
Farm_02752,Loam,5.87,0.535,44.5,163.7
Farm_02753,Clay,5.48,0.493,20.0,57.0
Farm_02754,Silt,7.65,0.063,24.7,241.7
Farm_02755,Loam,5.59,0.295,28.1,73.6
Farm_02756,Loam,6.12,0.059,12.0,241.7
Farm_02757,Loam,6.64,0.267,54.9,48.7
Farm_02758,Peaty,6.49,0.225,52.0,83.8
Farm_02759,Loam,5.54,0.436,21.2,150.6
Farm_02760,Chalky,4.9,0.188,48.7,45.0
Farm_02761,Loam,7.11,0.265,48.0,205.5
Farm_02762,Silt,7.24,0.139,19.8,206.0
Farm_02763,Sandy,6.46,0.146,40.8,104.0
Farm_02764,Sandy,7.38,0.277,14.2,144.5
Farm_02765,Silt,6.73,0.272,34.3,194.7
Farm_02766,Peaty,5.06,0.362,14.4,108.2
Farm_02767,Sandy,4.89,0.284,46.7,176.6
Farm_02768,Peaty,6.38,0.052,50.8,97.3
Farm_02769,Sandy,7.43,0.572,26.6,63.5
Farm_02770,Silt,6.12,0.2,42.3,223.8
Farm_02771,Sandy,5.68,0.103,22.0,112.6
Farm_02772,Loam,6.09,0.484,37.5,164.7
Farm_02773,Loam,5.35,0.313,26.4,78.8
